"",A,B,C,D,F,I,S,U,V,W Aver. Total
Psychology - PSYC 8904 SM,,,,,,,2,,,2
Psychology - PSYC 8904 WR,2,,,,,,,,,4.00 2
Psychology - PSYC 8904 WR1,1,,,,,,,,,4.00 1
Psychology - PSYC 8904 WR1,A,B,C,D,F,I,S,U,V,W Aver. Total
Psychology - PSYC 8905 AD,,,,,,,2,,,2
Psychology - PSYC 8907 ES,,,,,,,3,,,3
Psychology - PSYC 8907 MW,,,,,,,1,,,1
Psychology - PSYC 8907 PA,,,,,,,1,,,1
Psychology - PSYC 8907 PV,,,,,,,2,,,2
Psychology - PSYC 8907 RE,,,,,,,4,,,4
Psychology - PSYC 8908 JR,,,,,,,1,,,1
Psychology - PSYC 8908 SE,1,,,,,,,,,4.00 1
Psychology - PSYC 9000 FD,,,,,,,1,,,1
Psychology - PSYC 9000 PA,,,,,,,1,,,1
Psychology - PSYC 9000 PV,,,,,,,2,,,2
Psychology - PSYC 9000 RC,,,,,,,1,,,1
Psychology - PSYC 9000 RE,,,,,,,1,,,1
Psychology - PSYC 9000 WR,,,,,,,1,,,1
Public Policy - PUBP 3000 R,12,,,,,,,,,4.00 12
Public Policy - PUBP 4140 WW,14,1,,,,,,,,3.93 15
Public Policy - PUBP 4440 R,4,2,,,,,,,,3.67 6
Public Policy - PUBP 4651 GK,1,,,,,,,,,4.00 1
Public Policy - PUBP 6801 JW,1,,,,,,,,,4.00 1
Public Policy - PUBP 8998 PS,,,,,,,,,2,2
Public Policy - PUBP 9000 DM,,,,,,,2,,,2
Public Policy - PUBP 9000 GK,,,,,,,2,,,2
Public Policy - PUBP 9000 JM,,,,,,,1,,,1
Public Policy - PUBP 9000 JW,,,,,,,1,,,1
Public Policy - PUBP 9000 KI,,,,,,,2,,,2
Public Policy - PUBP 9000 MB,,,,,,,4,,,4
Public Policy - PUBP 9000 MM,,,,,,,1,,,1
Public Policy - PUBP 9000 PS,,,,,,,3,,,3
Public Policy - PUBP 9000 SC,,,,,,,,1,,1
Public Policy - PUBP 9000 VT,,,,,,,3,,,3
Public Policy/Joint GSU PhD - PUBJ 8000 A,,,,,,,,,6,6
Russian - RUSS 1002 B,2,,,,,,1,,,4.00 3
Russian - RUSS 1002 UA,1,1,,,,,1,,,3.50 3
Russian - RUSS 1692 RMO,4,3,,,,,,,1,3.57 8
Russian - RUSS 2691 RMO,4,3,,,,,,,,3.57 7
Russian - RUSS 2692 RMO,5,2,,,,,,,,3.71 7
Russian - RUSS 2813 R,,,,,,,1,,,1
Russian - RUSS 3691 RMO,6,4,,,,,,,,3.60 10
Russian - RUSS 3692 RMO,6,4,,,,,,,,3.60 10
Russian - RUSS 3695 RMO,10,3,,,,,,,,3.77 13
Russian - RUSS 4692 RMO,3,,,,,,,,,4.00 3
Russian - RUSS 4693 RMO,3,,,,,,,,,4.00 3
Sociology - SOC 1101 A,9,5,,,,,,,,1 3.64 15
Sociology - SOC 1101 QUP,14,6,2,,,,2,,,3.55 24
Sociology - SOC 1101 SF,33,5,2,,,,,,,3.78 40
Spanish - SPAN 1001 B,10,7,,,,,,1,,1 3.59 19
Spanish - SPAN 1001 RBA,5,,,,,,,,,4.00 5
Spanish - SPAN 1001 RVA,1,,,,,,,,,4.00 1
Spanish - SPAN 1002 B,7,5,1,,,,,,,2 3.46 15
Spanish - SPAN 2001 RBA,3,1,1,,,,,,,3.40 5
Spanish - SPAN 2002 RBA,1,,,,,,,,,4.00 1
Spanish - SPAN 2002 RVA,2,,,,,,,,,4.00 2
Spanish - SPAN 3101 E,6,,,,,,,,,1 4.00 7
Spanish - SPAN 3101 RBA,,2,,,,,,,,3.00 2
Spanish - SPAN 3590 REC,14,9,,,,,,,,1 3.61 24
Spanish - SPAN 3592 REC,22,1,,,,,,,,1 3.96 24
Spanish - SPAN 3691 RMX,15,3,,,,,,,,1 3.83 19
Spanish - SPAN 3692 RMX,8,10,1,,,,,,,3.37 19
Spanish - SPAN 3692 RMX,A,B,C,D,F,I,S,U,V,W Aver. Total
Spanish - SPAN 3694 RMA,18,2,,,,,,,,3.90 20
Spanish - SPAN 3813 RBA,1,1,,,,,,,,3.50 2
Spanish - SPAN 3813 RVA,10,,,,,,,,,1 4.00 11
Spanish - SPAN 4693 RMA,19,1,,,,,,,,3.95 20
