"",A,B,C,D,F,I,S,U,V,W Aver. Tota
Materials Science & Engr - MSE 6411 A,22,18,4,,,,,,1,7 3.41 52
Materials Science & Engr - MSE 6412 A,19,19,4,1,1,,,,,4 3.23 48
Materials Science & Engr - MSE 6752 A,12,1,,,,,,,,3.92 13
Materials Science & Engr - MSE 6754 A,9,,,,,,,,,4.00 9
Materials Science & Engr - MSE 6776 A,3,1,,,,,,,,3.75 4
Materials Science & Engr - MSE 7000 AG,,,,,,,2,,,2
Materials Science & Engr - MSE 7000 CPW,,,,,,,2,,,2
Materials Science & Engr - MSE 7000 DY,,,,,,,1,,,1
Materials Science & Engr - MSE 7000 FAL,,,,,,,1,,,1
Materials Science & Engr - MSE 7000 HG,,,,,,,1,,,1
Materials Science & Engr - MSE 7000 PS,,,,,,,2,,,2
Materials Science & Engr - MSE 7000 RT,,,,,,,1,,,1
Materials Science & Engr - MSE 7140 A,9,,,,,,,,1,4.00 10
Materials Science & Engr - MSE 7420 A,5,,,,,,,,,1 4.00 6
Materials Science & Engr - MSE 7420 R,2,,,,,,,,,4.00 2
Materials Science & Engr - MSE 7771 A,8,,,,,,,,,4.00 8
Materials Science & Engr - MSE 7772 B,1,7,,,,,1,,,3.13 9
Materials Science & Engr - MSE 8001 A,18,,,,,,,,,4.00 18
Materials Science & Engr - MSE 8801 S,,,,,,,151,,,151
Materials Science & Engr - MSE 8803 N,8,4,,,,,,,1,1 3.67 14
Materials Science & Engr - MSE 8803 PC,1,1,,,,,,,1,3.50 3
Materials Science & Engr - MSE 8903 GY,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 ADH,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 AG,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 BC,,,,,,,2,,,2
Materials Science & Engr - MSE 9000 CM,,,,,,,3,,,3
Materials Science & Engr - MSE 9000 CPW,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 CS,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 DLM,,,,,,,4,,,4
Materials Science & Engr - MSE 9000 DQ,,,,,,,3,,,3
Materials Science & Engr - MSE 9000 DY,,,,,,,2,,,2
Materials Science & Engr - MSE 9000 EV,,,,,,,6,,,6
Materials Science & Engr - MSE 9000 FAL,,,,,,,2,,,2
Materials Science & Engr - MSE 9000 GY,,,,,,,9,,,9
Materials Science & Engr - MSE 9000 HG,,,,,,,3,,,3
Materials Science & Engr - MSE 9000 HPW,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 JAY,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 JK,,,,,,,2,,,2
Materials Science & Engr - MSE 9000 JN,,,,,,,2,,,2
Materials Science & Engr - MSE 9000 JR,,,,,,,2,,,2
Materials Science & Engr - MSE 9000 JRR,,,,,,,3,,,3
Materials Science & Engr - MSE 9000 JRR,A,B,C,D,F,I,S,U,V,W Aver. Tota
Materials Science & Engr - MSE 9000 JWP,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 KHS,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 KJ,,,,,,,2,,,2
Materials Science & Engr - MSE 9000 KK,,,,,,,1,1,,2
Materials Science & Engr - MSE 9000 LOS,,,,,,,3,,,3
Materials Science & Engr - MSE 9000 ML,,,,,,,6,,,6
Materials Science & Engr - MSE 9000 MLI,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 MLS,,,,,,,3,,,3
Materials Science & Engr - MSE 9000 MM,,,,,,,3,,,3
Materials Science & Engr - MSE 9000 MP,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 NNT,,,,,,,4,,,4
Materials Science & Engr - MSE 9000 PK,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 PS,,,,,,,17,,,17
Materials Science & Engr - MSE 9000 RAG,,,,,,,3,,,3
Materials Science & Engr - MSE 9000 RFS,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 RN,,,,,,,3,,,3
Materials Science & Engr - MSE 9000 RUS,,,,,,,3,,,3
Materials Science & Engr - MSE 9000 SG,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 SK,,,,,,,8,,,8
Materials Science & Engr - MSE 9000 SRK,,,,,,,3,,,3
Materials Science & Engr - MSE 9000 SSJ,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 THS,,,,,,,2,,,2
Materials Science & Engr - MSE 9000 TUM,,,,,,,9,,,9
Materials Science & Engr - MSE 9000 VM,,,,,,,2,,,2
Materials Science & Engr - MSE 9000 VT,,,,,,,13,,,13
Materials Science & Engr - MSE 9000 ZK,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 ZL,,,,,,,7,,,7
Materials Science & Engr - MSE 9000 ZLW,,,,,,,3,,,3
Materials Science & Engr - MSE 9999 J,,,,,,,,,1,1
Mathematics - MATH 0399 A,,,,,,,,,,1 1
Mathematics - MATH 1113 A1,6,7,6,1,3,,1,1,,2.52 25
Mathematics - MATH 1113 A2,8,9,3,1,1,,2,,,3.00 24
Mathematics - MATH 1551 B,24,14,5,1,,,,,,3 3.39 47
Mathematics - MATH 1551 B1,11,12,6,2,1,,,,,2 2.94 34
Mathematics - MATH 1551 C,20,23,10,2,4,,,,,6 2.90 65
Mathematics - MATH 1551 D,15,19,6,1,2,,,,,5 3.02 48
Mathematics - MATH 1551 E,12,18,9,5,1,,,,,2 2.78 47
Mathematics - MATH 1551 F,16,18,10,3,,,,,,2 3.00 49
Mathematics - MATH 1551 G,14,16,8,5,,,,,,5 2.91 48
Mathematics - MATH 1551 H,18,18,6,2,,,,,,4 3.18 48
Mathematics - MATH 1551 K,14,16,7,3,3,,,,,2 2.81 45
Mathematics - MATH 1551 L,18,12,12,5,1,,,,,8 2.85 56
Mathematics - MATH 1551 N,20,12,4,4,2,,,,,3 3.05 45
Mathematics - MATH 1551 N1,18,10,8,1,1,,,,,3.13 38
Mathematics - MATH 1552 A1,6,7,2,6,2,,,,,3 2.39 26
Mathematics - MATH 1552 A2,15,6,6,,,,,,,3.33 27
Mathematics - MATH 1552 D1,6,8,4,5,2,1,,,,3 2.44 29
Mathematics - MATH 1552 D2,10,12,3,1,,,,,,2 3.19 28
Mathematics - MATH 1552 D3,16,8,,1,1,,,,,1 3.42 27
Mathematics - MATH 1552 E1,9,8,6,1,2,,,,,1 2.81 27
Mathematics - MATH 1552 E2,8,8,6,1,2,,,,,3 2.76 28
Mathematics - MATH 1552 E3,13,6,2,,1,,,,,3 3.36 25
Mathematics - MATH 1552 F1,2,10,7,3,3,,,,,4 2.20 29
Mathematics - MATH 1552 F2,12,7,6,1,2,,,,,2.93 28
Mathematics - MATH 1552 F3,14,8,4,,,,,,,2 3.38 28
Mathematics - MATH 1552 G1,7,8,4,2,4,,,,,4 2.48 29
Mathematics - MATH 1552 G2,6,7,3,1,,,,,,3 3.06 20
Mathematics - MATH 1552 H1,4,16,6,2,,,,,,2 2.79 30
Mathematics - MATH 1552 H1,A,B,C,D,F,I,S,U,V,W Aver. Tota
Mathematics - MATH 1552 H2,15,4,6,3,,,,,,3.11 28
Mathematics - MATH 1552 H3,12,7,6,2,,,,,,1 3.07 28
Mathematics - MATH 1552 K1,8,6,6,3,5,,,,,1 2.32 29
Mathematics - MATH 1552 K2,14,9,,1,,,,,,3 3.50 27
Mathematics - MATH 1552 K3,12,8,5,,3,,,,,2.93 28
Mathematics - MATH 1552 L1,8,8,5,1,1,,,,,1 2.91 24
Mathematics - MATH 1552 L2,9,6,3,,2,,,,,1 3.00 21
Mathematics - MATH 1552 N1,7,8,6,2,1,,,,,4 2.75 28
Mathematics - MATH 1552 N2,15,3,5,1,3,,,,,2 2.96 29
Mathematics - MATH 1552 PDP,,,,,,,1,,,1
Mathematics - MATH 1553 A1,10,14,4,2,,,,,,2 3.07 32
Mathematics - MATH 1553 A2,12,13,6,2,1,,,,,1 2.97 35
Mathematics - MATH 1553 A3,11,12,8,1,,,,,,2 3.03 34
Mathematics - MATH 1553 B1,6,18,7,2,,,,,,1 2.85 34
Mathematics - MATH 1553 B2,11,16,5,1,,,,,,3.12 33
Mathematics - MATH 1553 B3,10,12,8,3,,,,,,1 2.88 34
Mathematics - MATH 1553 B4,11,12,3,2,,,,,,4 3.14 32
Mathematics - MATH 1553 D1,7,13,11,2,,,,,,1 2.76 34
Mathematics - MATH 1553 D2,14,4,10,3,,,,,,2 2.94 33
Mathematics - MATH 1553 D3,8,14,8,1,1,,,,,2.84 32
Mathematics - MATH 1553 D4,16,15,2,,1,,,,,3.32 34
Mathematics - MATH 1553 D5,12,10,3,3,,,,,,3.11 28
Mathematics - MATH 1553 F1,8,8,5,3,3,,,,,5 2.56 32
Mathematics - MATH 1553 F2,11,9,9,3,,,,,,2 2.88 34
Mathematics - MATH 1553 F3,10,14,7,1,,,,,,3.03 32
Mathematics - MATH 1553 F4,19,7,4,1,,,,,,1 3.42 32
Mathematics - MATH 1553 F5,15,8,4,3,1,,,,,1 3.06 32
Mathematics - MATH 1553 G1,14,12,6,,,,,,,2 3.25 34
Mathematics - MATH 1553 G2,16,18,,1,,,,,,3.40 35
Mathematics - MATH 1553 G3,14,15,5,,,,,,,3.26 34
Mathematics - MATH 1553 G4,17,12,2,,,,,,,2 3.48 33
Mathematics - MATH 1553 H1,7,13,8,5,,,,,,1 2.67 34
Mathematics - MATH 1553 H2,11,10,10,,1,,,,,1 2.94 33
Mathematics - MATH 1553 H3,12,12,5,4,,,,,,1 2.97 34
Mathematics - MATH 1553 H4,8,18,6,2,1,,,,,2.86 35
Mathematics - MATH 1553 H5,11,9,7,1,1,,,,,2 2.97 31
Mathematics - MATH 1553 J1,7,16,6,1,,,,,,3 2.97 33
Mathematics - MATH 1553 J2,7,12,8,3,,,,,,1 2.77 31
Mathematics - MATH 1553 J3,13,12,3,2,,,,,,2 3.20 32
Mathematics - MATH 1553 J4,12,10,5,1,,,,,,2 3.18 30
Mathematics - MATH 1553 J5,11,9,7,1,1,,,,,1 2.97 30
Mathematics - MATH 1553 K1,6,19,4,2,,,,,,1 2.94 32
Mathematics - MATH 1553 K2,18,9,2,3,,,,,,3.31 32
Mathematics - MATH 1553 K3,11,10,8,,,,,,,1 3.10 30
Mathematics - MATH 1553 M1,12,9,8,2,,,,,,1 3.00 32
Mathematics - MATH 1553 M2,10,12,8,1,,,,,,1 3.00 32
Mathematics - MATH 1553 M3,12,11,5,1,1,,,,,3.07 30
Mathematics - MATH 1553 N1,8,16,4,4,,,,,,3 2.88 35
Mathematics - MATH 1553 N2,14,12,5,1,,,,,,1 3.22 33
Mathematics - MATH 1553 N3,15,4,7,1,,,,,,3 3.22 30
Mathematics - MATH 1553 PJP,,,,,,,1,,,1
Mathematics - MATH 1553 T1,16,8,3,2,2,,,,,2 3.10 33
Mathematics - MATH 1553 T2,7,16,8,1,,,,,,2.91 32
Mathematics - MATH 1553 T3,13,8,10,,,,,,,1 3.10 32
Mathematics - MATH 1554 A1,12,8,5,1,,,,,,3.19 26
Mathematics - MATH 1554 A2,17,5,2,,1,,,,,3.48 25
Mathematics - MATH 1554 A3,16,5,3,,,,,,,1 3.54 25
Mathematics - MATH 1554 A4,13,7,,2,,,,,,2 3.41 24
Mathematics - MATH 1554 A4,A,B,C,D,F,I,S,U,V,W Aver. Tota
Mathematics - MATH 1554 B1,10,10,4,1,,,,,,2 3.16 27
Mathematics - MATH 1554 B2,16,6,4,,,,,,,3.46 26
Mathematics - MATH 1554 B3,10,1,3,1,1,,,,,1 3.13 17
Mathematics - MATH 1554 D1,12,12,4,1,,,,,,4 3.21 33
Mathematics - MATH 1554 D2,17,12,3,1,1,,,,,3.26 34
Mathematics - MATH 1554 D3,14,9,6,1,,,,,,3 3.20 33
Mathematics - MATH 1554 F1,11,14,4,1,2,,,,,2 2.97 34
Mathematics - MATH 1554 F2,17,15,1,,,,,,,3.48 33
Mathematics - MATH 1554 F3,16,10,2,3,,,,,,3.26 31
Mathematics - MATH 1554 K1,10,14,3,3,1,,,,,2.94 31
Mathematics - MATH 1554 K2,14,12,3,2,1,,,,,3.13 32
Mathematics - MATH 1554 K3,15,12,1,1,1,,,,,3.30 30
Mathematics - MATH 1554 K4,5,11,2,5,4,,,,,2 2.30 29
Mathematics - MATH 1554 QH1,35,22,4,,,,,,,3.51 61
Mathematics - MATH 1554 QH2,34,21,4,1,,,,,,1 3.47 61
Mathematics - MATH 1554 QH3,28,25,5,1,,,,,,3.36 59
Mathematics - MATH 1554 QH4,34,20,6,,,,,,,3.47 60
Mathematics - MATH 1554 QH5,41,21,2,,,,,,,3.61 64
Mathematics - MATH 1554 QH6,36,21,4,,,,,,,3.52 61
Mathematics - MATH 1554 QH7,42,21,4,,1,,,,,3.51 68
Mathematics - MATH 1554 QH8,11,4,,1,,,,,,3.56 16
Mathematics - MATH 1564 K1,10,12,2,2,,,,,,4 3.15 30
Mathematics - MATH 1564 K2,13,9,6,,,,,,,2 3.25 30
Mathematics - MATH 1564 K3,16,8,4,,1,,,,,3.31 29
Mathematics - MATH 1711 G1,15,9,3,,,,,,,2 3.44 29
Mathematics - MATH 1711 G2,12,5,3,1,1,,,,,1 3.18 23
Mathematics - MATH 1711 G3,30,,,,,,,,,4.00 30
Mathematics - MATH 1711 G4,28,1,,,,,,,,1 3.97 30
Mathematics - MATH 1712 B1,13,5,6,5,2,,,,,2 2.71 33
Mathematics - MATH 1712 B2,16,6,8,2,3,,,,,2.86 35
Mathematics - MATH 1712 B3,20,9,4,1,1,,,,,3.31 35
Mathematics - MATH 1712 PBP,,,,,,,1,,,1 2
Mathematics - MATH 2106 A,17,8,5,3,,,,,,1 3.18 34
Mathematics - MATH 2550 C1,7,16,2,,,,,,,3 3.20 28
Mathematics - MATH 2550 C2,3,1,1,,,,,,,3.40 5
Mathematics - MATH 2550 G1,8,8,7,,,,,,,5 3.04 28
Mathematics - MATH 2550 G2,5,11,8,2,1,,,,,1 2.63 28
Mathematics - MATH 2550 H1,4,2,3,1,1,,,,,1 2.64 12
Mathematics - MATH 2550 H2,6,3,4,2,,,,,,5 2.87 20
Mathematics - MATH 2550 M1,6,13,7,,1,,,,,3 2.85 30
Mathematics - MATH 2550 M2,6,13,4,1,3,,,,,3 2.67 30
Mathematics - MATH 2551 B1,11,11,5,3,2,,,,,2 2.81 34
Mathematics - MATH 2551 B2,18,4,9,,1,,,,,3 3.19 35
Mathematics - MATH 2551 B3,8,8,11,2,2,,,,,3 2.58 34
Mathematics - MATH 2551 D1,11,13,6,,,1,,,,1 3.17 32
Mathematics - MATH 2551 D2,14,10,4,2,1,,,,,1 3.10 32
Mathematics - MATH 2551 D3,15,9,4,1,,,,,,1 3.31 30
Mathematics - MATH 2551 D4,6,14,9,2,2,,,,,2.61 33
Mathematics - MATH 2551 E1,13,17,4,,,1,,,,3.26 35
Mathematics - MATH 2551 E2,12,21,1,,,,,,,3.32 34
Mathematics - MATH 2551 E3,18,13,1,1,,,,,,1 3.45 34
Mathematics - MATH 2551 E4,11,15,4,1,,,,,,1 3.16 32
Mathematics - MATH 2551 H1,13,14,5,,1,,,,,3.15 33
Mathematics - MATH 2551 H2,12,12,4,2,1,,,,,3.03 31
Mathematics - MATH 2551 H3,7,18,2,2,1,,,,,3 2.93 33
Mathematics - MATH 2551 K1,4,8,8,2,3,,,,,2 2.32 27
Mathematics - MATH 2551 K2,7,10,8,3,,,,,,1 2.75 29
Mathematics - MATH 2551 K3,4,9,7,1,4,,,,,2 2.32 27
Mathematics - MATH 2551 K3,A,B,C,D,F,I,S,U,V,W Aver. Tota
Mathematics - MATH 2551 L1,17,8,6,1,,,,,,3 3.28 35
Mathematics - MATH 2551 L2,29,3,,,1,,,,,3.79 33
Mathematics - MATH 2551 L3,24,8,4,,,,,,,3.56 36
Mathematics - MATH 2551 M1,10,13,7,,,,,,,1 3.10 31
Mathematics - MATH 2551 M2,9,12,7,1,,,,,,2 3.00 31
Mathematics - MATH 2551 M3,13,16,2,1,,,,,,3.28 32
Mathematics - MATH 2552 C1,9,8,6,5,2,,,,,2.57 30
Mathematics - MATH 2552 C2,13,10,2,5,1,,,,,2.94 31
Mathematics - MATH 2552 C3,5,14,2,3,4,,,,,2 2.46 30
Mathematics - MATH 2552 D1,7,8,4,1,4,,,,,8 2.54 32
Mathematics - MATH 2552 D2,12,8,7,2,1,,,,,2 2.93 32
Mathematics - MATH 2552 D3,13,5,8,1,,,,,,4 3.11 31
Mathematics - MATH 2552 D4,26,3,2,,2,,,,,1 3.55 34
Mathematics - MATH 2552 F1,15,5,4,,3,,,,,6 3.07 33
Mathematics - MATH 2552 F2,20,4,4,2,2,,,,,2 3.19 34
Mathematics - MATH 2552 F3,18,6,3,1,3,,,,,2 3.13 33
Mathematics - MATH 2552 F4,16,6,5,3,3,,,,,1 2.88 34
Mathematics - MATH 2552 G1,14,10,5,2,,,,,,1 3.16 32
Mathematics - MATH 2552 G2,20,9,2,,,,,,,3.58 31
Mathematics - MATH 2552 G3,13,14,2,1,1,,,,,2 3.19 33
Mathematics - MATH 2552 G4,16,13,4,,1,,,,,3.26 34
Mathematics - MATH 2552 H1,13,10,4,2,1,,,,,2 3.07 32
Mathematics - MATH 2552 H2,7,5,14,2,1,,,,,3 2.52 32
Mathematics - MATH 2552 H3,12,9,4,4,,,,,,1 3.00 30
Mathematics - MATH 2552 K1,16,7,5,4,1,,,,,2 3.00 35
Mathematics - MATH 2552 K2,23,4,4,1,,,,,,3 3.53 35
Mathematics - MATH 2552 K3,21,3,4,1,1,,,,,2 3.40 32
Mathematics - MATH 2552 L1,8,5,8,,,,,,,4 3.00 25
Mathematics - MATH 2552 L2,8,8,7,1,1,,,,,2 2.84 27
Mathematics - MATH 2552 L3,7,7,7,2,,,,,,1 2.83 24
Mathematics - MATH 2552 L4,7,9,7,1,1,,,,,4 2.80 29
Mathematics - MATH 2552 M1,19,7,1,1,1,,,,,1 3.45 30
Mathematics - MATH 2552 M2,17,9,5,,,,,,,3.39 31
Mathematics - MATH 2552 M3,16,11,3,1,,,,,,3.35 31
Mathematics - MATH 2552 M4,23,5,2,,,,,,,3.70 30
Mathematics - MATH 2552 R,10,4,4,1,,,,,,3.21 19
Mathematics - MATH 2562 L,11,,,,,,,,,4.00 11
Mathematics - MATH 2603 G1,11,9,4,1,,,,,,5 3.20 30
Mathematics - MATH 2603 G2,8,11,5,2,1,,,,,3 2.85 30
Mathematics - MATH 2603 G3,6,6,2,5,2,,,,,1 2.43 22
Mathematics - MATH 2603 L1,7,11,8,1,1,,,,,7 2.79 35
Mathematics - MATH 2603 L2,14,15,3,3,1,,,,,1 3.06 37
Mathematics - MATH 2603 L3,11,10,12,,,,,,,4 2.97 37
Mathematics - MATH 3012 B,9,14,10,4,3,,,,,11 2.55 51
Mathematics - MATH 3012 H,25,16,14,4,2,,,,,2 2.95 63
Mathematics - MATH 3012 HP,11,3,,,,,,,,3.79 14
Mathematics - MATH 3012 M,31,18,8,1,1,,,,,2 3.31 61
Mathematics - MATH 3012 N,17,17,17,1,1,,,,,3 2.91 56
Mathematics - MATH 3012 QHS,19,,,,,,,,,4.00 19
Mathematics - MATH 3215 H,26,11,14,4,2,,,,,6 2.96 63
Mathematics - MATH 3215 J,27,12,11,5,2,,,,,6 3.00 63
Mathematics - MATH 3215 L,7,9,10,3,4,,,,,11 2.36 44
Mathematics - MATH 3225 H,6,4,,,,,,,,3.60 10
Mathematics - MATH 3406 A,10,12,,2,1,,,,,13 3.12 38
Mathematics - MATH 3406 B,6,3,4,3,1,,,,,15 2.59 32
Mathematics - MATH 3670 D,70,19,,,,,,,,2 3.79 91
Mathematics - MATH 3670 K,18,34,16,4,2,,,,,2 2.84 76
Mathematics - MATH 3670 N,29,31,13,3,,,,,,4 3.13 80
Mathematics - MATH 3670 N,A,B,C,D,F,I,S,U,V,W Aver. Tota
Mathematics - MATH 4022 NG,,,,,,,,,,1 1
Mathematics - MATH 4022 NU,14,18,3,2,,,,,1,2 3.19 40
Mathematics - MATH 4080 BAR,1,,,,,,,,,4.00 1
Mathematics - MATH 4080 HAS,1,,,,,,,,,4.00 1
Mathematics - MATH 4080 LEY,1,,,,,,,,,4.00 1
Mathematics - MATH 4080 TET,1,,,,,,,,,4.00 1
Mathematics - MATH 4080 TRO,1,,,,,,,,,4.00 1
Mathematics - MATH 4080 YU,1,,,,,,,,,4.00 1
Mathematics - MATH 4090 KIM,1,,,,,,,,,4.00 1
Mathematics - MATH 4090 STR,1,,,,,,,,,4.00 1
Mathematics - MATH 4090 SUN,1,,,,,,,,,4.00 1
Mathematics - MATH 4107 AG,2,1,,,,,,,,3.67 3
Mathematics - MATH 4107 AU,9,6,6,3,1,,,,,3 2.76 28
Mathematics - MATH 4221 AG,4,,,,,,,,,4.00 4
Mathematics - MATH 4221 AU,29,2,,,1,,,,,1 3.81 33
Mathematics - MATH 4261 AG,28,2,,,,,,,1,2 3.93 33
Mathematics - MATH 4261 AU,16,,1,,,,,,,3 3.88 20
Mathematics - MATH 4261 Q,4,,1,,,,,,,3.60 5
Mathematics - MATH 4305 BG,20,15,2,,,,1,,1,2 3.49 41
Mathematics - MATH 4305 BU,1,6,,,,,,,,5 3.14 12
Mathematics - MATH 4317 AG,2,,,,,,,,1,2 4.00 5
Mathematics - MATH 4317 AU,5,3,2,,,,,,,1 3.30 11
Mathematics - MATH 4317 BG,2,3,,,,,1,,1,1 3.40 8
Mathematics - MATH 4317 BU,6,2,3,1,3,,,,,2 2.47 17
Mathematics - MATH 4318 A,8,2,1,,1,,,,,3.33 12
Mathematics - MATH 4320 AG,3,2,2,,,,,,,3.14 7
Mathematics - MATH 4320 AU,4,6,6,,,,,,,3 2.88 19
Mathematics - MATH 4347 AG,6,,,1,,,,,,2 3.57 9
Mathematics - MATH 4347 AU,9,5,2,1,,,,,,2 3.29 19
Mathematics - MATH 4431 A,4,2,2,,,,,,,1 3.25 9
Mathematics - MATH 4441 AG,9,2,,,,,,,,3.82 11
Mathematics - MATH 4441 AU,7,3,2,,,,2,1,,3.42 15
Mathematics - MATH 4541 AG,4,1,,,,,,,,1 3.80 6
Mathematics - MATH 4541 AU,6,,,2,1,,1,,,3 2.89 13
Mathematics - MATH 4581 BG,25,10,2,,,,,,,1 3.62 38
Mathematics - MATH 4581 BU,2,2,4,,,,,,,1 2.75 9
Mathematics - MATH 4581 Q,1,3,,,,,,,,3.25 4
Mathematics - MATH 4640 AG,3,3,,,,,,,1,3.50 7
Mathematics - MATH 4640 AU,8,5,1,,,,,,,1 3.50 15
Mathematics - MATH 4698 HEH,,,,,,,,,1,1
Mathematics - MATH 4698 PUC,,,,,,,,,1,1
Mathematics - MATH 4699 BAR,1,,,,,,,,,4.00 1
Mathematics - MATH 4699 KAN,1,,,,,,,,,4.00 1
Mathematics - MATH 4699 LAC,1,,,,,,,,,4.00 1
Mathematics - MATH 4699 MAT,2,,,,,,,,,4.00 2
Mathematics - MATH 4699 SOK,1,,,,,,,,,4.00 1
Mathematics - MATH 4699 TET,1,,,,,,,,,4.00 1
Mathematics - MATH 4699 YU,1,,,,,,,,,4.00 1
Mathematics - MATH 4777 AG,8,2,,,,,1,,,1 3.80 12
Mathematics - MATH 4777 AU,4,2,1,,,,,,,1 3.43 8
Mathematics - MATH 4801 UG,,,,,,,11,,,11
Mathematics - MATH 4802 LIV,,,,,,,10,,,2 12
Mathematics - MATH 4999 HAN,1,,,,,,,,,4.00 1
Mathematics - MATH 6001 A,,,,,,,16,,,16
Mathematics - MATH 6014 A,5,2,4,1,1,,,3,1,6 2.69 23
Mathematics - MATH 6112 A,7,3,,,,,,,2,2 3.70 14
Mathematics - MATH 6121 A,10,7,3,,,,,,,2 3.35 22
Mathematics - MATH 6241 A,9,1,,,,,,,2,3 3.90 15
Mathematics - MATH 6241 A,A,B,C,D,F,I,S,U,V,W Aver. Tota
Mathematics - MATH 6263 A,16,,,,,,,,1,1 4.00 18
Mathematics - MATH 6307 A,11,3,,,,,,,1,6 3.79 21
Mathematics - MATH 6337 A,14,7,2,,,,,,2,5 3.52 30
Mathematics - MATH 6341 A,16,2,,,,,1,,2,5 3.89 26
Mathematics - MATH 6452 A,7,2,,,,,,,1,4 3.78 14
Mathematics - MATH 6514 A,18,2,,,,,,,1,1 3.90 22
Mathematics - MATH 6580 A,6,4,,,,,1,,1,1 3.60 13
Mathematics - MATH 6640 A,23,3,,,,,,,1,2 3.88 29
Mathematics - MATH 6640 Q,4,2,,,,,,,,1 3.67 7
Mathematics - MATH 6640 Q3,6,1,,,,,,,,3.86 7
Mathematics - MATH 6643 A,22,11,3,,,,,,,3 3.53 39
Mathematics - MATH 6644 A,3,2,,1,,,,,1,2 3.17 9
Mathematics - MATH 6701 A,45,14,1,,,,,,,3.73 60
Mathematics - MATH 6701 Q,8,1,,,,,,,,3.89 9
Mathematics - MATH 6701 QSZ,2,,,,,,,,,4.00 2
Mathematics - MATH 6705 A,10,6,2,1,1,,,,,2 3.15 22
Mathematics - MATH 6759 A,5,7,1,,,1,,,,1 3.31 15
Mathematics - MATH 6761 A,3,1,1,,1,,,,1,3 2.83 10
Mathematics - MATH 6767 A,7,1,,,,,,,,3.88 8
Mathematics - MATH 6785 NEW,2,1,,,,,,,,3.67 3
Mathematics - MATH 7000 BLE,,,,,,,1,,,1
Mathematics - MATH 7244 A,3,2,,,,,,,1,3.60 6
Mathematics - MATH 7338 A,16,,,,,,,,2,1 4.00 19
Mathematics - MATH 7999 VH,,,,,,,,,2,2
Mathematics - MATH 8305 A,,,,,,,10,,,10
Mathematics - MATH 8307 A,,,,,,,1,,,1
Mathematics - MATH 8803 LAC,16,,,,,,1,,1,1 4.00 19
Mathematics - MATH 8803 LUB,2,,,,,,,,1,1 4.00 4
Mathematics - MATH 8803 SIN,7,1,,,,,,,3,3.88 11
Mathematics - MATH 8900 BAR,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 DAM,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 ETN,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 HAN,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 HAR,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 HEH,1,,,,,,1,,,4.00 2
Mathematics - MATH 8900 HEI,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 HOU,5,,,,,,,,,4.00 5
Mathematics - MATH 8900 KOL,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 LAC,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 LIU,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 LLA,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 LOS,1,,,,,,1,,,4.00 2
Mathematics - MATH 8900 LOU,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 MAR,2,,,,,,,,,4.00 2
Mathematics - MATH 8900 MAT,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 POP,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 TET,2,,,,,,,,,4.00 2
Mathematics - MATH 8900 THO,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 WEI,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 YU,5,,,,,,,,,4.00 5
Mathematics - MATH 8900 YUJ,2,,,,,,1,,,4.00 3
Mathematics - MATH 8900 ZEN,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 ZHO,1,,,,,,,,,4.00 1
Mathematics - MATH 8997 A,,,,,,,,,56,56
Mathematics - MATH 8998 A,,,,,,,,,4,4
Mathematics - MATH 9000 BAR,,,,,,,1,,,1
Mathematics - MATH 9000 BUN,,,,,,,2,,,2
Mathematics - MATH 9000 DIE,,,,,,,1,,,1
Mathematics - MATH 9000 DIE,A,B,C,D,F,I,S,U,V,W Aver. Tota
Mathematics - MATH 9000 ETN,,,,,,,3,,,3
Mathematics - MATH 9000 HAN,,,,,,,1,,,1 2
