"",A,B,C,D,F,I,S,U,V,W Aver. Tota
Architecture - ARCH 6027 A,8,9,2,,,,,,,3.32 19
Architecture - ARCH 6070 CR,3,,,,,,,,,4.00 3
Architecture - ARCH 6070 DY,7,,1,,,,,,,3.75 8
Architecture - ARCH 6070 JL,8,,1,,,,,,,3.78 9
Architecture - ARCH 6070 JP,6,2,,,,,,,,3.75 8
Architecture - ARCH 6070 MC,9,,,,,,,,,4.00 9
Architecture - ARCH 6072 DB,8,,,,,,,,,4.00 8
Architecture - ARCH 6072 EDJ,2,2,,,,,,,,3.50 4
Architecture - ARCH 6072 LS,6,2,,,,,,,,3.75 8
Architecture - ARCH 6072 MG,7,3,,,,,,,,3.70 10
Architecture - ARCH 6072 MS,11,,,,,,,,,4.00 11
Architecture - ARCH 6106 BF,11,1,1,1,,,1,,,1 3.57 16
Architecture - ARCH 6127 AE,,,,,,,,,,1 1
Architecture - ARCH 6136 LA,2,,,,,,,,,4.00 2
Architecture - ARCH 6230 CR,34,6,,,,,,,,3.85 40
Architecture - ARCH 6230 CR,A,B,C,D,F,I,S,U,V,W Aver. Tota
Architecture - ARCH 6241 GA,13,1,,,,,1,,,3.93 15
Architecture - ARCH 6243 CZ,5,1,,,,,1,,,3.83 7
Architecture - ARCH 6252 RG,19,14,2,,,,,,,3.49 35
Architecture - ARCH 6312 RP,,1,,,,,,,,3.00 1
Architecture - ARCH 6315 PP,5,5,,,,,,,,3.50 10
Architecture - ARCH 6352 AB,2,,,,,,,,,4.00 2
Architecture - ARCH 6352 AE,6,,,,,,,,,4.00 6
Architecture - ARCH 6352 EDJ,3,1,,,,,,,,3.75 4
Architecture - ARCH 6352 LA,2,,,,,,,,,4.00 2
Architecture - ARCH 6352 LS,5,,,,,,,,,4.00 5
Architecture - ARCH 6352 MC,6,3,1,,,,,,,3.50 10
Architecture - ARCH 6417 JL,6,,,,,,,,,4.00 6
Architecture - ARCH 6426 RV,6,1,,,,,,,,3.86 7
Architecture - ARCH 6447 PY,2,3,,,,,1,,2,3.40 8
Architecture - ARCH 6474 C,15,6,,,,,,,,1 3.71 22
Architecture - ARCH 6501 AE,4,1,,,,,,,,3.80 5
Architecture - ARCH 6502 MS,9,4,,,,,,,,1 3.69 14
Architecture - ARCH 6507 DB,3,,,,,,1,1,,4.00 5
Architecture - ARCH 6532 GL1,24,9,3,,,,,,,3.58 36
Architecture - ARCH 7000 CZ,,,,,,,1,,,1
Architecture - ARCH 7000 GA,,,,,,,3,,,3
Architecture - ARCH 8801 DB,1,,,,,,,,,4.00 1
Architecture - ARCH 8801 DE,2,4,,,,,1,,,2 3.33 9
Architecture - ARCH 8802 JS,4,,,,,,,,,1 4.00 5
Architecture - ARCH 8803 BB,2,1,,,,,1,,,1 3.67 5
Architecture - ARCH 8803 LD,4,1,,,,,,,,3.80 5
Architecture - ARCH 8803 LS1,2,,,,,,,,,4.00 2
Architecture - ARCH 8803 MS,11,,,,,,,,,4.00 11
Architecture - ARCH 8803 TA,10,,,,,,1,,,4.00 11
Architecture - ARCH 8823 MC,1,,,,,,,,,4.00 1
Architecture - ARCH 8833 KJ,3,3,,,,,1,,,2 3.50 9
Architecture - ARCH 8833 LD,4,,1,,,,,,,3.60 5
Architecture - ARCH 8843 DR,1,2,,,,,,,1,3.33 4
Architecture - ARCH 8863 SS,5,,,,,,,,,4.00 5
Architecture - ARCH 8903 AE,3,,,,,,,,,4.00 3
Architecture - ARCH 8903 CE,1,,,,,,,,,4.00 1
Architecture - ARCH 8903 CR,1,,,,,,,,,4.00 1
Architecture - ARCH 8903 CZ,,,,,,,1,,,1
Architecture - ARCH 8903 EDJ,2,,,,,,,,,4.00 2
Architecture - ARCH 8903 GA,5,,,,,,,,,4.00 5
Architecture - ARCH 8903 GJ,2,1,,,,,,,,3.67 3
Architecture - ARCH 8903 JB1,8,,,,,,,,,4.00 8
Architecture - ARCH 8903 JP,2,,,,,,,,,4.00 2
Architecture - ARCH 8903 LD,1,,,,,,,,,4.00 1
Architecture - ARCH 8903 LH,,1,,,,,,1,,3.00 2
Architecture - ARCH 8903 MG,1,,,,,,,,,4.00 1
Architecture - ARCH 8903 MS,6,,,,,,,,,4.00 6
Architecture - ARCH 8903 RG,1,1,,,,,1,,,3.50 3
Architecture - ARCH 8903 RG2,1,,,,,,,,,4.00 1
Architecture - ARCH 8903 TH,1,,,,,,,,,4.00 1
Architecture - ARCH 8997 SM,,,,,,,,,4,4
Biology - BIOL 1510 A,121,62,17,7,2,,1,,,8 3.40 218
Biology - BIOL 1520 P,57,28,13,2,2,,1,,,3 3.33 106
Biology - BIOL 1520 R,17,9,,,,,,,,3.65 26
Biology - BIOL 1521 A,37,13,1,1,,,,,,3 3.65 55
Biology - BIOL 2100 R,10,10,1,,,,,,,3.43 21
Biology - BIOL 2335 A,19,16,6,1,,,,,,4 3.26 46
Biology - BIOL 2336 B,3,1,1,,,,,,,3.40 5
Biology - BIOL 2336 B,A,B,C,D,F,I,S,U,V,W Aver. Tota
Biology - BIOL 2336 C,5,5,,,,,,,,1 3.50 11
Biology - BIOL 2336 D,5,5,,,,,,,,3.50 10
Biology - BIOL 2344 A,20,25,12,2,,,1,,1,3 3.07 64
Biology - BIOL 2345 A,2,1,1,,,,,,,3.25 4
Biology - BIOL 2345 C,5,7,2,,,,,,,2 3.21 16
Biology - BIOL 2400 A,14,13,5,,,,,,,3 3.28 35
Biology - BIOL 2698 FAN,,,,,,,,,1,1
Biology - BIOL 2698 GAU,,,,,,,,,1,1
Biology - BIOL 2698 HAM,,,,,,,,,1,1
Biology - BIOL 2698 HAY,,,,,,,,,1,1
Biology - BIOL 2698 NIE,,,,,,,,,1,1
Biology - BIOL 2698 SNE,,,,,,,,,1,1
Biology - BIOL 2698 STE,,,,,,,,,1,1
Biology - BIOL 2698 STO,,,,,,,,,1,1
Biology - BIOL 2698 STR,,,,,,,,,1,1
Biology - BIOL 2699 JIA,2,,,,,,,,,4.00 2
Biology - BIOL 2699 KOS,1,,,,,,,,,4.00 1
Biology - BIOL 2699 LAC,1,,,,,,,,,4.00 1
Biology - BIOL 2699 LEA,1,,,,,,,,,4.00 1
Biology - BIOL 2699 MCG,2,,,,,,,,,4.00 2
Biology - BIOL 2699 MGU,2,,,,,,,,,4.00 2
Biology - BIOL 2699 MON,1,,,,,,,,,4.00 1
Biology - BIOL 2699 RAT,1,,,,,,,,,4.00 1
Biology - BIOL 2699 SNE,1,,,,,,,,,4.00 1
Biology - BIOL 2699 STO,1,,,,,,,,,4.00 1
Biology - BIOL 2699 YEN,1,,,,,,,,,4.00 1
Biology - BIOL 3100 R,10,7,,,1,,,,,3.39 18
Biology - BIOL 3450 A,24,22,12,,2,,,,1,11 3.10 72
Biology - BIOL 3450 B,16,9,3,,,,,,,3 3.46 31
Biology - BIOL 3451 A,9,,,,,,,,,4.00 9
Biology - BIOL 3451 B,11,3,,,1,,,,,3 3.53 18
Biology - BIOL 3600 A,18,26,12,5,3,,,,,2.80 64
Biology - BIOL 3755 A,11,3,1,,,,,,,3.67 15
Biology - BIOL 4012 A,11,10,4,,,,,,,3.28 25
Biology - BIOL 4221 A,11,9,3,,,,,,,1 3.35 24
Biology - BIOL 4460 A,17,1,,,,,,,,3.94 18
Biology - BIOL 4460 B,11,6,,,,,,,,3.65 17
Biology - BIOL 4460 C,9,1,,1,,,,,,3.64 11
Biology - BIOL 4570 A,9,9,3,1,,,1,,1,1 3.18 25
Biology - BIOL 4590 A,12,,,,,,,,,4.00 12
Biology - BIOL 4590 B,9,,1,1,,,,,,3.55 11
Biology - BIOL 4590 C,11,1,,,,,,,,3.92 12
Biology - BIOL 4620 A,4,3,1,,,,,,,3.38 8
Biology - BIOL 4690 A,10,1,,,,,,,,3.91 11
Biology - BIOL 4694 A,,,,,,,,,3,3
Biology - BIOL 4695 A,4,1,,,,,,,,3.80 5
Biology - BIOL 4696 A,,,,,,,,,2,2
Biology - BIOL 4696 C,,,,,,,,,1,1
Biology - BIOL 4697 A,3,,,,,,,,,4.00 3
Biology - BIOL 4697 B,10,,,,,,,,,4.00 10
Biology - BIOL 4697 C,3,,,,,,,,,4.00 3
Biology - BIOL 4698 CHE,,,,,,,,,1,1
Biology - BIOL 4698 KUB,,,,,,,,,2,2
Biology - BIOL 4698 MCD,,,,,,,,,1,1
Biology - BIOL 4698 NIE,,,,,,,,,1,1
Biology - BIOL 4699 BRO,,1,,,,,,,,3.00 1
Biology - BIOL 4699 CHE,1,,,,,,,,,4.00 1
Biology - BIOL 4699 CHO,1,,,,,,,,,4.00 1
Biology - BIOL 4699 CHO,A,B,C,D,F,I,S,U,V,W Aver. Tota
Biology - BIOL 4699 FAN,1,,,,,,,,,4.00 1
Biology - BIOL 4699 FIN,1,,,,,,,,,4.00 1
Biology - BIOL 4699 GIB,2,,,,,,,,,4.00 2
Biology - BIOL 4699 GOO,7,1,,,,,,,,3.88 8
Biology - BIOL 4699 HAM,2,,,,,,,,,4.00 2
Biology - BIOL 4699 JIA,2,,,,,,,,,4.00 2
Biology - BIOL 4699 KOS,1,,,,,,,,,4.00 1
Biology - BIOL 4699 KUB,2,,,,,,,,,4.00 2
Biology - BIOL 4699 LAC,1,,,,,,,,,4.00 1
Biology - BIOL 4699 LEA,1,,,,,,,,,4.00 1
Biology - BIOL 4699 LOB,1,,,,,,,,,4.00 1
Biology - BIOL 4699 MCG,2,,,,,,,,,4.00 2
Biology - BIOL 4699 NIE,1,,,,,,,,,4.00 1
Biology - BIOL 4699 SHI,2,,,,,,,,,4.00 2
Biology - BIOL 4699 SNE,1,,,,,,,,,4.00 1
Biology - BIOL 4699 STO,1,1,,,,,,,,3.50 2
Biology - BIOL 4699 STR,4,,,,,,,,,4.00 4
Biology - BIOL 4699 TOR,1,,,,,,,,,4.00 1
Biology - BIOL 4699 WAR,1,,,,,,,,,4.00 1
Biology - BIOL 4699 YEN,4,,,,,,,,,4.00 4
Biology - BIOL 4803 A,4,1,,,,,,,,3.80 5
Biology - BIOL 4803 B,5,3,,,,,,,,3.63 8
Biology - BIOL 4803 C,28,1,,,,,,,,1 3.97 30
Biology - BIOL 4803 G,9,3,,,,,1,,,3.75 13
Biology - BIOL 4803 J,6,,,,,,1,,,4.00 7
Biology - BIOL 4804 A,1,,,,,,,,,4.00 1
Biology - BIOL 4910 A,1,,,,,,,,,4.00 1
Biology - BIOL 6221 A,5,1,,,,,,,,1 3.83 7
Biology - BIOL 6620 A,3,1,,,,,,,,3.75 4
Biology - BIOL 6720 A,4,2,,,,,,,,1 3.67 7
Biology - BIOL 7000 JIA,,,,,,,2,,,2
Biology - BIOL 7000 STR,,,,,,,1,,,1
Biology - BIOL 7210 A,29,,,,,,,,1,4.00 30
Biology - BIOL 8003 A,,,,,,,22,1,,23
Biology - BIOL 8106 A,,,,,,,19,,,19
Biology - BIOL 8801 E,4,,,,,,,,,4.00 4
Biology - BIOL 8803 A,5,,,,,,,,1,4.00 6
Biology - BIOL 8803 B,7,2,,,,,,,,3.78 9
Biology - BIOL 8803 C,5,4,1,,,,1,,,3.40 11
Biology - BIOL 8803 G,2,,,,,,,,,4.00 2
Biology - BIOL 8803 J,2,1,,,,,,,1,3.67 4
Biology - BIOL 8901 CHO,1,,,,,,,,,4.00 1
Biology - BIOL 8901 GIB,1,,,,,,,,,4.00 1
Biology - BIOL 8901 HAM,2,,,,,,,,,4.00 2
Biology - BIOL 8901 JIA,1,,,,,,,,,4.00 1
Biology - BIOL 8901 JOR,3,1,,,,,,,,3.75 4
Biology - BIOL 8901 MCG,,,,,,,1,,,1
Biology - BIOL 8901 PAA,1,,,,,,,,,4.00 1
Biology - BIOL 8901 STO,1,,,,,,,,,4.00 1
Biology - BIOL 8901 TOR,1,,,,,,,,,4.00 1
Biology - BIOL 8902 DIX,1,,,,,,,,,4.00 1
Biology - BIOL 8902 FAN,2,,,,,,,,,4.00 2
Biology - BIOL 8902 GAU,1,,,,,,,,,4.00 1
Biology - BIOL 8902 GIB,3,,,,,,,,,4.00 3
Biology - BIOL 8902 HAM,1,,,,,,,,,4.00 1
Biology - BIOL 8902 JOR,4,,,,,,,,,4.00 4
Biology - BIOL 8902 LAC,1,,,,,,,,,4.00 1
Biology - BIOL 8902 LEE,1,,,,,,,,,4.00 1
Biology - BIOL 8902 LEE,A,B,C,D,F,I,S,U,V,W Aver. Tota
Biology - BIOL 8902 MCD,1,,,,,,,,,4.00 1
Biology - BIOL 8902 MCG,2,,,,,,,,,4.00 2
Biology - BIOL 8902 STO,1,,,,,,,,,4.00 1
Biology - BIOL 8902 TOR,1,,,,,,,,,4.00 1
Biology - BIOL 8902 VAN,4,,,,,,,,,4.00 4
Biology - BIOL 8902 WTZ,2,,,,,,,,,4.00 2
Biology - BIOL 8997 A,,,,,,,,,21,21
Biology - BIOL 8997 B,,,,,,,,,1,1
Biology - BIOL 8997 C,,,,,,,,,3,3
Biology - BIOL 8998 CHE,,,,,,,,,3,3
Biology - BIOL 8998 DIC,,,,,,,,,1,1
Biology - BIOL 8998 DIX,,,,,,,,,1,1
Biology - BIOL 8998 FAN,,,,,,,,,1,1
Biology - BIOL 8998 GAU,,,,,,,,,1,1
Biology - BIOL 8998 GIB,,,,,,,,,2,2
Biology - BIOL 8998 GLA,,,,,,,,,1,1
Biology - BIOL 8998 GOO,,,,,,,,,1,1
Biology - BIOL 8998 HAM,,,,,,,,,2,2
Biology - BIOL 8998 HAY,,,,,,,,,1,1
Biology - BIOL 8998 JIA,,,,,,,,,1,1
Biology - BIOL 8998 JOR,,,,,,,,,2,2
Biology - BIOL 8998 KON,,,,,,,,,3,3
Biology - BIOL 8998 KOS,,,,,,,,,1,1
Biology - BIOL 8998 LAC,,,,,,,,,2,2
Biology - BIOL 8998 LEE,,,,,,,,,1,1
Biology - BIOL 8998 MCD,,,,,,,,,2,2
Biology - BIOL 8998 MCG,,,,,,,,,2,2
Biology - BIOL 8998 RAT,,,,,,,,,2,2
Biology - BIOL 8998 STE,,,,,,,,,2,2
Biology - BIOL 8998 STO,,,,,,,,,1,1
Biology - BIOL 8998 TOR,,,,,,,,,3,3
Biology - BIOL 8998 VAN,,,,,,,,,5,5
Biology - BIOL 8998 WEI,,,,,,,,,1,1
Biology - BIOL 8998 WRI,,,,,,,,,1,1
Biology - BIOL 8998 WTZ,,,,,,,,,4,4
Biology - BIOL 8998 YI,,,,,,,,,1,1
Biology - BIOL 9000 BOR,,,,,,,1,,,1
Biology - BIOL 9000 CHE,,,,,,,4,,,4
Biology - BIOL 9000 DIC,,,,,,,1,,,1
Biology - BIOL 9000 DIX,,,,,,,1,,,1
Biology - BIOL 9000 FAN,,,,,,,5,,,5
Biology - BIOL 9000 GAU,,,,,,,1,,,1
Biology - BIOL 9000 GIB,,,,,,,4,,,4
Biology - BIOL 9000 GLA,,,,,,,1,,,1
Biology - BIOL 9000 GOO,,,,,,,1,,,1
Biology - BIOL 9000 HAM,,,,,,,2,,,2
Biology - BIOL 9000 HAY,,,,,,,4,,,4
Biology - BIOL 9000 JIA,,,,,,,1,,,1
Biology - BIOL 9000 JOR,,,,,,,5,,,5
Biology - BIOL 9000 KON,,,,,,,5,,,5
Biology - BIOL 9000 KOS,,,,,,,2,,,2
Biology - BIOL 9000 KRE,,,,,,,2,,,2
Biology - BIOL 9000 KUB,,,,,,,1,,,1
Biology - BIOL 9000 LAC,,,,,,,1,,,1
Biology - BIOL 9000 LOB,,,,,,,2,,,2
Biology - BIOL 9000 MCD,,,,,,,1,,,1
Biology - BIOL 9000 MCG,,,,,,,2,,,2
Biology - BIOL 9000 MON,,,,,,,1,,,1
Biology - BIOL 9000 MON,A,B,C,D,F,I,S,U,V,W Aver. Tota
Biology - BIOL 9000 RAT,,,,,,,2,,,2
Biology - BIOL 9000 SHI,,,,,,,2,,,2
Biology - BIOL 9000 STE,,,,,,,4,,,4
Biology - BIOL 9000 STO,,,,,,,4,,,4
Biology - BIOL 9000 STR,,,,,,,1,,,1
Biology - BIOL 9000 TOR,,,,,,,2,,,2
Biology - BIOL 9000 VAN,,,,,,,5,,,5
Biology - BIOL 9000 WEI,,,,,,,2,,,2
Biology - BIOL 9000 WRI,,,,,,,,1,,1
Biology - BIOL 9000 WTZ,,,,,,,4,,,4
Biology - BIOL 9000 YI,,,,,,,1,,,1
Biomed Engr/Joint Emory PKU - BMEJ 999.,,,,,,,,,17,17
Biomedical Engineering - BMED 2210 A,13,17,11,1,1,,,,,3 2.93 46
Biomedical Engineering - BMED 2210 B,17,15,12,,1,,,,,5 3.04 50
Biomedical Engineering - BMED 2210 C,15,10,4,,,,,,,3.38 29
Biomedical Engineering - BMED 2210 D,12,13,1,1,,,,,,2 3.33 29
Biomedical Engineering - BMED 2210 E,15,14,7,,4,,,,,7 2.90 47
Biomedical Engineering - BMED 2210 F,20,17,8,,,,,,,2 3.27 47
Biomedical Engineering - BMED 2250 B,9,4,1,,,,,,,3.57 14
Biomedical Engineering - BMED 2310 A,17,15,,,,,,,,3.53 32
Biomedical Engineering - BMED 2310 B,13,13,1,1,,,,,,1 3.36 29
Biomedical Engineering - BMED 2310 C,12,6,,,,,,,,3.67 18
Biomedical Engineering - BMED 2310 D,18,10,,,,,,,,3.64 28
Biomedical Engineering - BMED 2310 F,11,11,2,,,,,,,3.38 24
Biomedical Engineering - BMED 2699 BAB,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 2699 BEL,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 2699 BOR,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 2699 BUT,2,1,,,,,,,,3.67 3
Biomedical Engineering - BMED 2699 CHA,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 2699 CNG,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 2699 ETH,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 2699 I2P,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 2699 KEM,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 2699 KWO,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 2699 LAP,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 2699 LEE,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 2699 MAY,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 2699 MIT,7,1,1,,1,,,,,3.30 10
Biomedical Engineering - BMED 2699 SUL,3,1,,,,,,,,3.75 4
Biomedical Engineering - BMED 2699 SUN,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 2699 YOG,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 2802 LEE,9,2,,,,,,,,3.82 11
Biomedical Engineering - BMED 3100 B,26,16,7,1,,,,,,2 3.34 52
Biomedical Engineering - BMED 3100 C,31,20,4,1,,,,,,3 3.45 59
Biomedical Engineering - BMED 3110 A,19,,,,,,,,,4.00 19
Biomedical Engineering - BMED 3110 B,20,,,,,,,,,4.00 20
Biomedical Engineering - BMED 3110 C,17,1,,,,,,,,3.94 18
Biomedical Engineering - BMED 3110 D,8,4,,,,,,,,2 3.67 14
Biomedical Engineering - BMED 3110 E,15,,,,,,,,,4.00 15
Biomedical Engineering - BMED 3110 F,10,5,,,,,,,,3.67 15
Biomedical Engineering - BMED 3110 G,10,2,1,,,,,,,3.69 13
Biomedical Engineering - BMED 3310 A,13,9,7,10,2,,,,,5 2.51 46
Biomedical Engineering - BMED 3310 B,7,7,6,2,3,,,,,1 2.52 26
Biomedical Engineering - BMED 3310 C,13,10,6,6,5,,,,,4 2.50 44
Biomedical Engineering - BMED 3400 A,7,16,2,,,,,,,3.20 25
Biomedical Engineering - BMED 3400 B,8,8,8,1,,,,,,1 2.92 26
Biomedical Engineering - BMED 3400 C,6,3,7,2,,,,,,1 2.72 19
Biomedical Engineering - BMED 3400 D,6,9,7,,,,,,,2 2.95 24
Biomedical Engineering - BMED 3400 D,A,B,C,D,F,I,S,U,V,W Aver. Tota
Biomedical Engineering - BMED 3400 E,8,9,3,2,,,,,,1 3.05 23
Biomedical Engineering - BMED 3400 F,4,7,6,,1,,,,,2 2.72 20
Biomedical Engineering - BMED 3520 A,11,16,9,4,1,,,,,2.78 41
Biomedical Engineering - BMED 3520 B,8,11,13,3,3,,,,,2 2.47 40
Biomedical Engineering - BMED 3520 C,6,8,5,1,1,,,,,2 2.81 23
Biomedical Engineering - BMED 3600 A,31,12,,,,,,,,3 3.72 46
Biomedical Engineering - BMED 3600 B,11,12,7,1,1,,,,,2.97 32
Biomedical Engineering - BMED 3600 C,20,16,7,1,1,,,,,3 3.18 48
Biomedical Engineering - BMED 3610 A,11,5,,,,,,,,3.69 16
Biomedical Engineering - BMED 3610 B,19,3,,,,,,,,3.86 22
Biomedical Engineering - BMED 3610 C,20,,,,,,,,,4.00 20
Biomedical Engineering - BMED 3610 D,18,3,,,,,,,,3.86 21
Biomedical Engineering - BMED 3610 E,15,3,,,,,,,,3.83 18
Biomedical Engineering - BMED 3610 F,18,3,1,,,,,,,3.77 22
Biomedical Engineering - BMED 4602 A,10,9,2,,,,,,,3.38 21
Biomedical Engineering - BMED 4602 B,10,19,,,,,,,,3.34 29
Biomedical Engineering - BMED 4602 C,11,17,,,,,,,,3.39 28
Biomedical Engineering - BMED 4602 D,16,11,1,,,,,,,3.54 28
Biomedical Engineering - BMED 4602 E,12,11,2,,,,,,,3.40 25
Biomedical Engineering - BMED 4698 BEL,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 BOR,,,,,,,,,3,3
Biomedical Engineering - BMED 4698 BOT,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 BUT,,,,,,,,,2,2
Biomedical Engineering - BMED 4698 DEW,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 ETH,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 KES,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 LAM,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 LED,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 MCC,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 MIT,,,,,,,,,6,6
Biomedical Engineering - BMED 4698 SUN,,,,,,,,,2,2
Biomedical Engineering - BMED 4698 TIN,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 YOG,,,,,,,,,2,2
Biomedical Engineering - BMED 4699 BAB,4,,,,,,,,,4.00 4
Biomedical Engineering - BMED 4699 BAR,5,,,,,,,,,4.00 5
Biomedical Engineering - BMED 4699 BEL,4,,,,,,,,,4.00 4
Biomedical Engineering - BMED 4699 BOR,,1,,,,,,,,3.00 1
Biomedical Engineering - BMED 4699 BOT,3,,,,,,,,,4.00 3
Biomedical Engineering - BMED 4699 BUT,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 4699 CLI,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 DEW,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 ENG,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 ETH,3,1,,,,,,,,3.75 4
Biomedical Engineering - BMED 4699 GTR,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 GUL,5,,,,,,,,,4.00 5
Biomedical Engineering - BMED 4699 GUP,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 I2P,9,1,,,,,,,,3.90 10
Biomedical Engineering - BMED 4699 IPD,,,1,,,,,,,2.00 1
Biomedical Engineering - BMED 4699 JO,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 JOV,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 KEM,3,,,,,,,,,4.00 3
Biomedical Engineering - BMED 4699 KES,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 4699 KMP,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 4699 LAM,11,,,,,,,,,4.00 11
Biomedical Engineering - BMED 4699 LAP,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 4699 LEE,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 MIT,14,1,,,,,,,,3.93 15
Biomedical Engineering - BMED 4699 NIE,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 4699 NIE,A,B,C,D,F,I,S,U,V,W Aver. Tota
Biomedical Engineering - BMED 4699 OSH,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 PAR,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 SAN,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 SUL,4,,,,,,,,,4.00 4
Biomedical Engineering - BMED 4699 SUN,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 TEM,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 4699 THO,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 VOI,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 XIA,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 YOG,8,,,,,,,,,4.00 8
Biomedical Engineering - BMED 4699 YOO,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4750 A,3,1,9,,,,,,,2 2.54 15
Biomedical Engineering - BMED 4751 A,3,19,6,2,,,,,,1 2.77 31
Biomedical Engineering - BMED 4751 B,31,21,4,,,,,,,6 3.48 62
Biomedical Engineering - BMED 4757 A,13,12,3,,,,,,,3.36 28
Biomedical Engineering - BMED 4765 A,5,4,8,1,,,,,,2.72 18
Biomedical Engineering - BMED 4782 A,4,1,1,,,,,,,1 3.50 7
Biomedical Engineering - BMED 4783 A,2,,1,,,,,,,2 3.33 5
Biomedical Engineering - BMED 4803 BHI,7,4,2,,,,,,,2 3.38 15
Biomedical Engineering - BMED 4813 A,41,6,4,,,,,,,2 3.73 53
Biomedical Engineering - BMED 4813 MU,2,3,,,,,,,,3.40 5
Biomedical Engineering - BMED 4813 MU2,,,,,,,,,1,1
Biomedical Engineering - BMED 4813 NAN,10,4,1,,,,,,,3.60 15
Biomedical Engineering - BMED 4823 A,5,1,,,,,,,,3.83 6
Biomedical Engineering - BMED 4823 ALG,4,,,,,,,,,2 4.00 6
Biomedical Engineering - BMED 4833 A,24,11,3,,,,,,,3 3.55 41
Biomedical Engineering - BMED 4843 B,16,,,,,,,,,4.00 16
Biomedical Engineering - BMED 4843 VID,7,2,1,,1,,,,,1 3.27 12
Biomedical Engineering - BMED 6210 0,3,2,,,,,,,,3.60 5
Biomedical Engineering - BMED 6504 A,14,15,1,,,,,,,3.43 30
Biomedical Engineering - BMED 6508 A,20,10,,,,,,,,3.67 30
Biomedical Engineering - BMED 6700 0,13,2,,,,,,,,3 3.87 18
Biomedical Engineering - BMED 6711 0,5,3,,,,,,,,3.63 8
Biomedical Engineering - BMED 6720 0,6,3,,,,,,,,3.67 9
Biomedical Engineering - BMED 6777 0,5,2,,,,,,,,3.71 7
Biomedical Engineering - BMED 6780 0,2,5,,,,,,,,3.29 7
Biomedical Engineering - BMED 6786 B,3,1,,,,,,,,3.75 4
Biomedical Engineering - BMED 6793 0,18,2,,,,,,,,3.90 20
Biomedical Engineering - BMED 7000 APY,,,,,,,1,,,1
Biomedical Engineering - BMED 7000 BAB,,,,,,,1,,,1
Biomedical Engineering - BMED 7000 KEI,,,,,,,1,,,1
Biomedical Engineering - BMED 7000 SUN,,,,,,,1,,,1
Biomedical Engineering - BMED 7001 A,,,,,,,54,3,,57
Biomedical Engineering - BMED 7005 0,,,,,,,34,,,34
Biomedical Engineering - BMED 7012 A,14,8,,,,,,,,3.64 22
Biomedical Engineering - BMED 7301 A,8,,,,,,,,,4.00 8
Biomedical Engineering - BMED 7601 0,5,3,,,,,,,,1 3.63 9
Biomedical Engineering - BMED 8813 BHI,3,,,,,,,,,1 4.00 4
Biomedical Engineering - BMED 8813 ETR,3,,,,,,,,,4.00 3
