,categoryType,contentType,institution_name,overall_rating,rating_class,tDept,tFname,tLname,tMiddlename,tNumRatings,tSid,tid
851,PROFESSOR,TEACHER,Georgia Institute of Technology,4.5,good,Modern Languages,Chao Charlie,Li,,4,361,2097081
852,PROFESSOR,TEACHER,Georgia Institute of Technology,3.0,average,Industrial Design,Wayne,Li,,3,361,2237968
853,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,Physics,Gongjie,Li,,0,361,2344782
854,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Chinese,Chao,Li,,1,361,2353115
855,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Modern Languages,Xiaoliang,Li,,1,361,2390355
856,PROFESSOR,TEACHER,Georgia Institute of Technology,4.0,good,Chinese,Xiaoliang,Li,,1,361,2395699
857,PROFESSOR,TEACHER,Georgia Institute of Technology,2.7,average,Mathematics,Wing,LI,,13,361,1331441
858,PROFESSOR,TEACHER,Georgia Institute of Technology,2.8,average,Mechanical Engineering,Steven,Liang,,9,361,1744205
859,PROFESSOR,TEACHER,Georgia Institute of Technology,3.0,average,Chemistry,Raquel,Lieberman,,2,361,1799810
860,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Aerospace Engineering,Edgar,Lightsey,Glenn,2,361,2353264
861,PROFESSOR,TEACHER,Georgia Institute of Technology,3.0,average,Computer Science,Dave,Lillethun,,4,361,2094137
862,PROFESSOR,TEACHER,Georgia Institute of Technology,4.3,good,Engineering,Sung Kyu,Lim,,16,361,434436
863,PROFESSOR,TEACHER,Georgia Institute of Technology,4.2,good,Civil Engineering,Edwin,Lim,,2,361,2023399
864,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Aerospace Engineering,Dongwook,Lim,,1,361,2401582
865,PROFESSOR,TEACHER,Georgia Institute of Technology,2.1,poor,Mathematics,Zhiwu,Lin,,18,361,1238183
866,PROFESSOR,TEACHER,Georgia Institute of Technology,4.0,good,International Politics,Dalton,Lin,,2,361,2290386
867,PROFESSOR,TEACHER,Georgia Institute of Technology,4.0,good,Materials Engineering,Zhiqun,Lin,,2,361,2279021
868,PROFESSOR,TEACHER,Georgia Institute of Technology,2.1,poor,Internation Service,Jennie,Lincoln,,7,361,826453
869,PROFESSOR,TEACHER,Georgia Institute of Technology,3.1,average,Engineering,Julie,Linsey,,6,361,1935315
870,PROFESSOR,TEACHER,Georgia Institute of Technology,3.0,average,English,Kent,Linthicum,,2,361,2419402
871,PROFESSOR,TEACHER,Georgia Institute of Technology,4.7,good,Chemistry,Charles,Liotta,,14,361,1343428
872,PROFESSOR,TEACHER,Georgia Institute of Technology,4.0,good,Mechanical Engineering,Harvey,Lipkin,,1,361,2141675
873,PROFESSOR,TEACHER,Georgia Institute of Technology,3.3,average,Computer Science,Richard,Lipton,,2,361,2131671
874,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Mathematics,Tevis,Litherland,,1,361,1130370
875,PROFESSOR,TEACHER,Georgia Institute of Technology,1.7,poor,Mathematics,Yingjie,Liu,,14,361,797693
876,PROFESSOR,TEACHER,Georgia Institute of Technology,2.8,average,Computer Science,Ling,Liu,,2,361,1651694
877,PROFESSOR,TEACHER,Georgia Institute of Technology,4.6,good,Management,Dong,Liu,,5,361,1673179
878,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Chinese,Jin,Liu,,3,361,1881212
879,PROFESSOR,TEACHER,Georgia Institute of Technology,4.5,good,Management,Joseph,Liu,,1,361,1885684
880,PROFESSOR,TEACHER,Georgia Institute of Technology,4.0,good,Computer Science,Karen,Liu,,1,361,1962312
881,PROFESSOR,TEACHER,Georgia Institute of Technology,4.0,good,Mathematics,Qingqing,Liu,,5,361,2114136
882,PROFESSOR,TEACHER,Georgia Institute of Technology,2.0,poor,Chemical Engineering,Nian,Liu,,1,361,2351074
883,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Biomedical Engineering,Jingfei,Liu,,1,361,2439259
884,PROFESSOR,TEACHER,Georgia Institute of Technology,4.9,good,Chemical Engineering,Ryan,Lively,,5,361,1948904
885,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,Mathematics,Galyna,Livshyts,,0,361,2452344
886,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,Biology,Kirill,Lobachev,,0,361,2334018
887,PROFESSOR,TEACHER,Georgia Institute of Technology,4.0,good,English,Nicole,Lobdell ,,5,361,2045528
888,PROFESSOR,TEACHER,Georgia Institute of Technology,4.6,good,English,Mirja,Lobnik,,10,361,1927470
889,PROFESSOR,TEACHER,Georgia Institute of Technology,3.0,average,Aerospace Studies,Robert,Loewy,,1,361,1612542
890,PROFESSOR,TEACHER,Georgia Institute of Technology,4.8,good,English,Thomas,Lolis,,4,361,1531481
891,PROFESSOR,TEACHER,Georgia Institute of Technology,4.7,good,Materials Engineering,Mark,Losego,D.,3,361,2123841
892,PROFESSOR,TEACHER,Georgia Institute of Technology,3.8,good,Mathematics,Michael,Loss,,24,361,1320731
893,PROFESSOR,TEACHER,Georgia Institute of Technology,2.8,average,Literature,Yanni,Loukissas,,7,361,1993063
894,PROFESSOR,TEACHER,Georgia Institute of Technology,2.5,average,Mechanical Engineering,Peter,Loutzenhiser,,2,361,2159527
895,PROFESSOR,TEACHER,Georgia Institute of Technology,4.0,good,English,Gabriel,Lovatt,,1,361,2169533
896,PROFESSOR,TEACHER,Georgia Institute of Technology,4.6,good,Management,Michael,Lowe,,5,361,2238582
897,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,Physics,Byron,Lowry,,0,361,1896170
898,PROFESSOR,TEACHER,Georgia Institute of Technology,3.9,good,History,Hanchao,Lu,,10,361,1049415
899,PROFESSOR,TEACHER,Georgia Institute of Technology,4.0,good,Mathematics,Nan,LU,,1,361,1386304
900,PROFESSOR,TEACHER,Georgia Institute of Technology,3.0,average,Chemical Engineering,Hang,Lu,,5,361,1905819
901,PROFESSOR,TEACHER,Georgia Institute of Technology,3.0,average,Mathematics,Doron,Lubinski,,1,361,1660200
902,PROFESSOR,TEACHER,Georgia Institute of Technology,4.6,good,Mathematics,Doron,Lubinsky,,66,361,233689
903,PROFESSOR,TEACHER,Georgia Institute of Technology,2.9,average,Chemical Engineering,Peter,Ludovice,,9,361,2181926
904,PROFESSOR,TEACHER,Georgia Institute of Technology,4.0,good,Chemical Engineering,Christopher,Luettgen,,1,361,2437631
905,PROFESSOR,TEACHER,Georgia Institute of Technology,4.2,good,Management,Jan,Lukens,,2,361,216622
906,PROFESSOR,TEACHER,Georgia Institute of Technology,3.7,good,Civil Engineering,Jian,Luo,,6,361,1416955
907,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,English,Jennifer,Lux,,2,361,1786227
908,PROFESSOR,TEACHER,Georgia Institute of Technology,3.0,average,International Politics,Barbara,Lynch,,1,361,1816687
909,PROFESSOR,TEACHER,Georgia Institute of Technology,4.1,good,Earth Science,Jean,Lynch-Stieglitz,,4,361,1727402
910,PROFESSOR,TEACHER,Georgia Institute of Technology,3.0,average,Mechanical Engineering,David,Lynn,,1,361,1125385
911,PROFESSOR,TEACHER,Georgia Institute of Technology,4.8,good,Chemistry,Louis,Lyon,,4,361,991942
912,PROFESSOR,TEACHER,Georgia Institute of Technology,4.7,good,History,Kristie,MacRakis,,3,361,1450726
913,PROFESSOR,TEACHER,Georgia Institute of Technology,3.5,good,English,Amanda,Madden,,7,361,1708849
914,PROFESSOR,TEACHER,Georgia Institute of Technology,2.0,poor,English  Liberal Studies,Krystina,Madej,,3,361,1924249
915,PROFESSOR,TEACHER,Georgia Institute of Technology,3.0,average,Electrical Engineering,Vijay,Madisetti,,2,361,1309769
916,PROFESSOR,TEACHER,Georgia Institute of Technology,3.4,average,Industrial Engineering,Siva,Maguluri,Theja,5,361,2252071
917,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Mathematics,Kit Ho,Mak,,1,361,1837086
918,PROFESSOR,TEACHER,Georgia Institute of Technology,1.0,poor,Management,Naresh,Malhotra,,1,361,912299
919,PROFESSOR,TEACHER,Georgia Institute of Technology,4.5,good,Economics,Naresh,Mallick,,1,361,1672478
920,PROFESSOR,TEACHER,Georgia Institute of Technology,3.6,good,Mathematics,Manuela,Manetta,,4,361,2014463
921,PROFESSOR,TEACHER,Georgia Institute of Technology,1.0,poor,Mathematics,Madhusudan,Manjunath,,2,361,1757630
922,PROFESSOR,TEACHER,Georgia Institute of Technology,4.4,good,Health Science,Kelly,Manning-Massey,,8,361,1248012
923,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Economics,Xi,Mao,,3,361,2363298
924,PROFESSOR,TEACHER,Georgia Institute of Technology,4.5,good,Physics,Alexei,Marchenkov,,3,361,235386
925,PROFESSOR,TEACHER,Georgia Institute of Technology,2.8,average,Management,Barry,Marchman,,13,361,1570752
926,PROFESSOR,TEACHER,Georgia Institute of Technology,2.6,average,Arabic,David,Marcus,,8,361,2065083
927,PROFESSOR,TEACHER,Georgia Institute of Technology,2.5,average,Chemistry,Seth,Marder,,2,361,1603051
928,PROFESSOR,TEACHER,Georgia Institute of Technology,4.6,good,Mathematics,Dan,Margalit,,24,361,2096460
929,PROFESSOR,TEACHER,Georgia Institute of Technology,3.7,good,Computer Science,Leo,Mark,,3,361,1422812
930,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,English,Hannah,Markley,,3,361,2454074
931,PROFESSOR,TEACHER,Georgia Institute of Technology,3.8,good,International Politics,Eliza,Markley,maria,24,361,2100427
932,PROFESSOR,TEACHER,Georgia Institute of Technology,2.5,average,Psychology,Jack,Marr,,8,361,10619
933,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Management,Gregory,Marr,,1,361,2068985
934,PROFESSOR,TEACHER,Georgia Institute of Technology,3.8,good,Computer Science,Kristin,Marsicano,,30,361,1223231
935,PROFESSOR,TEACHER,Georgia Institute of Technology,4.3,good,English,Regina,Martin,,3,361,1637227
936,PROFESSOR,TEACHER,Georgia Institute of Technology,4.0,good,Psychology,David,Martinez,,2,361,2249280
937,PROFESSOR,TEACHER,Georgia Institute of Technology,3.6,good,"Literature, Media, & Communication",Andrew,Marzoni,Peter,10,361,2051027
938,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,English,Andrew,Marzoni,,0,361,2233090
939,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,English,Noah ,Mass,,1,361,1960524
940,PROFESSOR,TEACHER,Georgia Institute of Technology,3.0,average,Linguistics,Kyoko,Masuda,,2,361,2240096
941,PROFESSOR,TEACHER,Georgia Institute of Technology,3.2,average,Political Science,Daniel,Matisoff,,10,361,1509256
942,PROFESSOR,TEACHER,Georgia Institute of Technology,2.2,poor,Physics,Elisabetta,Matsumoto,,12,361,2217274
943,PROFESSOR,TEACHER,Georgia Institute of Technology,4.7,good,Japanese,Aki,Matsushima,,9,361,946200
944,PROFESSOR,TEACHER,Georgia Institute of Technology,3.7,good,Mathematics,Heinrich,Matzinger,,14,361,353556
945,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,English,Elizabeth,Mauldin,,3,361,909113
946,PROFESSOR,TEACHER,Georgia Institute of Technology,2.2,poor,Aerospace Studies,Dimitri,Mavris,,5,361,868858
947,PROFESSOR,TEACHER,Georgia Institute of Technology,4.0,good,Electrical Engineering,Erick,Maxwell,,3,361,2139531
948,PROFESSOR,TEACHER,Georgia Institute of Technology,4.0,good,Mathematics,Gregory,Mayer,,22,361,2030556
949,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Mechanical Engineering,James,Mayor,R.,1,361,1888023
950,PROFESSOR,TEACHER,Georgia Institute of Technology,1.5,poor,Public Policy,Lee,McBride,,1,361,815114
951,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,Economics,Mark,McCabe,,0,361,435465
952,PROFESSOR,TEACHER,Georgia Institute of Technology,1.5,poor,Economics,Patrick,McCarthy,,15,361,1969746
953,PROFESSOR,TEACHER,Georgia Institute of Technology,3.0,average,Mathematics,William,McClain,,1,361,1048824
954,PROFESSOR,TEACHER,Georgia Institute of Technology,3.6,good,Engineering,Jim,McClellan,,8,361,588639
955,PROFESSOR,TEACHER,Georgia Institute of Technology,4.0,good,Modern Languages,Candace,McCollough,,1,361,2108306
956,PROFESSOR,TEACHER,Georgia Institute of Technology,3.2,average,Mechanical Engineering,Barbara,McCord,,2,361,1930521
957,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Literature,Karissa,McCoy,,3,361,1198037
958,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,Computer Science,Michael,McCracken,,0,361,2272496
959,PROFESSOR,TEACHER,Georgia Institute of Technology,2.2,poor,Mathematics,John,McCuan,,23,361,13317
960,PROFESSOR,TEACHER,Georgia Institute of Technology,2.5,poor,Mathematics,Andrew,McCullough,,9,361,2095755
961,PROFESSOR,TEACHER,Georgia Institute of Technology,3.3,average,Computer Science,Melinda,McDaniel,,63,361,2051964
962,PROFESSOR,TEACHER,Georgia Institute of Technology,4.5,good,Biomedical Engineering,Todd,McDevitt,,1,361,1515287
963,PROFESSOR,TEACHER,Georgia Institute of Technology,3.5,good,Biology,John F.,McDonald,,3,361,1580343
964,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,Sociology,Mary,McDonald,,0,361,2249910
965,PROFESSOR,TEACHER,Georgia Institute of Technology,4.5,good,Mechanical Engineering,David,McDowell,,1,361,1385046
966,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,English,Brian,McGrath,,2,361,738173
967,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Biology,Patrick,McGrath,,1,361,2406538
968,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,Computer Science,Brian,McGreggor,,0,361,2470921
969,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,Biology,Jenny,McGuire,,0,361,2345722
970,PROFESSOR,TEACHER,Georgia Institute of Technology,3.9,good,Science,George,McKelvy,,14,361,116012
971,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Psychology,Brian,McMahon,,1,361,1300750
972,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,Electrical Engineering,Laura,McPheters,,0,361,466891
973,PROFESSOR,TEACHER,Georgia Institute of Technology,3.0,average,Mechanical Engineering,Julien,Meaud,,4,361,2153161
974,PROFESSOR,TEACHER,Georgia Institute of Technology,4.6,good,Mathematics,Mona,Meddin,,5,361,480728
975,PROFESSOR,TEACHER,Georgia Institute of Technology,3.7,good,Architecture,Joyce,Medina,,20,361,330973
976,PROFESSOR,TEACHER,Georgia Institute of Technology,3.1,average,English,Melissa,Meeks,,5,361,1254189
977,PROFESSOR,TEACHER,Georgia Institute of Technology,3.0,average,Mechanical Engineering,Kristi,Mehaffey,,1,361,2448090
978,PROFESSOR,TEACHER,Georgia Institute of Technology,2.5,average,Industrial Engineering,Yajun,Mei,,2,361,2354677
979,PROFESSOR,TEACHER,Georgia Institute of Technology,3.3,average,Political Science,Julia,Melkers,,14,361,2072926
980,PROFESSOR,TEACHER,Georgia Institute of Technology,4.0,good,Mathematics,Dario,Mena,,5,361,1972763
981,PROFESSOR,TEACHER,Georgia Institute of Technology,2.7,average,Mathematics,Pere,Menal-Ferrer,,10,361,1852534
982,PROFESSOR,TEACHER,Georgia Institute of Technology,4.7,good,Music,Ron,Mendola,,6,361,116962
983,PROFESSOR,TEACHER,Georgia Institute of Technology,2.9,average,Aerospace Engineering,Suresh,Menon,,4,361,1823078
984,PROFESSOR,TEACHER,Georgia Institute of Technology,4.0,good,Chemical Engineering,Carson,Meredith,,1,361,2229571
985,PROFESSOR,TEACHER,Georgia Institute of Technology,4.0,good,Science,Al,Merrill,,6,361,124880
986,PROFESSOR,TEACHER,Georgia Institute of Technology,4.1,good,English,Derek,Merrill,,7,361,805117
987,PROFESSOR,TEACHER,Georgia Institute of Technology,4.3,good,Engineering,Russ,Mersereau,,3,361,74699
988,PROFESSOR,TEACHER,Georgia Institute of Technology,3.5,good,French,Roya,Mesbah,,4,361,2101861
989,PROFESSOR,TEACHER,Georgia Institute of Technology,4.0,good,Civil Engineering,Michael,Meyer,,1,361,1703874
990,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Psychology,Rustin,Meyer,,1,361,1988263
991,PROFESSOR,TEACHER,Georgia Institute of Technology,1.0,poor,Mathematics,Gunter,Meyers,,2,361,850839
992,PROFESSOR,TEACHER,Georgia Institute of Technology,3.4,average,English,Kellie,Meyers,,4,361,1661964
993,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Management,Robert,Meyers,,1,361,2222014
994,PROFESSOR,TEACHER,Georgia Institute of Technology,2.8,average,History,Todd,Michney,,4,361,2044831
995,PROFESSOR,TEACHER,Georgia Institute of Technology,3.5,good,Architecture,Deborah,Middleton,,1,361,650886
996,PROFESSOR,TEACHER,Georgia Institute of Technology,2.5,average,English,Irene J,Middleton,,2,361,1340444
997,PROFESSOR,TEACHER,Georgia Institute of Technology,4.8,good,Psychology,Andy,Mienaltowski,,2,361,1069092
998,PROFESSOR,TEACHER,Georgia Institute of Technology,4.8,good,Computer Science,Milena,Mihail,,5,361,467508
999,PROFESSOR,TEACHER,Georgia Institute of Technology,3.9,good,Materials Engineering,Valeria,Milam,,13,361,760458
1000,PROFESSOR,TEACHER,Georgia Institute of Technology,4.8,good,English,Michelle,Miles,,2,361,1602461
1001,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Computer Science,Andrew,Miller,,1,361,1724955
1002,PROFESSOR,TEACHER,Georgia Institute of Technology,3.0,average,English,Monica,Miller,,1,361,2270956
1003,PROFESSOR,TEACHER,Georgia Institute of Technology,4.0,good,Aerospace Engineering,Michael,Miller,,1,361,2310013
1004,PROFESSOR,TEACHER,Georgia Institute of Technology,4.0,good,Management,Stuart,Milne,,6,361,775885
1005,PROFESSOR,TEACHER,Georgia Institute of Technology,1.8,poor,Mathematics,Konstantin,Mischaikow,,2,361,440669
1006,PROFESSOR,TEACHER,Georgia Institute of Technology,4.5,good,English,Leah,Misemer,,4,361,2290979
1007,PROFESSOR,TEACHER,Georgia Institute of Technology,2.8,average,Engineering,Farrokh,Mistree,,8,361,285996
1008,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,Technology,Saby,Mitra,,0,361,1294776
1009,PROFESSOR,TEACHER,Georgia Institute of Technology,2.2,poor,Industrial Engineering,Renato,Monteiro,,5,361,1574454
1010,PROFESSOR,TEACHER,Georgia Institute of Technology,4.9,good,Modern Languages,Cecilia,Montes-Alcala,,6,361,1283154
1011,PROFESSOR,TEACHER,Georgia Institute of Technology,3.5,average,Biology,Joseph,Montoya,,22,361,520207
1012,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,Industrial Engineering,Benoit,Montreuil,,0,361,2165552
1013,PROFESSOR,TEACHER,Georgia Institute of Technology,4.7,good,History,Nathan,Moon,,3,361,2054034
1014,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Management,James,Moon,Robbie,2,361,2447424
1015,PROFESSOR,TEACHER,Georgia Institute of Technology,4.9,good,Music,Chris,Moore,,9,361,10630
1016,PROFESSOR,TEACHER,Georgia Institute of Technology,1.0,poor,Mathematics,James,Moore,,1,361,1968885
1017,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Electrical Engineering,Elliot,Moore,,3,361,1976606
1018,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,Computer Science,Melody,Moore,,0,361,2360675
1019,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,Economics,Juan,Moreno-Cruz,,0,361,2098961
1020,PROFESSOR,TEACHER,Georgia Institute of Technology,3.3,average,English,E. David,Morgen,,8,361,479654
1021,PROFESSOR,TEACHER,Georgia Institute of Technology,2.3,poor,Mathematics,Tom,Morley,,54,361,446492
1022,PROFESSOR,TEACHER,Georgia Institute of Technology,1.8,poor,Chemistry,James,Morris,,5,361,1311246
1023,PROFESSOR,TEACHER,Georgia Institute of Technology,4.8,good,Psychology,Kristin,Morrison,,4,361,2119862
1024,PROFESSOR,TEACHER,Georgia Institute of Technology,4.0,good,Computer Science,Mark,Moss,,3,361,2352927
1025,PROFESSOR,TEACHER,Georgia Institute of Technology,1.7,poor,Mathematics,Chenchen,Mou,,7,361,1921844
1026,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Physics,Martin,Mourigal,,6,361,2013890
1027,PROFESSOR,TEACHER,Georgia Institute of Technology,4.0,good,Civil & Environ Engineering,Rafi,Muhanna,,10,361,1271344
1028,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Materials Engineering,Christopher,Muhlstein,,3,361,2051579
1029,PROFESSOR,TEACHER,Georgia Institute of Technology,4.5,good,Electrical Engineering,Saibal,Mukhopadhyay,,2,361,1575051
1030,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Accounting,Charles,Mulford,,2,361,1036753
1031,PROFESSOR,TEACHER,Georgia Institute of Technology,2.5,average,Civil Engineering,James,Mulholland,,2,361,1835505
1032,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,English,Darcy,Mullen,,0,361,2334097
1033,PROFESSOR,TEACHER,Georgia Institute of Technology,2.8,average,English,Julia,Munro,,2,361,1816991
1034,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,English,Chelsea,Murdock,,9,361,2306792
1035,PROFESSOR,TEACHER,Georgia Institute of Technology,3.6,good,Physics,Eric,Murray,,6,361,1998895
1036,PROFESSOR,TEACHER,Georgia Institute of Technology,3.4,average,Science,Eric,Murray,,38,361,25613
1037,PROFESSOR,TEACHER,Georgia Institute of Technology,4.5,good,Modern Languages,Natalia,Myshkin,,7,361,1875015
1038,PROFESSOR,TEACHER,Georgia Institute of Technology,4.3,good,Industrial Engineering,Mohammed,Nabhan,,3,361,2396356
1039,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,Materials Engineering,Jason,Nadler,,0,361,1816573
1040,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Electrical Engineering,Azad,Naeemi,,4,361,1682534
1041,PROFESSOR,TEACHER,Georgia Institute of Technology,3.3,average,Management,Dennis,Nagao,,5,361,1673176
1042,PROFESSOR,TEACHER,Georgia Institute of Technology,3.0,average,Economics,Usha,Nair-Reichert,,2,361,2367168
1043,PROFESSOR,TEACHER,Georgia Institute of Technology,4.5,good,Arabic,Ragheda,Nassereddine,,1,361,1482906
1044,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Literature,Vinicius,Navarro,,2,361,1516760
1045,PROFESSOR,TEACHER,Georgia Institute of Technology,2.8,average,Computer Science,Shamkant,Navathe,,5,361,1679669
1046,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,Industrial Engineering,Dima,Nazzal,,0,361,2471788
1047,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,English,Lauren,Neefe,,0,361,2391188
1048,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Psychology,Michael,Nees,,1,361,1251967
1049,PROFESSOR,TEACHER,Georgia Institute of Technology,4.8,good,Mechanical Engineering,Paul,Neitzel,,4,361,1687075
1050,PROFESSOR,TEACHER,Georgia Institute of Technology,4.5,good,Mechanical Engineering,Richard,Neu,,4,361,817708
1051,PROFESSOR,TEACHER,Georgia Institute of Technology,2.4,poor,Earth Science,Andrew,Newman,,9,361,1841325
1052,PROFESSOR,TEACHER,Georgia Institute of Technology,3.5,good,Biomedical Engineering,Wendy,Newstetter,,5,361,1189516
1053,PROFESSOR,TEACHER,Georgia Institute of Technology,3.6,good,Psychology,Sunni,Newton,,5,361,1671875
1054,PROFESSOR,TEACHER,Georgia Institute of Technology,4.6,good,Biomedical Engineering,Maysam,Nezafati,,8,361,2249909
1055,PROFESSOR,TEACHER,Georgia Institute of Technology,4.0,good,Chemical Engineering,Nga Lee,Ng,,1,361,2217300
1056,PROFESSOR,TEACHER,Georgia Institute of Technology,3.8,good,Mathematics,Shuenn Siang,Ng,,10,361,2405115
1057,PROFESSOR,TEACHER,Georgia Institute of Technology,4.2,good,Engineering,Fawad,Niazi,,2,361,1663346
1058,PROFESSOR,TEACHER,Georgia Institute of Technology,4.7,good,Information Technology Management,Marius Florin,Niculescu,,8,361,1343516
1059,PROFESSOR,TEACHER,Georgia Institute of Technology,1.0,poor,Biology,Shuyi,Nie,,1,361,2474122
1060,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Engineering,Jared,Nisbett,,1,361,2142577
1061,PROFESSOR,TEACHER,Georgia Institute of Technology,3.4,average,Mathematics,Shahaf,Nitzan,,9,361,2222596
1062,PROFESSOR,TEACHER,Georgia Institute of Technology,4.6,good,History,Gregory,Nobles,,5,361,608130
1063,PROFESSOR,TEACHER,Georgia Institute of Technology,4.5,good,Mathematics,Michael,Northington,,15,361,2172835
1064,PROFESSOR,TEACHER,Georgia Institute of Technology,1.5,poor,Public Policy,Bryan,Norton,,1,361,1730622
1065,PROFESSOR,TEACHER,Georgia Institute of Technology,4.0,good,English,Sarah,O'Brien,J.,1,361,2099787
1066,PROFESSOR,TEACHER,Georgia Institute of Technology,4.8,good,Computer Science,Keith,O'Hara,,2,361,1077981
1067,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Aerospace Engineering,Joseph,Oefelein,,1,361,2363420
1068,PROFESSOR,TEACHER,Georgia Institute of Technology,2.4,poor,Management,Alex,Oettl,,4,361,1417605
1069,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Korean,Lee,Oh,,7,361,2053684
1070,PROFESSOR,TEACHER,Georgia Institute of Technology,1.0,poor,Industrial Engineering,Adaora,Okwo,,1,361,1791082
1071,PROFESSOR,TEACHER,Georgia Institute of Technology,4.2,good,Economics,Matthew,Oliver,,21,361,1992599
1072,PROFESSOR,TEACHER,Georgia Institute of Technology,3.5,good,Computer Science,Ed,Omiecinski,,1,361,1913467
1073,PROFESSOR,TEACHER,Georgia Institute of Technology,4.0,good,Computer Science,Olufisayo,Omojokun,,22,361,1347181
1074,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,German,Annika,Orich,,0,361,2469028
1075,PROFESSOR,TEACHER,Georgia Institute of Technology,3.2,average,Mechanical Engineering,David,Orloff,,6,361,787227
1076,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,Computer Science,Alex,Orso,,0,361,2393218
1077,PROFESSOR,TEACHER,Georgia Institute of Technology,4.8,good,English,Jennifer,Orth-Veillon,,5,361,1740336
1078,PROFESSOR,TEACHER,Georgia Institute of Technology,4.5,good,German,Angelika,Oswalt,,12,361,860520
1079,PROFESSOR,TEACHER,Georgia Institute of Technology,4.1,good,Physics,Adam,Otte,,5,361,1853380
1080,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Management,Eric,Overby,,1,361,2447442
1081,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Electrical Engineering,Henry,Owen,,2,361,1634239
1082,PROFESSOR,TEACHER,Georgia Institute of Technology,3.5,good,Chemistry,Adegboyega,Oyelere,K,1,361,2083218
1083,PROFESSOR,TEACHER,Georgia Institute of Technology,4.2,good,Architecture,Ayse,Ozbil,,2,361,1166591
1084,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,Public Policy,Joseph,Ozmer,Windsor,0,361,2120758
1085,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,Biology,Annalise,Paaby,,0,361,2346105
1086,PROFESSOR,TEACHER,Georgia Institute of Technology,1.0,poor,Aerospace Engineering,Raj,Pal,Kumar,1,361,2237560
