"",A,B,C,D,F,I,S,U,V,W Aver. Tota
Mathematics - MATH 2561 L1,9,5,2,,,,,,,1 3.44 17
Mathematics - MATH 2603 F1,9,6,7,2,,,,,,6 2.92 30
Mathematics - MATH 2603 F2,10,6,8,1,,,,,,4 3.00 29
Mathematics - MATH 2603 F3,12,9,4,2,,,,,,3 3.15 30
Mathematics - MATH 2603 F4,8,12,6,,,,,,,3 3.08 29
Mathematics - MATH 2603 K1,15,8,5,1,1,,,,,3.17 30
Mathematics - MATH 2603 K2,14,5,8,2,,,,,,3.07 29
Mathematics - MATH 2603 K3,12,7,4,3,,,,,,3 3.08 29
Mathematics - MATH 2802 NEW,22,20,15,1,2,,,,,5 2.98 65
Mathematics - MATH 2803 QHS,12,5,1,1,,,,,,3.47 19
Mathematics - MATH 3012 C,10,24,16,7,5,,,,,10 2.44 72
Mathematics - MATH 3012 K,16,25,13,6,4,1,,,,8 2.67 73
Mathematics - MATH 3012 L,15,28,10,4,2,,,,,9 2.85 68
Mathematics - MATH 3012 N,19,30,24,10,,,,,,14 2.70 97
Mathematics - MATH 3215 H,5,8,5,7,5,,,,,9 2.03 39
Mathematics - MATH 3215 J,10,13,11,,2,,,,,5 2.81 41
Mathematics - MATH 3215 N,7,8,3,3,6,,,,,12 2.26 39
Mathematics - MATH 3406 J,13,3,5,4,5,,,,,8 2.50 38
Mathematics - MATH 3670 C,18,30,13,3,2,,,,,2 2.89 68
Mathematics - MATH 3670 E,23,29,17,5,2,,,,,8 2.87 84
Mathematics - MATH 3670 F,21,15,2,2,1,,,,,7 3.29 48
Mathematics - MATH 3670 J,27,14,12,2,3,,,,,6 3.03 64
Mathematics - MATH 4032 AG,,,1,,,,,,,2.00 1
Mathematics - MATH 4032 AU,8,7,4,1,,,,,,5 3.10 25
Mathematics - MATH 4080 CRO,1,,,,,,,,,4.00 1
Mathematics - MATH 4080 LEF,1,,,,,,,,,4.00 1
Mathematics - MATH 4080 PAY,,,,,,1,,,,1
Mathematics - MATH 4080 YUJ,1,,,,,,,,,4.00 1
Mathematics - MATH 4090 BAR,1,,,,,,,,,4.00 1
Mathematics - MATH 4090 HAS,1,,,,,,,,,4.00 1
Mathematics - MATH 4090 TET,1,,,,,,,,,4.00 1
Mathematics - MATH 4090 TRO,1,,,,,,,,,4.00 1
Mathematics - MATH 4090 YU,1,,,,,,,,,4.00 1
Mathematics - MATH 4107 AG,,,,,,,,,,1 1
Mathematics - MATH 4107 AU,8,3,7,3,2,,,,,5 2.52 28
Mathematics - MATH 4108 A,5,2,2,,,,,,,1 3.33 10
Mathematics - MATH 4150 AG,,1,,,,,,,,1 3.00 2
Mathematics - MATH 4150 AU,9,14,9,2,,,,,,2 2.88 36
Mathematics - MATH 4262 AG,12,2,,,,,,,,4 3.86 18
Mathematics - MATH 4262 AU,4,1,,,,,,,,2 3.80 7
Mathematics - MATH 4280 AG,,1,,,,,,1,,1 3.00 3
Mathematics - MATH 4280 AU,9,12,4,,,2,,,,3 3.20 30
Mathematics - MATH 4305 AG,9,18,6,,,,3,,1,4 3.09 41
Mathematics - MATH 4305 AG,A,B,C,D,F,I,S,U,V,W Aver. Tota
Mathematics - MATH 4305 AU,2,7,5,,,,1,,,3 2.79 18
Mathematics - MATH 4317 AG,7,4,,,,,,,,3.64 11
Mathematics - MATH 4317 AU,20,14,2,,1,,,,,3.41 37
Mathematics - MATH 4318 A,6,1,1,1,3,,,,,5 2.50 17
Mathematics - MATH 4320 AG,1,,,,,,,,,1 4.00 2
Mathematics - MATH 4320 AU,7,8,9,,2,,,,,6 2.69 32
Mathematics - MATH 4348 AG,,,,,,,,,,1 1
Mathematics - MATH 4348 AU,2,,1,,,,,,1,1 3.33 5
Mathematics - MATH 4432 AG,4,,,,,,,,4,4.00 8
Mathematics - MATH 4432 AU,5,4,2,,1,,,,,2 3.00 14
Mathematics - MATH 4580 AG,2,1,,,,,,1,,2 3.67 6
Mathematics - MATH 4580 AU,8,9,3,1,1,,,,,3.00 22
Mathematics - MATH 4581 AG,22,2,,,1,,,,,1 3.76 26
Mathematics - MATH 4581 AU,17,8,1,,2,,,,,2 3.36 30
Mathematics - MATH 4640 AG,4,1,,,,,,,,3.80 5
Mathematics - MATH 4640 AU,15,8,1,,1,,,,,6 3.44 31
Mathematics - MATH 4641 AG,4,,,,,,,,,4.00 4
Mathematics - MATH 4641 AU,2,2,,,,,,,,3.50 4
Mathematics - MATH 4699 BAR,1,,,,,,,,,4.00 1
Mathematics - MATH 4699 BUN,1,,,,,,,,,4.00 1
Mathematics - MATH 4699 DAM,1,,,,,,,,,4.00 1
Mathematics - MATH 4699 HEH,1,,,,,,,,,4.00 1
Mathematics - MATH 4699 LAM,1,,,,,,,,,4.00 1
Mathematics - MATH 4699 LEY,1,,,,,,,,,4.00 1
Mathematics - MATH 4699 LLA,1,,,,,,,,,4.00 1
Mathematics - MATH 4699 MAT,1,,,,,,,,,4.00 1
Mathematics - MATH 4699 POP,1,,,,,,,,,4.00 1
Mathematics - MATH 4699 PUC,,,,,,,,,,1 1
Mathematics - MATH 4699 ZHO,1,,,,,,,,,4.00 1
Mathematics - MATH 4755 AG,1,,,,,,,,,1 4.00 2
Mathematics - MATH 4755 AU,1,5,,,1,,,,,2 2.71 9
Mathematics - MATH 4803 HP,10,1,,,,,,,,3.91 11
Mathematics - MATH 6122 A,4,1,,,,,,1,,3 3.80 9
Mathematics - MATH 6221 A,14,3,2,1,,,,,3,3 3.50 26
Mathematics - MATH 6242 A,8,,,,,,,,2,4.00 10
Mathematics - MATH 6262 A,9,3,,,1,,,,1,2 3.46 16
Mathematics - MATH 6308 A,8,,,,,,,,,4.00 8
Mathematics - MATH 6321 A,4,2,,,,,,1,,3 3.67 10
Mathematics - MATH 6337 A,16,,2,,,,,,1,4 3.78 23
Mathematics - MATH 6338 A,10,1,,,,,,,2,1 3.91 14
Mathematics - MATH 6342 A,8,,,,,,,,1,2 4.00 11
Mathematics - MATH 6441 A,8,1,1,,,,,1,,1 3.70 12
Mathematics - MATH 6455 A,6,2,1,,1,1,,,,1 3.20 12
Mathematics - MATH 6635 A,42,7,5,,,,,,,1 3.69 55
Mathematics - MATH 6643 A,4,5,,,,,,,2,2 3.44 13
Mathematics - MATH 6643 Q,,,3,,,,,,,2.00 3
Mathematics - MATH 6643 R,6,6,,,,,,,,3.50 12
Mathematics - MATH 6644 A,23,1,,,,,,,1,3.96 25
Mathematics - MATH 6644 Q,1,,,,,,,,,4.00 1
Mathematics - MATH 6645 A,14,,,,,,,,2,2 4.00 18
Mathematics - MATH 6647 A,17,3,,,,,,,3,3 3.85 26
Mathematics - MATH 6702 A,31,5,,,,,,,,6 3.86 42
Mathematics - MATH 6702 Q,4,,,,,,,,,4.00 4
Mathematics - MATH 6762 A,1,,,,1,,1,,1,2.00 4
Mathematics - MATH 6769 A,10,4,,,,,,,,3.71 14
Mathematics - MATH 6783 A,6,4,2,,,,,,,3.33 12
Mathematics - MATH 6783 Q,2,3,,,,,,,,1 3.40 6
Mathematics - MATH 7000 BLE,,,,,,,1,,,1
Mathematics - MATH 7000 BLE,A,B,C,D,F,I,S,U,V,W Aver. Tota
Mathematics - MATH 7018 A,9,1,,,,,,,,3 3.90 13
Mathematics - MATH 7334 A,12,,,,,,,,2,1 4.00 15
Mathematics - MATH 8306 A,,,,,,,10,,,10
Mathematics - MATH 8307 A,,,,,,,1,,,1
Mathematics - MATH 8803 HOU,5,,,,,,,,1,4.00 6
Mathematics - MATH 8900 BED,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 BLE,3,,,,,,,,,4.00 3
Mathematics - MATH 8900 BUN,1,1,,,,,,,,3.50 2
Mathematics - MATH 8900 DAM,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 DIE,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 ETN,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 EZR,,1,,,,,,,,3.00 1
Mathematics - MATH 8900 GER,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 HAR,2,,,,,,1,,,4.00 3
Mathematics - MATH 8900 HEH,1,,,,,,1,,,4.00 2
Mathematics - MATH 8900 HEL,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 HOU,4,,,,,,,,,4.00 4
Mathematics - MATH 8900 ILI,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 KOL,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 LAC,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 LEY,,,,,,,,,,1 1
Mathematics - MATH 8900 LIU,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 LLA,3,,,,,,1,,,4.00 4
Mathematics - MATH 8900 LOS,,,,,,,2,,,2
Mathematics - MATH 8900 MAR,2,,,,,,,,,4.00 2
Mathematics - MATH 8900 MAT,3,,,,,,,,,4.00 3
Mathematics - MATH 8900 PAN,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 POP,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 TET,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 THO,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 TRO,,,,,,,1,,,1
Mathematics - MATH 8900 WEI,,,,,,,1,,,1
Mathematics - MATH 8900 WIN,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 YAO,2,,,,,,,,,4.00 2
Mathematics - MATH 8900 YU,6,,,,,,,,,4.00 6
Mathematics - MATH 8900 YUJ,1,,,,,,1,,,4.00 2
Mathematics - MATH 8900 ZEN,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 ZHO,1,,,,,,,,,4.00 1
Mathematics - MATH 8997 A,,,,,,,,,46,46
Mathematics - MATH 8998 A,,,,,,,,,16,16
Mathematics - MATH 9000 BAR,,,,,,,1,,,1
Mathematics - MATH 9000 BUN,,,,,,,2,,,2
Mathematics - MATH 9000 DIE,,,,,,,1,,,1
Mathematics - MATH 9000 ETN,,,,,,,2,,,2
Mathematics - MATH 9000 GAN,,,,,,,1,,,1
Mathematics - MATH 9000 ILI,,,,,,,1,,,1
Mathematics - MATH 9000 KAN,,,,,,,1,,,1
Mathematics - MATH 9000 LAC,,,,,,,3,,,3
Mathematics - MATH 9000 LE,,,,,,,1,,,1
Mathematics - MATH 9000 LIU,,,,,,,1,,,1
Mathematics - MATH 9000 LLA,,,,,,,2,,,2
Mathematics - MATH 9000 LOS,,,,,,,1,,,1
Mathematics - MATH 9000 MAR,,,,,,,1,,,1
Mathematics - MATH 9000 MCC,,,,,,,1,,,1
Mathematics - MATH 9000 SHO,,,,,,,1,,,1
Mathematics - MATH 9000 THO,,,,,,,1,,,1
Mathematics - MATH 9000 YU,,,,,,,2,,,2
Mechanical Engineering - ME 1770 A,36,4,3,1,1,,,,,3.62 45
Mechanical Engineering - ME 1770 A,A,B,C,D,F,I,S,U,V,W Aver. Tota
Mechanical Engineering - ME 1770 B,44,1,,,,,,,,3.98 45
Mechanical Engineering - ME 1770 C,37,5,2,,,,,,,3.80 44
Mechanical Engineering - ME 1770 D,37,5,2,,,,,,,3.80 44
Mechanical Engineering - ME 1770 E,38,2,,,,,,,,3.95 40
Mechanical Engineering - ME 1770 F,41,2,,1,1,,,,,3.80 45
Mechanical Engineering - ME 1770 G,19,5,,1,,,,,,1 3.68 26
Mechanical Engineering - ME 1770 H,42,,,,3,,,,,3.73 45
Mechanical Engineering - ME 1770 HP,12,2,,,,,,,,3.86 14
Mechanical Engineering - ME 1770 I,35,4,,,1,,,,,3.80 40
Mechanical Engineering - ME 2016 A,16,27,9,4,2,,,,,2 2.88 60
Mechanical Engineering - ME 2016 B,17,22,15,1,2,,,,,3 2.89 60
Mechanical Engineering - ME 2016 C,19,21,12,1,1,,,,,4 3.04 58
Mechanical Engineering - ME 2016 D,9,7,4,,2,,,,,3 2.95 25
Mechanical Engineering - ME 2016 E,20,16,17,5,1,,,,,1 2.83 60
Mechanical Engineering - ME 2110 A,10,9,1,,,,,,,3.45 20
Mechanical Engineering - ME 2110 B,10,10,,,,,,,,3.50 20
Mechanical Engineering - ME 2110 D,10,5,4,,,,,,,3.32 19
Mechanical Engineering - ME 2110 E,12,8,,,,,,,,3.60 20
Mechanical Engineering - ME 2110 F,15,2,2,,,,,,,3.68 19
Mechanical Engineering - ME 2110 G,11,4,3,,,,,,,3.44 18
Mechanical Engineering - ME 2110 H,10,6,,,,,,,,3.63 16
Mechanical Engineering - ME 2110 I,11,8,,1,,,,,,3.45 20
Mechanical Engineering - ME 2110 J,11,7,,,,,,,,3.61 18
Mechanical Engineering - ME 2110 K,14,2,2,,,,,,,1 3.67 19
Mechanical Engineering - ME 2110 M,14,5,,,,,,,,3.74 19
Mechanical Engineering - ME 2110 N,6,5,,,,,,,,3.55 11
Mechanical Engineering - ME 2110 O,8,12,,,,,,,,3.40 20
Mechanical Engineering - ME 2202 B,16,10,14,4,6,,,,,5 2.52 55
Mechanical Engineering - ME 2202 C,18,21,15,2,,,,,,2.98 56
Mechanical Engineering - ME 2202 D,9,24,9,2,1,,,,,8 2.84 53
Mechanical Engineering - ME 2202 E,21,18,10,,1,,,,,2 3.16 52
Mechanical Engineering - ME 2202 H,14,14,15,3,2,,,,,8 2.73 56
Mechanical Engineering - ME 2698 JA3,,,,,,,,,1,1
Mechanical Engineering - ME 2698 SG3,,,,,,,,,1,1
Mechanical Engineering - ME 2698 TC3,,,,,,,,,1,1
Mechanical Engineering - ME 2699 BW1,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 2699 DN1,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 2699 FC3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 2699 GC3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 2699 HA3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 2699 HD3,4,,,,,,,,,4.00 4
Mechanical Engineering - ME 2699 HM3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 2699 I2P,3,,,,,,,,,4.00 3
Mechanical Engineering - ME 2699 KD3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 2699 MM3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 2699 QH3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 2699 SC3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 2699 SK3,3,,,,,,,,,4.00 3
Mechanical Engineering - ME 2699 ST2,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 2699 ST3,3,,,,,,,,,4.00 3
Mechanical Engineering - ME 2699 TC3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 2699 WL3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 2699 YO3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 2801 WHI,2,5,2,,,,,,,1 3.00 10
Mechanical Engineering - ME 3017 A,14,25,8,3,1,,,,,2 2.94 53
Mechanical Engineering - ME 3017 B,32,25,5,3,,,,,,3 3.32 68
Mechanical Engineering - ME 3017 C,19,16,15,6,2,,,,,2.76 58
Mechanical Engineering - ME 3017 D,33,18,7,3,2,,,,,4 3.22 67
Mechanical Engineering - ME 3017 D,A,B,C,D,F,I,S,U,V,W Aver. Tota
Mechanical Engineering - ME 3017 R,6,3,1,,,,,,,3.50 10
Mechanical Engineering - ME 3057 A,8,10,,,,,,,,3.44 18
Mechanical Engineering - ME 3057 B,4,13,,,,,,,,3.24 17
Mechanical Engineering - ME 3057 C,5,12,1,,,,,,,3.22 18
Mechanical Engineering - ME 3057 D,9,3,,,,,,,,3.75 12
Mechanical Engineering - ME 3057 E,4,9,,,,,,,,3.31 13
Mechanical Engineering - ME 3057 F,8,9,1,,,,,,,3.39 18
Mechanical Engineering - ME 3057 G,9,8,,,,,,,,3.53 17
Mechanical Engineering - ME 3057 K,5,2,1,,,,,,,3.50 8
Mechanical Engineering - ME 3057 L,4,6,,,,,,,,3.40 10
Mechanical Engineering - ME 3057 M,11,7,,,,,,,,3.61 18
Mechanical Engineering - ME 3057 N,11,,1,,,,,,,3.83 12
Mechanical Engineering - ME 3057 O,11,7,,,,,,,,3.61 18
Mechanical Engineering - ME 3057 P,12,5,,,,,,,,1 3.71 18
Mechanical Engineering - ME 3057 U,9,4,,,,,,,,1 3.69 14
Mechanical Engineering - ME 3141 TM,15,8,,,,,,,,3.65 23
Mechanical Engineering - ME 3180 A,10,19,13,4,,,,,,5 2.76 51
Mechanical Engineering - ME 3180 C,16,28,10,,2,,,,,5 3.00 61
Mechanical Engineering - ME 3180 D,17,29,12,3,,,,,,2.98 61
Mechanical Engineering - ME 3180 E,13,15,8,1,,,,,,2 3.08 39
Mechanical Engineering - ME 3180 R,3,1,,,,,,,,3.75 4
Mechanical Engineering - ME 3210 C,18,21,5,,,,,,,1 3.30 45
Mechanical Engineering - ME 3210 E,21,31,5,,,,,,,3.28 57
Mechanical Engineering - ME 3210 F,19,21,10,4,1,,,,,2.96 55
Mechanical Engineering - ME 3210 H,19,16,14,4,1,,,,,3 2.89 57
Mechanical Engineering - ME 3210 J,24,14,7,,1,,,,,1 3.30 47
Mechanical Engineering - ME 3322 B,10,29,13,2,1,,,,,1 2.82 56
Mechanical Engineering - ME 3322 C,20,12,16,5,,,,,,6 2.89 59
Mechanical Engineering - ME 3322 D,14,19,20,6,2,,,,,1 2.61 62
Mechanical Engineering - ME 3322 E,23,24,15,,,,,,,2 3.13 64
Mechanical Engineering - ME 3322 F,21,20,12,4,2,,,,,2 2.92 61
Mechanical Engineering - ME 3322 R,26,6,4,,,,,,,3.61 36
Mechanical Engineering - ME 3340 A,22,19,18,5,,,,,,1 2.91 65
Mechanical Engineering - ME 3340 B,13,25,19,4,,,,,,4 2.77 65
Mechanical Engineering - ME 3340 D,13,16,10,4,3,,,,,2 2.70 48
Mechanical Engineering - ME 3340 E,12,17,17,7,2,,,,,9 2.55 64
Mechanical Engineering - ME 3340 R,5,8,4,,,,,,,3.06 17
Mechanical Engineering - ME 3345 A,10,13,15,4,2,,,,,4 2.57 48
Mechanical Engineering - ME 3345 B,17,24,15,2,,,,,,1 2.97 59
Mechanical Engineering - ME 3345 C,18,16,16,1,1,,,,,2.94 52
Mechanical Engineering - ME 3345 D,22,22,11,3,1,,,,,1 3.03 60
Mechanical Engineering - ME 3345 E,27,17,6,1,2,,,,,1 3.25 54
Mechanical Engineering - ME 3345 R,2,1,2,,,,,,,3.00 5
Mechanical Engineering - ME 3744 TM,19,2,,,,,,,,3.90 21
Mechanical Engineering - ME 4011 A,30,21,4,,,,,,,1 3.47 56
Mechanical Engineering - ME 4012 A,20,11,,,,,,,,3.65 31
Mechanical Engineering - ME 4041 A,28,3,,,,,,,,3 3.90 34
Mechanical Engineering - ME 4041 B,22,6,1,,,,,,,3.72 29
Mechanical Engineering - ME 4056 A1,3,9,,,,,,,,3.25 12
Mechanical Engineering - ME 4056 A2,5,5,,,,,,,,3.50 10
Mechanical Engineering - ME 4056 A3,6,6,,,,,,,,3.50 12
Mechanical Engineering - ME 4056 A4,10,2,,,,,,,,3.83 12
Mechanical Engineering - ME 4056 A5,10,1,,,,,,,,3.91 11
Mechanical Engineering - ME 4056 A6,4,8,,,,,,,,3.33 12
Mechanical Engineering - ME 4056 A7,10,2,,,,,,,,3.83 12
Mechanical Engineering - ME 4056 A8,8,4,,,,,,,,3.67 12
Mechanical Engineering - ME 4056 A9,11,1,,,,,,,,3.92 12
Mechanical Engineering - ME 4056 A10,6,6,,,,,,,,3.50 12
Mechanical Engineering - ME 4056 A10,A,B,C,D,F,I,S,U,V,W Aver. Tota
Mechanical Engineering - ME 4056 A11,5,6,1,,,,,,,3.33 12
Mechanical Engineering - ME 4056 A13,8,4,,,,,,,,3.67 12
Mechanical Engineering - ME 4056 A14,4,7,,,,,,,,3.36 11
Mechanical Engineering - ME 4056 B1,5,7,,,,,,,,3.42 12
Mechanical Engineering - ME 4056 B2,,7,,,,,,,,3.00 7
Mechanical Engineering - ME 4056 B3,9,3,,,,,,,,3.75 12
Mechanical Engineering - ME 4056 B4,6,6,,,,,,,,3.50 12
Mechanical Engineering - ME 4056 B5,9,3,,,,,,,,3.75 12
Mechanical Engineering - ME 4056 B6,7,4,,,,,,,,1 3.64 12
Mechanical Engineering - ME 4056 B7,9,3,,,,,,,,3.75 12
Mechanical Engineering - ME 4056 B8,8,3,1,,,,,,,3.58 12
Mechanical Engineering - ME 4056 B9,9,3,,,,,,,,3.75 12
Mechanical Engineering - ME 4056 B10,6,6,,,,,,,,3.50 12
Mechanical Engineering - ME 4056 B11,9,3,,,,,,,,3.75 12
Mechanical Engineering - ME 4056 B13,11,1,,,,,,,,3.92 12
Mechanical Engineering - ME 4182 A,24,8,,,,,,,,3.75 32
Mechanical Engineering - ME 4182 C,29,2,,,,,,,,3.94 31
Mechanical Engineering - ME 4182 D,26,4,,,,,,,,3.87 30
Mechanical Engineering - ME 4182 E,23,6,2,,,,,,,3.68 31
Mechanical Engineering - ME 4182 ECE,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 4182 F,26,5,1,,,,,,,3.78 32
Mechanical Engineering - ME 4182 G,20,10,,,,,,,,3.67 30
Mechanical Engineering - ME 4182 H,23,9,,,,,,,,3.72 32
Mechanical Engineering - ME 4182 ID2,30,,,,,,,,,4.00 30
Mechanical Engineering - ME 4182 J,24,8,,,,,,,,3.75 32
Mechanical Engineering - ME 4182 K,7,20,,,,,,,,3.26 27
Mechanical Engineering - ME 4189 A,15,7,4,4,,,,,,1 3.10 31
Mechanical Engineering - ME 4214 A,16,17,3,3,2,,,,,2 3.02 43
Mechanical Engineering - ME 4214 Q,4,2,,1,,,,,,3.29 7
Mechanical Engineering - ME 4215 A,9,10,1,,1,,,,,1 3.24 22
Mechanical Engineering - ME 4315 C,17,15,1,,1,,,,,1 3.38 35
Mechanical Engineering - ME 4340 A,10,4,1,,,,,,,3 3.60 18
Mechanical Engineering - ME 4405 B,19,3,1,1,1,,,,,3.52 25
Mechanical Engineering - ME 4452 A,21,9,6,,1,,,,,3 3.32 40
Mechanical Engineering - ME 4698 CK3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 FK3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 FV3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 GA3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 GU3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 HD3,,,,,,,,,5,5
Mechanical Engineering - ME 4698 JA3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 KK3,,,,,,,,,2,1 3
Mechanical Engineering - ME 4698 KT3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 LM3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 LS3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 PC3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 PR3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 SC3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 SG3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 SK3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 TC3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 YO3,,,,,,,,,3,3
Mechanical Engineering - ME 4699 CH2,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 4699 CJ3,1,,,,,,,,,1 4.00 2
Mechanical Engineering - ME 4699 CS3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 DB3,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 4699 DC3,,1,,,,,,,,3.00 1
Mechanical Engineering - ME 4699 DN1,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 4699 DN1,A,B,C,D,F,I,S,U,V,W Aver. Tota
Mechanical Engineering - ME 4699 DN2,,,1,,,,,,,2.00 1
Mechanical Engineering - ME 4699 DN3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 DS3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 EA3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 FA3,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 4699 FC3,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 4699 FC4,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 FK2,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 FK3,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 4699 FV3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 GA3,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 4699 GM3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 GR3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 GS3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 GU2,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 GU3,6,,,,,,,,,4.00 6
Mechanical Engineering - ME 4699 GU4,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 HA3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 HC2,,1,,,,,,,,3.00 1
Mechanical Engineering - ME 4699 HD3,8,,,,,,,,,4.00 8
Mechanical Engineering - ME 4699 HF3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 HM3,5,,,,,,,,,4.00 5
Mechanical Engineering - ME 4699 HP3,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 4699 HT1,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 HT3,3,,,,,,,,,4.00 3
Mechanical Engineering - ME 4699 I2P,4,,,,,,,,,4.00 4
Mechanical Engineering - ME 4699 JL1,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 JL3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 KA3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 KD1,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 KD3,3,,,,,,,,,4.00 3
Mechanical Engineering - ME 4699 KK3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 KS3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 KT3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 KT4,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 KY3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 KY4,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 4699 LM3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 LS3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 LT2,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 MM3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 PC3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 PO3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 PR3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 QH3,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 4699 QH6,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 RA2,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 RA3,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 4699 SA3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 SB3,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 4699 SG3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 SK3,3,,,,,,,,,4.00 3
Mechanical Engineering - ME 4699 SS3,,,,,,1,,,,1
Mechanical Engineering - ME 4699 ST3,11,,,,,,,,,4.00 11
Mechanical Engineering - ME 4699 ST6,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 SW3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 TS1,1,,,,,,,,,4.00 1
