"",A,B,C,D,F,I,S,U,V,W Aver. Total
Electrical & Computer Engr - ECE 9000 A01,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 A07,,,,,,,9,,,9
Electrical & Computer Engr - ECE 9000 A08,,,,,,,8,,,8
Electrical & Computer Engr - ECE 9000 A09,,,,,,,9,,,9
Electrical & Computer Engr - ECE 9000 A11,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 A12,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 A13,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 B02,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 B11,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 B15,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 B16,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 B18,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 B21,,,,,,,8,,,8
Electrical & Computer Engr - ECE 9000 B22,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 B23,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 B25,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 C02,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 C03,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 C05,,,,,,2,,,,2
Electrical & Computer Engr - ECE 9000 C08,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 C10,,,,,,,8,,,8
Electrical & Computer Engr - ECE 9000 C11,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 C12,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 C13,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 C14,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 C16,,,,,,,6,,,6
Electrical & Computer Engr - ECE 9000 D06,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 D07,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 D08,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 D09,,,,,,,8,,,8
Electrical & Computer Engr - ECE 9000 D10,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 D12,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 D14,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 E01,,,,,,,6,,,6
Electrical & Computer Engr - ECE 9000 E02,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 E03,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 F04,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 F08,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 G04,,,,,,,8,,,8
Electrical & Computer Engr - ECE 9000 G05,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 G06,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 H01,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 H03,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 H09,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 H13,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 I01,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 I01,A,B,C,D,F,I,S,U,V,W Aver. Total
Electrical & Computer Engr - ECE 9000 I02,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 K05,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 K06,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 K13,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 K14,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 L04,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 L05,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 L08,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 M04,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 M07,,,,,,,9,,,9
Electrical & Computer Engr - ECE 9000 M10,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 M13,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 M14,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 M17,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 M19,,,,,,,6,,,6
Electrical & Computer Engr - ECE 9000 N01,,,,,,,7,1,,8
Electrical & Computer Engr - ECE 9000 P02,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 P05,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 P06,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 R01,,,,,,,7,,,7
Electrical & Computer Engr - ECE 9000 R03,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 R04,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 R05,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 R08,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 R09,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 R11,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 S05,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 S08,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 S10,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 S11,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 S17,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 S19,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 S22,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 T01,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 T02,,,,,,,8,,,8
Electrical & Computer Engr - ECE 9000 T04,,,,,,,7,,,7
Electrical & Computer Engr - ECE 9000 T11,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 V03,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 V06,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 W01,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 W03,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 W08,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 W10,,,,,,,8,,,8
Electrical & Computer Engr - ECE 9000 Y01,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 Y02,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 Y03,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 Z05,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 Z06,,,,,,,9,,,9
Electrical & Computer Engr - ECE 9000 Z07,,,,,,,6,1,,7
English - ENGL 1101 SF1,15,6,1,,1,,,,,3.48 23
English - ENGL 1101 SF2,18,2,4,,,,,,,3.58 24
English - ENGL 1101 SF3,9,4,2,,,,,,,3.47 15
English - ENGL 1101 SF4,6,5,1,,,,,,,3.42 12
English - ENGL 1101 SF5,12,11,,,,,,,,3.52 23
English - ENGL 1101 SPC,1,,,,,,,,,4.00 1
English - ENGL 1102 LS,7,,2,,,,,,,1 3.56 10
English - ENGL 1102 LS2,6,2,1,,,,,,,3.56 9
English - ENGL 1102 QUP,10,,1,,1,,,,,2 3.50 14
English - ENGL 1102 QUP,A,B,C,D,F,I,S,U,V,W Aver. Total
English - ENGL 1102 SF1,23,1,,,,,,,,3.96 24
English - ENGL 1102 SPC,1,,,,,,,,,4.00 1
French - FREN 1001 R,10,,,,,,,,,4.00 10
French - FREN 1001 R2,25,,,,,1,,,,4.00 26
French - FREN 1001 R3,21,4,,,,,,,,3.84 25
French - FREN 1001 RBT,5,2,,,,,,,,3.71 7
French - FREN 1002 R,16,5,,,,,,,,3.76 21
French - FREN 2001 R,9,1,,,,,,,,3.90 10
French - FREN 2005 RLY,6,,,,,,,,,4.00 6
French - FREN 3014 R,8,,,,,,,,,4.00 8
French - FREN 3017 RLY,14,,,,,,1,,,4.00 15
French - FREN 3691 RLY,11,,,,,,,,,1 4.00 12
French - FREN 3692 RLY,20,,,,,,,,,1 4.00 21
French - FREN 3693 RLY,20,,,,,,,,,1 4.00 21
French - FREN 3694 RLY,21,,,,,,,,,1 4.00 22
French - FREN 3813 RSE,6,,,,,,,,,4.00 6
Georgia Tech - GT 1000 SF1,10,,,,,,,,,4.00 10
Georgia Tech - GT 1000 SF2,7,,,,,,,,,4.00 7
Georgia Tech - GT 1000 SF3,8,,,,,,,,,4.00 8
Georgia Tech - GT 1000 SF4,13,,,,,,,,,4.00 13
Georgia Tech - GT 2000 TR1,6,,,,,,,,,1 4.00 7
Georgia Tech - GT 2100 A,,,,,,,6,,,1 7
Georgia Tech - GT 4694 A,,,,,,,,,40,40
Georgia Tech Lorraine - GTL 2000 R,118,,,,,,,,,4.00 118
Georgia Tech Lorraine - GTL 2000 R2,12,,,,,,,,,4.00 12
German - GRMN 1001 C,4,,,,,,,,2,4.00 6
German - GRMN 1001 UA,1,2,,1,,,1,,,1 2.75 6
German - GRMN 1002 C,6,1,,,,,1,,1,1 3.86 10
German - GRMN 1002 UA,1,,,,1,,,,1,2.00 3
German - GRMN 3695 RGR,9,13,,,,,,,,3.41 22
German - GRMN 3696 RGR,15,9,,,,,,,,3.63 24
German - GRMN 4691 RGR,18,6,,,,,,,,3.75 24
German - GRMN 4693 RGR,14,8,,,,,,,,3.64 22
History - HIST 2111 A,13,8,,,,,,,,2 3.62 23
History - HIST 2111 B,2,,1,,,,,,,3.33 3
History - HIST 2111 SF,15,3,4,,,,,,,3.50 22
History - HIST 2112 A,12,3,1,,,,,,,2 3.69 18
History - HIST 2112 B,16,5,2,1,,,,,,3.50 24
History - HIST 2112 QUP,33,12,5,1,,,,,,2 3.51 53
History - HIST 2112 SF,50,5,2,,,,,,,3.84 57
"History, Technology & Society - HTS 1081 A",9,2,,,,1,,,,3.82 12
"History, Technology & Society - HTS 2002 A",6,4,,,,,1,,1,2 3.60 14
"History, Technology & Society - HTS 2002 SF",12,5,,,,,,,,3.71 17
"History, Technology & Society - HTS 2007 A",5,5,1,,,,,,,3.36 11
"History, Technology & Society - HTS 2007 SF",2,5,4,2,,,,,,2.54 13
"History, Technology & Society - HTS 2041 A",3,1,1,,,,,,,3.40 5
"History, Technology & Society - HTS 2041 .",10,5,2,,1,,2,,,2 3.28 22
"History, Technology & Society - HTS 2041 SF",16,2,,,,,,,,3.89 18
"History, Technology & Society - HTS 2062 R.",26,7,,,,,,,,3.79 33
"History, Technology & Society - HTS 2084 R.",19,7,,,,,,,,3.73 26
"History, Technology & Society - HTS 2084 R.",36,6,,,,,,,,3.86 42
"History, Technology & Society - HTS 2084 R.",14,2,,,,,,,,3.88 16
"History, Technology & Society - HTS 3005 A",3,,,,,,,,1,4.00 4
"History, Technology & Society - HTS 3009 A",11,2,,,,,1,,,3.85 14
"History, Technology & Society - HTS 3015 A",25,6,1,,,,,1,,3.75 33
"History, Technology & Society - HTS 3015 .",41,8,4,,,,4,,,2 3.70 59
"History, Technology & Society - HTS 3033 R",13,17,,,,,,,,2 3.43 32
"History, Technology & Society - HTS 3055 R",20,11,,,,,,,,3.65 31
"History, Technology & Society - HTS 3055 R",A,B,C,D,F,I,S,U,V,W Aver. Total
"History, Technology & Society - HTS 3065 A",8,1,1,1,1,,1,,,3.17 13
"History, Technology & Society - HTS 3068 A",3,1,,,,,,,,1 3.75 5
"History, Technology & Society - HTS 3068 SF",21,,,,,,,,,4.00 21
"History, Technology & Society - HTS 3089 .",15,1,1,,2,,,,,3.42 19
"History, Technology & Society - HTS 4990 A",,,,,,,1,,,1
"History, Technology & Society - HTS 8903 D.",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 8904 .",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 8904 .",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 8905 L.",,,,,,,1,,,1
"History, Technology & Society - HTS 8997 A",,,,,,,,,4,4
"History, Technology & Society - HTS 8998 A",,,,,,,,,6,6
"History, Technology & Society - HTS 9000 A",,,,,,,11,,,11
Industrial & Systems Engr - ISYE 2027 A,9,15,6,2,,,,,,2 2.97 34
Industrial & Systems Engr - ISYE 2028 A,17,23,17,1,4,,,,,3 2.77 65
Industrial & Systems Engr - ISYE 2028 R,24,5,,,,,,,,3.83 29
Industrial & Systems Engr - ISYE 2699 LEE,1,,,,,,,,,4.00 1
Industrial & Systems Engr - ISYE 2699 SER,1,,,,,,,,,4.00 1
Industrial & Systems Engr - ISYE 3025 A,44,13,6,1,,,,,,13 3.56 77
Industrial & Systems Engr - ISYE 3039 A,11,8,6,1,,,,,,1 3.12 27
Industrial & Systems Engr - ISYE 3039 R,27,7,,,,,,,,3.79 34
Industrial & Systems Engr - ISYE 3044 A,19,11,6,,,,,,,2 3.36 38
Industrial & Systems Engr - ISYE 3103 A,19,9,4,2,,,,,,1 3.32 35
Industrial & Systems Engr - ISYE 3103 R,14,15,3,,,,,,,1 3.34 33
Industrial & Systems Engr - ISYE 3104 A,14,7,2,,,,,,,1 3.52 24
Industrial & Systems Engr - ISYE 3133 A,15,15,11,3,,,,,,4 2.95 48
Industrial & Systems Engr - ISYE 3133 RLI,7,4,1,,,,,,,3.50 12
Industrial & Systems Engr - ISYE 3232 A,16,15,7,3,1,,,,,3.00 42
Industrial & Systems Engr - ISYE 3770 R1,8,18,2,,,,,,,3.21 28
Industrial & Systems Engr - ISYE 3770 RCH,4,12,,,,,,,,3.25 16
Industrial & Systems Engr - ISYE 3770 SU1,20,8,8,5,,,,,,3 3.05 44
Industrial & Systems Engr - ISYE 3770 SU2,22,6,3,,,1,,,,3 3.61 35
Industrial & Systems Engr - ISYE 4031 A,9,5,3,,1,,,,,1 3.17 19
Industrial & Systems Engr - ISYE 4699 LUJ,2,,,,,,,,,4.00 2
Industrial & Systems Engr - ISYE 4800 A,,,,,,,,,141,2 143
Industrial & Systems Engr - ISYE 4800 Q,,,,,,,,,7,7
Industrial & Systems Engr - ISYE 4800 R,,,,,,,,,8,8
Industrial & Systems Engr - ISYE 4803 R1,20,13,,,,,,,,3.61 33
Industrial & Systems Engr - ISYE 4803 R2,10,15,8,,,,,,,3.06 33
Industrial & Systems Engr - ISYE 6227 Q,4,9,2,,,,,,,1 3.13 16
Industrial & Systems Engr - ISYE 6227 RSZ,2,4,,,,,,,,3.33 6
Industrial & Systems Engr - ISYE 6341 A,9,1,,,,,,,,3.90 10
Industrial & Systems Engr - ISYE 6342 A,7,3,,,,,,,,3.70 10
Industrial & Systems Engr - ISYE 6414 A,55,1,,1,,,,,1,2 3.93 60
Industrial & Systems Engr - ISYE 6414 Q,26,1,,,,,,,,3.96 27
Industrial & Systems Engr - ISYE 6739 Q,3,,,,,15,,,,4.00 18
Industrial & Systems Engr - ISYE 6748 AP1,18,,,1,,2,,,,3.84 21
Industrial & Systems Engr - ISYE 6785 RSZ,5,,,,,,,,,4.00 5
Industrial & Systems Engr - ISYE 8900 BAR,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 8900 MCG,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 8900 MTR,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 8900 PAY,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 8900 SIN,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 8900 ZHA,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 8901 SOK,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 8901 SUN,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 AHM,,,,,,,4,,,4
Industrial & Systems Engr - ISYE 9000 AND,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 AYE,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 AYE,A,B,C,D,F,I,S,U,V,W Aver. Total
Industrial & Systems Engr - ISYE 9000 BOL,,,,,,,4,,,4
Industrial & Systems Engr - ISYE 9000 DEY,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 ERE,,,,,,,3,,,3
Industrial & Systems Engr - ISYE 9000 GD1,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 GD2,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 GEB,,,,,,,4,,,4
Industrial & Systems Engr - ISYE 9000 HUO,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 KES,,,,,,,6,,,6
Industrial & Systems Engr - ISYE 9000 KIM,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 KLE,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 LAN,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 LEE,,,,,,,5,,,5
Industrial & Systems Engr - ISYE 9000 LUJ,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 MEI,,,,,,,3,,,3
Industrial & Systems Engr - ISYE 9000 MTR,,,,,,,7,,,7
Industrial & Systems Engr - ISYE 9000 NM1,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 PAY,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 POK,,,,,,,3,,,3
Industrial & Systems Engr - ISYE 9000 REV,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 SAV,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 SER,,,,,,,4,,,4
Industrial & Systems Engr - ISYE 9000 SHI,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 SOK,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 SWA,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 THO,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 TOR,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 TOV,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 VEN,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 VID,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 WHE,,,,,,,3,,,3
Industrial & Systems Engr - ISYE 9000 WHI,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 WUC,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 XIE,,,,,,,4,,,4
Industrial & Systems Engr - ISYE 9000 XUH,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 ZHA,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 ZOE,,,,,,,2,,,2
Industrial Design - ID 2202 A,67,18,4,,,,2,,,1 3.71 92
Industrial Design - ID 2202 QUP,71,10,1,,,,6,,,5 3.85 93
Industrial Design - ID 2401 A,14,5,1,1,2,,,,,3.22 23
Industrial Design - ID 2401 B,,,,,,,1,,,1
Industrial Design - ID 3103 QUP,18,2,1,5,,,3,,,3.27 29
Industrial Design - ID 3104 QUP,11,,1,,2,,,,,3.29 14
Industrial Design - ID 4698 A,,,,,,,,,2,2
Industrial Design - ID 4823 QUP,9,2,,,,,,,,3.82 11
Industrial Design - ID 4833 ATD,4,,,,,,,,,4.00 4
Industrial Design - ID 6400 SHS,1,,,,,,,,,4.00 1
Industrial Design - ID 7000 SHS,,,,,,,1,,,1
Int'l Plan Intern Abroad - IPIN 3011 RM,,,,,,,,,5,5
Int'l Plan-Study Abroad - IPSA 3012 A,,,,,,,,,32,32
Int'l Plan-Study Abroad - IPSA 3012 B,,,,,,,,,5,5
International Affairs - INTA 1200 LS,3,2,,,,,1,,,1 3.60 7
International Affairs - INTA 1200 SF,8,3,,,,,,,,3.73 11
International Affairs - INTA 2050 RJS,15,,,,,,,,,4.00 15
International Affairs - INTA 2100 A,33,14,1,1,,,1,1,,3 3.61 54
International Affairs - INTA 2803 RBE,11,,,,,,,,,4.00 11
International Affairs - INTA 2903 RBE,2,,,,,,,,,4.00 2
International Affairs - INTA 2903 RJS,3,,,,,,,,,4.00 3
International Affairs - INTA 3031 RBE,7,,,,,,,,,4.00 7
International Affairs - INTA 3031 RBE,A,B,C,D,F,I,S,U,V,W Aver. Total
International Affairs - INTA 3101 RSA,6,2,,,,,,,,3.75 8
International Affairs - INTA 3110 A,18,,,,1,,,,,3.79 19
International Affairs - INTA 3131 RSA,8,,,,,,,,,4.00 8
International Affairs - INTA 3242 RAR,14,,,,,,,,,4.00 14
International Affairs - INTA 3303 RAR,11,,,,,,,,,4.00 11
International Affairs - INTA 4014 A,6,,,,,,,,,4.00 6
International Affairs - INTA 4050 RSA,8,,,,,,,,,4.00 8
International Affairs - INTA 4121 RBE,18,,,,,,,,,4.00 18
International Affairs - INTA 4230 RBE,18,,,,,,,,,4.00 18
International Affairs - INTA 4340 RAR,14,,,,,,,,,4.00 14
International Affairs - INTA 4744 RJS,17,,,,,,,,,4.00 17
International Affairs - INTA 4803 RJS,16,,,,,,,,,4.00 16
International Affairs - INTA 4813 RJS,17,,,,,,,,,4.00 17
International Affairs - INTA 4833 RBE,18,,,,,,,,,4.00 18
International Affairs - INTA 4901 SJ,1,,,,,,,,,4.00 1
International Affairs - INTA 4903 SM,1,,,,,,,,,4.00 1
International Affairs - INTA 6014 A,8,,,,,,,,,4.00 8
International Affairs - INTA 6105 RSA,2,,,,,,,,,4.00 2
International Affairs - INTA 6121 RBE,1,,,,,,,,,4.00 1
International Affairs - INTA 6131 RSA,2,,,,,,,,,4.00 2
International Affairs - INTA 6320 RBE,1,,,,,,,,,4.00 1
International Affairs - INTA 6753 RSA,2,,,,,,,,,4.00 2
International Affairs - INTA 8813 MS,2,,,,,,,,,4.00 2
International Affairs - INTA 8903 JD,1,,,,,,,,,4.00 1
International Affairs - INTA 8903 JD2,1,,,,,,,,,4.00 1
International Affairs - INTA 8903 RAR,1,,,,,,,,,4.00 1
International Affairs - INTA 9000 AY,,,,,,,1,,,1
International Affairs - INTA 9000 MK,,,,,,,1,,,1
International Affairs - INTA 9000 MS,,,,,,,1,,,1
Internship - INTN 2000 DL,,,,,,,,,14,14
Internship - INTN 2000 ED,,,,,,,,,35,35
Internship - INTN 2000 KH,,,,,,,,,9,9
Internship - INTN 2000 RR,,,,,,,,,4,4
Internship - INTN 2000 SA,,,,,,,,,6,6
Internship - INTN 2000 TP,,,,,,,,,16,16
Internship - INTN 2006 RR,,,,,,,,,1,1
Internship - INTN 2006 SA,,,,,,,,,1,1
Internship - INTN 2009 ED,,,,,,,,,1,1
Internship - INTN 2009 SA,,,,,,,,,2,2
Internship - INTN 3011 JE,,,,,,,,,43,43
Internship - INTN 3016 JE,,,,,,,,,21,21
Internship - INTN 3019 JE,,,,,,,,,5,5
Internship - INTN 4000 DL,,,,,,,,,87,87
Internship - INTN 4000 ED,,,,,,,,,155,155
Internship - INTN 4000 KH,,,,,,,,,142,142
Internship - INTN 4000 RR,,,,,,,,,48,48
Internship - INTN 4000 SA,,,,,,,,,65,65
Internship - INTN 4000 SB,,,,,,,,,1,1
Internship - INTN 4000 TP,,,,,,,,,151,151
Internship - INTN 4003 DL,,,,,,,,,1,1
Internship - INTN 4006 DL,,,,,,,,,30,30
Internship - INTN 4006 ED,,,,,,,,,2,2
Internship - INTN 4006 SA,,,,,,,,,4,4
Internship - INTN 4006 TP,,,,,,,,,3,3
Internship - INTN 4009 DL,,,,,,,,,1,1
Internship - INTN 4009 RR,,,,,,,,,1,1
Internship - INTN 4009 SA,,,,,,,,,1,1
Internship - INTN 4009 TP,,,,,,,,,1,1
Internship - INTN 4009 TP,A,B,C,D,F,I,S,U,V,W Aver. Total
Intl Executive MBA - IMBA 6061 A,52,11,6,1,,,,,,3.63 70
Intl Executive MBA - IMBA 6061 B,53,10,,,,,,,,3.84 63
Intl Executive MBA - IMBA 6081 A,64,5,1,,,,,,,3.90 70
Intl Executive MBA - IMBA 6081 B,59,4,,,,,,,,3.94 63
Intl Executive MBA - IMBA 6250 A,65,5,,,,,,,,3.93 70
Intl Executive MBA - IMBA 6411 A,70,,,,,,,,,4.00 70
Japanese - JAPN 1001 UA,1,,,,,,2,,1,4.00 4
Japanese - JAPN 1001 UAA,2,1,1,,,,1,,,3.25 5
Japanese - JAPN 1001 UU,1,,,,,,,,,4.00 1
Japanese - JAPN 1002 UAA,4,,,,1,,1,,,1 3.20 7
Japanese - JAPN 1002 UU,1,,,,,,,,,4.00 1
Japanese - JAPN 2001 UA,2,1,,,,,,,,1 3.67 4
Japanese - JAPN 3691 RJP,1,,,,,16,,,,4.00 17
Japanese - JAPN 3692 RJP,1,,,,,16,,,,4.00 17
Japanese - JAPN 3693 RJP,14,3,,,,,,,,3.82 17
Japanese - JAPN 3813 RJP,12,,,,,,,,,4.00 12
Japanese - JAPN 3813 UA,2,,,,,,,,,1 4.00 3
Korean - KOR 1001 D,4,1,,,,,,,,3.80 5
Korean - KOR 2813 A,4,5,,,,,,,,3.44 9
Korean - KOR 2823 D,3,6,,,,,,,,3.33 9
Korean - KOR 3691 RKO,8,,,,,,,,,4.00 8
Korean - KOR 3692 RKO,8,,,,,,,,,4.00 8
Korean - KOR 3693 RKO,16,1,,,,,,,,3.94 17
Linguistics - LING 2100 E,4,,,,,,,,,4.00 4
"Literature, Media & Comm - LMC 2500 LS",13,9,5,,1,,,,,5 3.18 33
"Literature, Media & Comm - LMC 2661 A",,,,,,,4,1,,2 7
"Literature, Media & Comm - LMC 2662 A",,,,,,,,1,,1
"Literature, Media & Comm - LMC 2720 LS",10,4,1,2,,,,,,3.29 17
"Literature, Media & Comm - LMC 3102 SS1",13,8,,,,,,,,3.62 21
"Literature, Media & Comm - LMC 3112 RMZ",42,,,,,,,,,4.00 42
"Literature, Media & Comm - LMC 3202 LS",8,2,,,,,,,,1 3.80 11
"Literature, Media & Comm - LMC 3214 LS1",9,,,,,,,,,4.00 9
"Literature, Media & Comm - LMC 3214 LS2",18,12,1,,1,,,,,3.44 32
"Literature, Media & Comm - LMC 3214 QUP",19,3,,,1,,,,,1 3.70 24
"Literature, Media & Comm - LMC 3226 LS",11,3,1,,,,,,,3.67 15
"Literature, Media & Comm - LMC 3256 RCH",9,,,,,,,,,1 4.00 10
"Literature, Media & Comm - LMC 3258 LS",13,2,,,,,,,,3.87 15
"Literature, Media & Comm - LMC 3308 LS",10,2,,,,,,,,1 3.83 13
"Literature, Media & Comm - LMC 3314 LS",7,3,,,,,,,,2 3.70 12
"Literature, Media & Comm - LMC 3318 RMZ",27,,,,,,,,,1 4.00 28
"Literature, Media & Comm - LMC 3403 LS",10,,,,,1,,,,1 4.00 12
"Literature, Media & Comm - LMC 3403 LS2",16,1,,,,,,,,2 3.94 19
"Literature, Media & Comm - LMC 3431 JIA",14,2,1,,,,,,,3.76 17
"Literature, Media & Comm - LMC 3432 JDA",22,,4,,,,,,,3.69 26
"Literature, Media & Comm - LMC 3853 JT",,1,,,,,,,,3.00 1
"Literature, Media & Comm - LMC 4102 RB",,,,,,1,,,,1
"Literature, Media & Comm - LMC 4698 LY",,,,,,,,,1,1
"Literature, Media & Comm - LMC 4699 LY",1,,,,,,,,,4.00 1
"Literature, Media & Comm - LMC 4701 A",8,1,,,,,,,,3.89 9
"Literature, Media & Comm - LMC 4702 A",3,,,,,,,,,4.00 3
"Literature, Media & Comm - LMC 4904 LMC",,,,,,,2,,,2
"Literature, Media & Comm - LMC 7999 MN",,,,,,,1,,,1
"Literature, Media & Comm - LMC 8910 AP",1,,,,,,,,,4.00 1
"Literature, Media & Comm - LMC 8910 JM",1,,,,,,,,,4.00 1
"Literature, Media & Comm - LMC 8910 LN",,,,,,1,,,,1
"Literature, Media & Comm - LMC 8998 MN",,,,,,,,,4,4
"Literature, Media & Comm - LMC 8999 MN",,,,,,,5,,,5
"Literature, Media & Comm - LMC 9000 MN",,,,,,,1,,,1
"Literature, Media & Comm - LMC 9000 MN",A,B,C,D,F,I,S,U,V,W Aver. Total
Management - MGT 2106 A,3,8,4,2,,,,,,1 2.71 18
Management - MGT 2200 A,15,13,6,2,,,,,,1 3.14 37
Management - MGT 2250 A,24,11,4,2,,,,,,1 3.39 42
