"",A,B,C,D,F,I,S,U,V,W Aver. Tota
Architecture - ARCH 6071 EDJ,6,,,,,,,,,4.00 6
Architecture - ARCH 6071 I85,6,3,,,,,,,,3.67 9
Architecture - ARCH 6071 JB,11,,,,,,,,,4.00 11
Architecture - ARCH 6071 MS,11,,,,,,,,,4.00 11
Architecture - ARCH 6105 LH,5,9,4,,,,,,1,2 3.06 21
Architecture - ARCH 6107 LS,6,,,,,,,,,1 4.00 7
Architecture - ARCH 6137 BF,1,,,,,,,,,4.00 1
Architecture - ARCH 6151 EDJ,8,4,,,,,,,,3.67 12
Architecture - ARCH 6215 RG,3,1,,,,,,,,3.75 4
Architecture - ARCH 6226 AG,14,,,,,,,,1,2 4.00 17
Architecture - ARCH 6227 FP,4,2,,,,,,,,1 3.67 7
Architecture - ARCH 6228 JP,12,2,,,,,,,,1 3.86 15
Architecture - ARCH 6229 RL,12,7,4,,,,,,,3.35 23
Architecture - ARCH 6242 JB,9,,,,,,,,,4.00 9
Architecture - ARCH 6271 CZ,8,1,,,,,1,,,1 3.89 11
Architecture - ARCH 6303 MD,1,3,,,,,,,,3.25 4
Architecture - ARCH 6316 PP,27,14,,,,,,,,3.66 41
Architecture - ARCH 6350 AB,9,1,1,,,,,,,3.73 11
Architecture - ARCH 6350 AB,A9,B1,C1,D,F,I,S,U,V,W A3v.e7r3. To1ta1
Architecture - ARCH 6350 BF,14,,,,,,,,,4.00 14
Architecture - ARCH 6350 EDJ,,5,,,,,,,,3.00 5
Architecture - ARCH 6350 JP,11,2,,,,,,,,3.85 13
Architecture - ARCH 6350 LA,5,2,,,1,,,,,3.25 8
Architecture - ARCH 6426 RV,9,1,,,,,1,,,1 3.90 12
Architecture - ARCH 6472 CI,20,1,,,,,,,,3.95 21
Architecture - ARCH 6502 MS,10,3,,,,,1,,1,3.77 15
Architecture - ARCH 6506 RG,10,2,,,,,,,,3.83 12
Architecture - ARCH 6507 DB,7,,,,,,1,,,1 4.00 9
Architecture - ARCH 6508 TE,8,,,,,,,,1,4.00 9
Architecture - ARCH 7000 GA,,,,,,,1,,,1
Architecture - ARCH 7042 RD,2,,,,,,,,,1 4.00 3
Architecture - ARCH 8100 DS,6,2,,,,,,,,3.75 8
Architecture - ARCH 8102 JP,2,,,,,,,,,4.00 2
Architecture - ARCH 8803 LS1,4,,,,1,,,,,3.20 5
Architecture - ARCH 8803 RS,11,,,,,,,,,4.00 11
Architecture - ARCH 8803 TA,2,1,,,,,,,,3.67 3
Architecture - ARCH 8823 PY,6,2,,,,,,,,3.75 8
Architecture - ARCH 8833 LD,4,1,,,,,,,,3.80 5
Architecture - ARCH 8833 SK,3,1,,,,,,,,3 3.75 7
Architecture - ARCH 8903 AE,1,,,,,,,,,4.00 1
Architecture - ARCH 8903 AE1,1,,,,,,,,,4.00 1
Architecture - ARCH 8903 CE3,1,,,,,,,,,4.00 1
Architecture - ARCH 8903 CE4,1,,,,,,,,,4.00 1
Architecture - ARCH 8903 CE5,1,,,,,,,,,4.00 1
Architecture - ARCH 8903 CZ,1,,,,,,,,,4.00 1
Architecture - ARCH 8903 DB,5,,,,,,,,,4.00 5
Architecture - ARCH 8903 ED,,,,,,,1,,,1
Architecture - ARCH 8903 EDJ,1,,,,,,,,,4.00 1
Architecture - ARCH 8903 FP1,,,,,,,,,,1 1
Architecture - ARCH 8903 GA2,2,,,,,,,,,4.00 2
Architecture - ARCH 8903 GJ,,1,,,,,,,,3.00 1
Architecture - ARCH 8903 LH1,1,,,,,,,,,4.00 1
Architecture - ARCH 8903 LH2,1,,,,,,,,,4.00 1
Architecture - ARCH 8903 MS1,,1,,,,,,,,3.00 1
Architecture - ARCH 8903 PY,1,,,,,,,,,4.00 1
Architecture - ARCH 8903 SB,1,,,,,,,,,4.00 1
Biology - BIOL 1510 A,91,95,45,6,2,,1,,,13 3.12 253
Biology - BIOL 1511 BIO,20,10,11,3,,,,,,3.07 44
Biology - BIOL 1511 HP,4,2,1,2,,,,,,2.89 9
Biology - BIOL 1520 L,45,17,9,1,1,,,,,3 3.42 76
Biology - BIOL 2335 A,7,33,17,,1,,,,1,3 2.78 62
Biology - BIOL 2336 A,2,10,,,,,,,,3.17 12
Biology - BIOL 2336 B,7,4,2,,,,,,,3.38 13
Biology - BIOL 2336 C,5,4,1,,,,,,,2 3.40 12
Biology - BIOL 2336 D,5,2,,,,,,,,3.71 7
Biology - BIOL 2336 E,4,2,,,,,,,,3.67 6
Biology - BIOL 2344 A,16,16,8,1,2,,1,,,4 3.00 48
Biology - BIOL 2345 A,8,2,,,,,,,,2 3.80 12
Biology - BIOL 2345 C,14,2,,,,,,,,2 3.88 18
Biology - BIOL 2354 HP,4,8,2,,1,,,,,2.93 15
Biology - BIOL 2355 HP1,5,,,,,,,,,4.00 5
Biology - BIOL 2355 HP2,5,4,,,1,,,,,3.20 10
Biology - BIOL 2699 FAN,1,,,,,,,,,4.00 1
Biology - BIOL 2699 GAU,1,,,,,,,,,4.00 1
Biology - BIOL 2699 LEA,1,,,,,,,,,4.00 1
Biology - BIOL 2699 LOB,1,,,,,,,,,4.00 1
Biology - BIOL 2699 MCD,1,,,,,,,,,4.00 1
Biology - BIOL 2699 MCD,A1,B,C,D,F,I,S,U,V,W A4v.e0r0. Tota1
Biology - BIOL 2699 MON,1,,,,,,,,,4.00 1
Biology - BIOL 2699 STR,2,,,,,,,,,4.00 2
Biology - BIOL 2699 VAN,1,,,,,,,,,4.00 1
Biology - BIOL 2699 YEN,2,,,,,,,,,4.00 2
Biology - BIOL 2802 A,,,,,,,5,,,5
Biology - BIOL 3380 A,17,40,10,2,,,,,,3.04 69
Biology - BIOL 3381 A,14,1,,,,,,,,1 3.93 16
Biology - BIOL 3381 B,14,4,,,,,,,,1 3.78 19
Biology - BIOL 3450 A,36,46,9,,2,,1,,,9 3.23 103
Biology - BIOL 3600 A,19,13,4,1,1,,,,,1 3.26 39
Biology - BIOL 3753 A,8,4,2,,,,,,,1 3.43 15
Biology - BIOL 4015 A,81,18,1,,1,,1,,,3.76 102
Biology - BIOL 4150 A,16,1,,,,,,,,1 3.94 18
Biology - BIOL 4401 A,25,16,5,,1,,,,,3.36 47
Biology - BIOL 4446 A,6,3,2,,,,,,,3.36 11
Biology - BIOL 4450 A,10,,,,,,,,,4.00 10
Biology - BIOL 4450 C,13,,,,,,,,,4.00 13
Biology - BIOL 4480 A,5,2,,,,,,,,3.71 7
Biology - BIOL 4545 A,24,7,,,1,,,,,1 3.66 33
Biology - BIOL 4590 A,13,,,,,,,,,4.00 13
Biology - BIOL 4590 C,6,,,,,,,,,4.00 6
Biology - BIOL 4608 A,4,1,1,,,,,,,1 3.50 7
Biology - BIOL 4650 A,14,13,4,,,,,,,3.32 31
Biology - BIOL 4690 A,12,,,,,,,,,4.00 12
Biology - BIOL 4697 A,3,,,,,,,,,4.00 3
Biology - BIOL 4697 B,5,,,,,,,,,4.00 5
Biology - BIOL 4697 C,3,,,,,,,,,4.00 3
Biology - BIOL 4698 CHE,,,,,,,,,1,1
Biology - BIOL 4698 FAN,,,,,,,,,1,1
Biology - BIOL 4698 FIN,,,,,,,,,1,1
Biology - BIOL 4698 KUB,,,,,,,,,2,2
Biology - BIOL 4698 SNE,,,,,,,,,2,2
Biology - BIOL 4699 CHE,1,1,,,,,,,,3.50 2
Biology - BIOL 4699 CHO,4,,,,,,,,,1 4.00 5
Biology - BIOL 4699 DIX,3,,,,,,,,,4.00 3
Biology - BIOL 4699 FAN,1,,,,,,,,,4.00 1
Biology - BIOL 4699 GAU,4,,,,,,,,,4.00 4
Biology - BIOL 4699 GIB,1,,,,,,,,,4.00 1
Biology - BIOL 4699 GOO,2,,1,,,,,,,3.33 3
Biology - BIOL 4699 HAM,1,,,,,,,,,4.00 1
Biology - BIOL 4699 HAR,1,,,,,,,,,4.00 1
Biology - BIOL 4699 JIA,1,1,,,,,,,,3.50 2
Biology - BIOL 4699 JOR,1,,,,,,,,,4.00 1
Biology - BIOL 4699 KUB,1,,,,,,,,,4.00 1
Biology - BIOL 4699 LOB,1,,,,,,,,,4.00 1
Biology - BIOL 4699 MCG,1,,,,,,,,,4.00 1
Biology - BIOL 4699 MDV,1,,,,,,,,,4.00 1
Biology - BIOL 4699 MEN,1,,,,,,,,,4.00 1
Biology - BIOL 4699 MER,1,,,,,,,,,4.00 1
Biology - BIOL 4699 MON,2,,,,,,,,,4.00 2
Biology - BIOL 4699 PUL,2,,,,,,,,,4.00 2
Biology - BIOL 4699 RAT,5,,,,,,,,,4.00 5
Biology - BIOL 4699 SHI,2,,,,,,,,,4.00 2
Biology - BIOL 4699 SNE,1,,,,,,,,,4.00 1
Biology - BIOL 4699 STE,3,,,,,,,,,4.00 3
Biology - BIOL 4699 STO,1,,,,,,,,,4.00 1
Biology - BIOL 4699 STR,2,,,,,,,,,4.00 2
Biology - BIOL 4699 VAN,1,,,,,,,,,4.00 1
Biology - BIOL 4699 VAN,A,B,C,D,F,I,S,U,V,W Aver. Tota
Biology - BIOL 4699 YEN,3,,,,,,,,,4.00 3
Biology - BIOL 4740 A,1,,,,,,,,,4.00 1
Biology - BIOL 4752 A,6,1,,,,,,,,3.86 7
Biology - BIOL 4801 A,8,5,1,,,,,,,3.50 14
Biology - BIOL 4803 A,10,14,1,,,,,,,3.36 25
Biology - BIOL 4901 A,,,,,,,,,3,3
Biology - BIOL 4901 B,2,,,,,,,,,4.00 2
Biology - BIOL 4910 A,1,,,,,,,,,4.00 1
Biology - BIOL 6150 A,23,2,,,,,,,,3.92 25
Biology - BIOL 6480 A,3,,,,,,,,,4.00 3
Biology - BIOL 6608 A,8,3,,,,,,,,3.73 11
Biology - BIOL 6611 A,11,2,1,,,,,,,3.71 14
Biology - BIOL 7000 KOS,,,,,,,1,,,1
Biology - BIOL 7000 MCD,,,,,,,1,,,1
Biology - BIOL 7015 A,18,,1,,,,,,,3.89 19
Biology - BIOL 7923 A,8,,,,,,,,,4.00 8
Biology - BIOL 7963 A,6,1,,,,,,,,3.86 7
Biology - BIOL 8002 A,,,,,,,30,2,,32
Biology - BIOL 8803 B,21,7,,,1,,,,1,3.62 30
Biology - BIOL 8803 D,2,,,,,,1,,,4.00 3
Biology - BIOL 8803 E,5,2,1,,,,,,,3.50 8
Biology - BIOL 8803 F,11,1,,,,,,,,1 3.92 13
Biology - BIOL 8901 CHO,1,,,,,,,,,4.00 1
Biology - BIOL 8901 DIX,2,,,,,,,,,4.00 2
Biology - BIOL 8901 FAN,2,,,,,,,,,4.00 2
Biology - BIOL 8901 GIB,6,,,,,,,,,4.00 6
Biology - BIOL 8901 GLA,1,,,,,,,,,4.00 1
Biology - BIOL 8901 HAM,2,,,,,,,,,4.00 2
Biology - BIOL 8901 HAR,1,,,,,,,,,4.00 1
Biology - BIOL 8901 JIA,4,,,,,,,,,4.00 4
Biology - BIOL 8901 JOR,4,1,,,,,,,,3.80 5
Biology - BIOL 8901 KRE,1,,,,,,,,,4.00 1
Biology - BIOL 8901 LOB,1,,,,,,,,,4.00 1
Biology - BIOL 8901 MCD,1,,,,,,,,,4.00 1
Biology - BIOL 8901 MCG,2,,,,,,,,,4.00 2
Biology - BIOL 8901 MON,1,,,,,,,,,4.00 1
Biology - BIOL 8901 RAT,3,,,,,,,,,4.00 3
Biology - BIOL 8901 SHI,1,,,,,,,,,4.00 1
Biology - BIOL 8901 STO,2,,,,,,,,,4.00 2
Biology - BIOL 8901 STR,1,,,,,,,,,4.00 1
Biology - BIOL 8901 VAN,3,,,,,,,,,4.00 3
Biology - BIOL 8901 WEI,1,,,,,,,,,4.00 1
Biology - BIOL 8901 WTZ,1,,,,,,,,,4.00 1
Biology - BIOL 8901 YEN,1,,,,,,,,,4.00 1
Biology - BIOL 8901 YI,2,,,,,,,,,4.00 2
Biology - BIOL 8902 GAU,1,,,,,,,,,4.00 1
Biology - BIOL 8902 GIB,1,,,,,,,,,4.00 1
Biology - BIOL 8902 HAM,1,,,,,,,,,4.00 1
Biology - BIOL 8902 JIA,,,,,,,1,,,1
Biology - BIOL 8902 JOR,4,,,,,,,,,4.00 4
Biology - BIOL 8902 KON,1,,,,,,,,,4.00 1
Biology - BIOL 8902 MCG,2,,,,,,,,,4.00 2
Biology - BIOL 8902 STO,1,,,,,,,,,4.00 1
Biology - BIOL 8902 TOR,1,,,,,,,,,4.00 1
Biology - BIOL 8902 VAN,1,,,,,,,,,4.00 1
Biology - BIOL 8997 A,,,,,,,,,26,26
Biology - BIOL 8997 B,,,,,,,,,6,6
Biology - BIOL 8997 C,,,,,,,,,3,3
Biology - BIOL 8997 C,A,B,C,D,F,I,S,U,V,W Aver. Tota
Biology - BIOL 8998 CHE,,,,,,,,,1,1
Biology - BIOL 8998 DIC,,,,,,,,,2,2
Biology - BIOL 8998 FAN,,,,,,,,,1,1
Biology - BIOL 8998 GAU,,,,,,,,,1,1
Biology - BIOL 8998 GIB,,,,,,,,,4,4
Biology - BIOL 8998 GLA,,,,,,,,,1,1
Biology - BIOL 8998 GOO,,,,,,,,,2,2
Biology - BIOL 8998 HAM,,,,,,,,,2,2
Biology - BIOL 8998 HAR,,,,,,,,,1,1
Biology - BIOL 8998 HAY,,,,,,,,,1,1
Biology - BIOL 8998 JOR,,,,,,,,,5,5
Biology - BIOL 8998 KON,,,,,,,,,2,2
Biology - BIOL 8998 KOS,,,,,,,,,1,1
Biology - BIOL 8998 LEE,,,,,,,,,1,1
Biology - BIOL 8998 MCD,,,,,,,,,3,3
Biology - BIOL 8998 MCG,,,,,,,,,1,1
Biology - BIOL 8998 RAT,,,,,,,,,1,1
Biology - BIOL 8998 STE,,,,,,,,,2,2
Biology - BIOL 8998 STO,,,,,,,,,1,1
Biology - BIOL 8998 STR,,,,,,,,,2,2
Biology - BIOL 8998 TOR,,,,,,,,,1,1
Biology - BIOL 8998 VAN,,,,,,,,,4,4
Biology - BIOL 8998 WEI,,,,,,,,,1,1
Biology - BIOL 9000 BOR,,,,,,,1,,,1
Biology - BIOL 9000 CHE,,,,,,,4,,,4
Biology - BIOL 9000 DIC,,,,,,,3,,,3
Biology - BIOL 9000 FAN,,,,,,,3,,,3
Biology - BIOL 9000 GIB,,,,,,,5,,,5
Biology - BIOL 9000 GOO,,,,,,,2,,,2
Biology - BIOL 9000 HAM,,,,,,,2,,,2
Biology - BIOL 9000 HAR,,,,,,,1,,,1
Biology - BIOL 9000 HAY,,,,,,,3,,,3
Biology - BIOL 9000 JIA,,,,,,,1,,,1
Biology - BIOL 9000 JOR,,,,,,,4,,,4
Biology - BIOL 9000 KON,,,,,,,3,,,3
Biology - BIOL 9000 KOS,,,,,,,1,,,1
Biology - BIOL 9000 KRE,,,,,,,1,,,1
Biology - BIOL 9000 LOB,,,,,,,1,,,1
Biology - BIOL 9000 MCD,,,,,,,2,,,2
Biology - BIOL 9000 MCG,,,,,,,2,,,2
Biology - BIOL 9000 RAT,,,,,,,1,,,1
Biology - BIOL 9000 SHI,,,,,,,2,,,2
Biology - BIOL 9000 STE,,,,,,,4,,,4
Biology - BIOL 9000 STO,,,,,,,3,,,3
Biology - BIOL 9000 STR,,,,,,,2,,,2
Biology - BIOL 9000 TOR,,,,,,,1,,,1
Biology - BIOL 9000 VAN,,,,,,,5,,,5
Biology - BIOL 9000 WAR,,,,,,,1,,,1
Biology - BIOL 9000 WEI,,,,,,,1,,,1
Biology - BIOL 9000 WTZ,,,,,,,4,,,4
Biology - BIOL 9000 YI,,,,,,,1,,,1
Biomed Engr/Joint Emory PKU - BMEJ 999.,,,,,,,,,13,13
Biomedical Engineering - BMED 1000 A,,,,,,,265,4,,6 275
Biomedical Engineering - BMED 1300 A,31,10,,1,,,,,,3.69 42
Biomedical Engineering - BMED 1300 B,14,25,1,,,,,,,1 3.33 41
Biomedical Engineering - BMED 1300 C,23,13,4,,,,,,,1 3.48 41
Biomedical Engineering - BMED 1300 D,18,9,3,,,,,,,2 3.50 32
Biomedical Engineering - BMED 1802 A,50,25,,,,,,,,1 3.67 76
Biomedical Engineering - BMED 1802 A,A,B,C,D,F,I,S,U,V,W Aver. Tota
Biomedical Engineering - BMED 2210 A,12,19,12,1,2,,,,,2 2.83 48
Biomedical Engineering - BMED 2210 C,14,12,1,,,,,,,3.48 27
Biomedical Engineering - BMED 2210 D,17,10,1,,,,,,,1 3.57 29
Biomedical Engineering - BMED 2210 E,5,6,1,,,,,,,8 3.33 20
Biomedical Engineering - BMED 2210 F,1,6,3,,1,,,,,4 2.55 15
Biomedical Engineering - BMED 2300 A,1,12,,,,,,,,3.08 13
Biomedical Engineering - BMED 2300 B,6,16,6,1,,,,,,2 2.93 31
Biomedical Engineering - BMED 2300 C,8,14,5,,,,,,,3.11 27
Biomedical Engineering - BMED 2300 E,7,6,1,1,,,,,,3.27 15
Biomedical Engineering - BMED 2300 F,12,8,2,,,,,,,1 3.45 23
Biomedical Engineering - BMED 2400 A,37,45,14,1,2,,,,,8 3.15 107
Biomedical Engineering - BMED 2698 ETH,,,,,,,,,1,1
Biomedical Engineering - BMED 2698 JO,,,,,,,,,1,1
Biomedical Engineering - BMED 2699 BAB,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 2699 BAO,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 2699 BAR,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 2699 BEL,3,,,,,,,,,4.00 3
Biomedical Engineering - BMED 2699 GLE,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 2699 GUL,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 2699 LAM,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 2699 MCD,3,,,,,,,,,4.00 3
Biomedical Engineering - BMED 2699 MIT,5,,,,,,,,,1 4.00 6
Biomedical Engineering - BMED 2699 TEM,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 2699 THO,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 2699 TIN,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 2699 YOG,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 3100 A,12,22,12,4,3,,,,,4 2.68 57
Biomedical Engineering - BMED 3100 B,18,9,18,8,5,,,,,2.47 58
Biomedical Engineering - BMED 3100 C,21,20,9,,2,,,,,2 3.12 54
Biomedical Engineering - BMED 3110 A,5,11,6,,,,,,,2.95 22
Biomedical Engineering - BMED 3110 B,4,12,5,,,,,,,1 2.95 22
Biomedical Engineering - BMED 3110 C,2,10,2,,,,,,,3.00 14
Biomedical Engineering - BMED 3110 D,11,9,4,,,,,,,3.29 24
Biomedical Engineering - BMED 3110 E,10,5,,,,,,,,1 3.67 16
Biomedical Engineering - BMED 3300 A,4,8,2,6,2,,,,,3 2.27 25
Biomedical Engineering - BMED 3300 B,6,8,1,1,3,,,,,5 2.68 24
Biomedical Engineering - BMED 3300 C,7,5,7,3,,,,,,2 2.73 24
Biomedical Engineering - BMED 3300 D,8,6,1,1,6,,,,,2 2.41 24
Biomedical Engineering - BMED 3300 E,6,2,7,2,2,,,,,5 2.42 24
Biomedical Engineering - BMED 3400 A,5,10,4,3,1,,,,,1 2.65 24
Biomedical Engineering - BMED 3400 B,5,5,2,1,,,,,,1 3.08 14
Biomedical Engineering - BMED 3400 C,7,11,5,3,1,,,,,1 2.74 28
Biomedical Engineering - BMED 3400 D,6,11,5,1,2,,,,,2 2.72 27
Biomedical Engineering - BMED 3400 E,16,16,13,1,2,,,,,2.90 48
Biomedical Engineering - BMED 3510 A,10,15,9,4,2,,,,,1 2.68 41
Biomedical Engineering - BMED 3510 B,6,11,11,6,5,,,,,2.18 39
Biomedical Engineering - BMED 3510 C,14,16,9,6,,,,,,1 2.84 46
Biomedical Engineering - BMED 3600 A,4,21,6,,1,,,,,2.84 32
Biomedical Engineering - BMED 3600 B,15,14,11,2,,,,,,1 3.00 43
Biomedical Engineering - BMED 3600 C,7,14,9,,,,,,,1 2.93 31
Biomedical Engineering - BMED 3610 A,1,16,2,,1,,,,,2.80 20
Biomedical Engineering - BMED 3610 B,3,14,4,1,,,,,,2.86 22
Biomedical Engineering - BMED 3610 C,7,8,4,1,,,,,,3.05 20
Biomedical Engineering - BMED 3610 D,10,10,,,,,,,,3.50 20
Biomedical Engineering - BMED 3610 E,3,16,3,,,,,,,3.00 22
Biomedical Engineering - BMED 3610 F,2,4,2,1,,,,,,2.78 9
Biomedical Engineering - BMED 4602 A,10,9,5,,,,,,,3.21 24
Biomedical Engineering - BMED 4602 B,6,12,5,,,,,,,1 3.04 24
Biomedical Engineering - BMED 4602 B,A6,1B2,C5,D,F,I,S,U,V,W1 A3v.e0r4. To2ta4
Biomedical Engineering - BMED 4602 D,17,9,,,,,,,,3.65 26
Biomedical Engineering - BMED 4602 IP,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4698 BAR,,,,,,,,,3,3
Biomedical Engineering - BMED 4698 BOT,,,,,,,,,2,2
Biomedical Engineering - BMED 4698 BUT,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 DAV,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 GUL,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 LAM,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 MAY,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 MCD,,,,,,,,,2,2
Biomedical Engineering - BMED 4698 MIT,,,,,,,,,3,3
Biomedical Engineering - BMED 4698 PLA,,,,,,,,,2,2
Biomedical Engineering - BMED 4698 ROY,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 STA,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 SUN,,,,,,,,,2,2
Biomedical Engineering - BMED 4698 YOG,,,,,,,,,1,1
Biomedical Engineering - BMED 4699 BAB,3,,,,,,,,,4.00 3
Biomedical Engineering - BMED 4699 BAO,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 4699 BAR,6,,,,,,,,,4.00 6
Biomedical Engineering - BMED 4699 BEL,4,,,,,,,,,4.00 4
Biomedical Engineering - BMED 4699 BOR,3,,,,,,,,,4.00 3
Biomedical Engineering - BMED 4699 BOT,5,,,,,,,,,4.00 5
Biomedical Engineering - BMED 4699 BUT,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 DAV,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 DEW,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 GLE,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 GRO,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 4699 GUL,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 4699 GUP,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 KE,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 4699 KEM,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 4699 KMP,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 LAM,6,,,,,,,,,4.00 6
Biomedical Engineering - BMED 4699 LAP,8,,,,,,,,,4.00 8
Biomedical Engineering - BMED 4699 MAY,2,1,,,,,,,,3.67 3
Biomedical Engineering - BMED 4699 MCD,6,,,,,,,,,4.00 6
Biomedical Engineering - BMED 4699 MIM,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 MIT,13,,,,,,,,,4.00 13
Biomedical Engineering - BMED 4699 MUR,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 NIC,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 OSH,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 OTS,1,,1,,,,,,,3.00 2
Biomedical Engineering - BMED 4699 PLA,3,,,,,,,,,4.00 3
Biomedical Engineering - BMED 4699 PNT,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 SNT,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 SUL,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 4699 SUN,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 TIN,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 VOI,3,,,,,,,,,4.00 3
Biomedical Engineering - BMED 4699 XIA,,,,,,,,,,1 1
Biomedical Engineering - BMED 4699 YOG,7,1,,,,,,,,3.88 8
Biomedical Engineering - BMED 4699 ZHU,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4740 A,4,2,,,,,,,,3.67 6
Biomedical Engineering - BMED 4751 A,12,13,9,7,3,,,,,2 2.55 46
Biomedical Engineering - BMED 4752 A,38,19,3,,1,,,,,1 3.52 62
Biomedical Engineering - BMED 4752 B,,,,,,,,,1,1
Biomedical Engineering - BMED 4757 A,21,15,,,,,,,,3.58 36
Biomedical Engineering - BMED 4758 A,9,9,3,,,,,,,1 3.29 22
Biomedical Engineering - BMED 4758 A,A,B,C,D,F,I,S,U,V,W Aver. Tota
Biomedical Engineering - BMED 4781 A,15,7,,,,,,,,2 3.68 24
Biomedical Engineering - BMED 4784 A,12,4,1,1,,,,,,3.50 18
Biomedical Engineering - BMED 4803 GLE,24,15,1,,,,,,,3.58 40
Biomedical Engineering - BMED 4813 A,30,3,2,1,,,,,,3.72 36
Biomedical Engineering - BMED 4823 A,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 4843 A,9,,,,,,,,,4.00 9
Biomedical Engineering - BMED 4843 B,8,,,,,,,,,4.00 8
Biomedical Engineering - BMED 4901 KHA,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4901 SUC,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 6210 A,4,4,,,,,,,,3.50 8
Biomedical Engineering - BMED 6501 A,10,11,,,,,,,,3.48 21
Biomedical Engineering - BMED 6502 A,21,,,,,,,,,4.00 21
Biomedical Engineering - BMED 6503 A,12,9,,,,,,,,3.57 21
Biomedical Engineering - BMED 6504 A,10,11,,,,,,,,3.48 21
Biomedical Engineering - BMED 6743 A,3,2,,,,,,,,3.60 5
Biomedical Engineering - BMED 6753 A,2,3,,,,,,,,3.40 5
Biomedical Engineering - BMED 6782 A,7,3,,,,,,,,3.70 10
Biomedical Engineering - BMED 6789 A,3,1,,,,,,,,1 3.75 5
Biomedical Engineering - BMED 6793 A,14,1,,,,,,,,1 3.93 16
Biomedical Engineering - BMED 6799 TSA,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 7000 ETH,,,,,,,1,,,1
Biomedical Engineering - BMED 7000 KEI,,,,,,,1,,,1
Biomedical Engineering - BMED 7000 RBU,,,,,,,,1,,1
Biomedical Engineering - BMED 7001 A,,,,,,,63,1,,64
Biomedical Engineering - BMED 7002 0,,,,,,,26,,,26
Biomedical Engineering - BMED 7003 0,,,,,,,1,,,1
Biomedical Engineering - BMED 7011 A,10,,,,,,,,,4.00 10
Biomedical Engineering - BMED 7013 0,20,,,,,,,,,4.00 20
Biomedical Engineering - BMED 7101 A,6,1,,,,,,,,3.86 7
Biomedical Engineering - BMED 7610 A,20,2,,,,,,,,2 3.91 24
Biomedical Engineering - BMED 8813 IMA,3,2,,,,,,,,3.60 5
Biomedical Engineering - BMED 8813 STB,11,,,,,,,,,4.00 11
Biomedical Engineering - BMED 8901 WAN,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 9000 AGA,,,,,,,5,,,5
Biomedical Engineering - BMED 9000 AYO,,,,,,,2,,,2
Biomedical Engineering - BMED 9000 BAR,,,,,,,4,,,4
Biomedical Engineering - BMED 9000 BBO,,,,,,,3,,,3
Biomedical Engineering - BMED 9000 BOT,,,,,,,7,,,7
Biomedical Engineering - BMED 9000 BOU,,,,,,,2,,,2
Biomedical Engineering - BMED 9000 BVI,,,,,,,1,,,1
Biomedical Engineering - BMED 9000 CKE,,,,,,,2,,,2
Biomedical Engineering - BMED 9000 CZH,,,,,,,7,,,7
