"",A,B,C,D,F,I,S,U,V,W Aver. Total
Electrical & Computer Engr - ECE 9000 D06,,,,,,,6,,,6
Electrical & Computer Engr - ECE 9000 D06,A,B,C,D,F,I,S,U,V,W Aver. Total
Electrical & Computer Engr - ECE 9000 D07,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 D08,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 D09,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 D10,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 D12,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 D14,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 E01,,,,,,,7,,,7
Electrical & Computer Engr - ECE 9000 E03,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 F04,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 G01,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 G04,,,,,,,7,,,7
Electrical & Computer Engr - ECE 9000 G05,,,,,,,9,,,9
Electrical & Computer Engr - ECE 9000 H01,,,,,,,,1,,1
Electrical & Computer Engr - ECE 9000 H03,,,,,,,6,,,6
Electrical & Computer Engr - ECE 9000 H04,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 H13,,,,,,,6,,,6
Electrical & Computer Engr - ECE 9000 I01,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 I02,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 J06,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 K05,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 K06,,,,,,,7,,,7
Electrical & Computer Engr - ECE 9000 K10,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 L01,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 L04,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 L05,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 L06,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 L08,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 M04,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 M07,,,,,,,9,,,9
Electrical & Computer Engr - ECE 9000 M14,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 M15,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 M17,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 M18,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 M19,,,,,,,8,,,8
Electrical & Computer Engr - ECE 9000 N01,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 O01,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 P05,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 R01,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 R03,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 R04,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 R05,,,,,,,6,,,6
Electrical & Computer Engr - ECE 9000 R08,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 R09,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 R11,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 S03,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 S05,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 S08,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 S10,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 S11,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 S17,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 S18,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 S19,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 S21,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 S22,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 T01,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 T02,,,,,,,6,,,6
Electrical & Computer Engr - ECE 9000 T04,,,,,,,9,,,9
Electrical & Computer Engr - ECE 9000 T10,,,,,,,,1,,1
Electrical & Computer Engr - ECE 9000 T10,A,B,C,D,F,I,S,U1,V,W Aver. Tota1l
Electrical & Computer Engr - ECE 9000 T11,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 V03,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 V06,,,,,,,4,1,,5
Electrical & Computer Engr - ECE 9000 W01,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 W03,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 W06,,,,,,,,1,,1
Electrical & Computer Engr - ECE 9000 W10,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 Y01,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 Y02,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 Z02,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 Z05,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 Z06,,,,,,,6,,,6
Electrical & Computer Engr - ECE 9000 Z07,,,,,,,2,,,2
English - ENGL 1101 SF1,8,15,2,,,,,,,3.24 25
English - ENGL 1101 SF2,11,10,,,,,,,,3.52 21
English - ENGL 1101 SF3,3,15,5,,,,,,,2.91 23
English - ENGL 1101 SF4,10,12,3,,,,,,,3.28 25
English - ENGL 1102 LS1,14,4,2,,,,,,,1 3.60 21
English - ENGL 1102 LS2,5,2,2,,,,,,,3.33 9
English - ENGL 1102 LS3,8,1,,,,,,,,3.89 9
English - ENGL 1102 QUP,8,2,2,,,,,,,3.50 12
English - ENGL 1102 SF1,25,,,,,,,,,4.00 25
English - ENGL 1102 SPC,1,,,,,,,,,4.00 1
French - FREN 1001 C,1,1,1,,,,2,,1,1 3.00 7
French - FREN 1001 G,6,,,,,,1,,,2 4.00 9
French - FREN 1001 R,18,,,1,,,,,,3.84 19
French - FREN 1001 R2,20,3,,,,,,,,3.87 23
French - FREN 1001 RBT,1,3,1,1,,,,,,2.67 6
French - FREN 1002 R,20,6,,,,,,,,3.77 26
French - FREN 2001 R,8,2,,,,,,,,3.80 10
French - FREN 2005 RLY,4,,,,,,,,,4.00 4
French - FREN 3014 R,9,,,,,,,,,4.00 9
French - FREN 3691 RLY,20,,,,,,,,,4.00 20
French - FREN 3692 RLY,16,,,,,,,,,4.00 16
French - FREN 3693 RLY,16,,,,,,,,,4.00 16
French - FREN 3694 RLY,20,,,,,,,,,4.00 20
French - FREN 3813 R,1,,,,,,,,,4.00 1
French - FREN 4699 A,1,,,,,,,,,4.00 1
Georgia Tech - GT 2100 A,,,,,,,8,,,1 9
Georgia Tech - GT 2694 A,,,,,,,,,1,1
Georgia Tech - GT 4694 A,,,,,,,,,31,31
Georgia Tech - GT 4823 A,13,,,,,,,,,4.00 13
Georgia Tech Lorraine - GTL 2000 R,243,2,,,,,,,,3.99 245
German - GRMN 1001 B,3,,,,,,,,1,2 4.00 6
German - GRMN 1002 B,3,,,,,,1,,2,1 4.00 7
German - GRMN 2001 E,3,,1,,,,,,,3.50 4
German - GRMN 3695 RGR,16,9,,,,,1,,,3.64 26
German - GRMN 3696 RGR,15,10,,,,,1,,,3.60 26
German - GRMN 4691 RGR,7,17,,,,,,,,1 3.29 25
German - GRMN 4693 RGR,13,7,1,,,,1,,,3.57 22
German - GRMN 4813 RGR,,,,,,,1,,,1
History - HIST 2111 A,16,8,3,,,,,,,2 3.48 29
History - HIST 2111 B,8,1,,,,,,,,3.89 9
History - HIST 2112 A,17,3,1,,,,,,,3 3.76 24
History - HIST 2112 B,32,8,2,,1,,,,,1 3.63 44
History - HIST 2112 QUP,26,15,4,,1,,,,,1 3.41 47
History - HIST 2112 SF1,27,11,1,,,,,,,3.67 39
"History, Technology & Society - HTS 2007 B",5,3,,,,,,,,3.63 8
"History, Technology & Society - HTS 2007 B",A,B,C,D,F,I,S,U,V,W Aver. Total
"History, Technology & Society - HTS 2007 S.",12,5,4,,,,,,,1 3.38 22
"History, Technology & Society - HTS 2013 A",5,3,1,,,,,,,2 3.44 11
"History, Technology & Society - HTS 2013 S.",9,8,2,,,,,,,3.37 19
"History, Technology & Society - HTS 2037 R",35,20,3,2,,,,,,3.47 60
"History, Technology & Society - HTS 2041 A",6,4,2,,,,,,,3 3.33 15
"History, Technology & Society - HTS 2041 S.",17,4,1,,,,,,,3.73 22
"History, Technology & Society - HTS 2062 R",11,13,1,1,,,,,,3.31 26
"History, Technology & Society - HTS 2084 R.",12,15,,,,,,,,3.44 27
"History, Technology & Society - HTS 2085 A",7,3,,,,,1,,,3.70 11
"History, Technology & Society - HTS 3009 A",7,4,1,,,,2,,,1 3.50 15
"History, Technology & Society - HTS 3015 A",19,3,2,,,,2,,2,1 3.71 29
"History, Technology & Society - HTS 3015 .",15,3,3,,,,1,,,1 3.57 23
"History, Technology & Society - HTS 3033 R",7,16,2,,,,,,,3.20 25
"History, Technology & Society - HTS 3065 A",33,4,1,,,,1,,,1 3.84 40
"History, Technology & Society - HTS 3068 A",4,1,1,1,,,,,,3.14 7
"History, Technology & Society - HTS 3068 SF",15,13,,,,,,,,3.54 28
"History, Technology & Society - HTS 3080 R",21,8,6,,,,,,,3.43 35
"History, Technology & Society - HTS 3082 R",17,,,,,,,,,4.00 17
"History, Technology & Society - HTS 3089 A",,3,,,,,,,,3.00 3
"History, Technology & Society - HTS 3089 .",12,2,1,,,,,,,1 3.73 16
"History, Technology & Society - HTS 4698 JS",,,,,,,,,1,1
"History, Technology & Society - HTS 4926 .",,1,,,,,,,,3.00 1
"History, Technology & Society - HTS 4990 .",,,,,,,2,,,2
"History, Technology & Society - HTS 8902 K.",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 8997 A",,,,,,,,,3,3
"History, Technology & Society - HTS 8998 A",,,,,,,,,5,5
"History, Technology & Society - HTS 9000 A",,,,,,,10,,,10
Industrial & Systems Engr - ISYE 2027 A,10,13,11,4,1,,,,,3 2.69 42
Industrial & Systems Engr - ISYE 2028 A,21,26,16,4,2,,,,,2.87 69
Industrial & Systems Engr - ISYE 2028 R,11,12,2,,,,,,,3.36 25
Industrial & Systems Engr - ISYE 3025 A,40,13,9,2,1,,,,,3 3.37 68
Industrial & Systems Engr - ISYE 3025 QUP,20,4,5,,,,,,,5 3.52 34
Industrial & Systems Engr - ISYE 3039 A,16,11,6,,1,,,,,3 3.21 37
Industrial & Systems Engr - ISYE 3039 R,20,12,5,,,,,,,3.41 37
Industrial & Systems Engr - ISYE 3044 A,10,7,6,2,,,,,,2 3.00 27
Industrial & Systems Engr - ISYE 3103 A,12,14,12,2,1,,,,,2.83 41
Industrial & Systems Engr - ISYE 3103 R,9,10,2,1,,,,,,3.23 22
Industrial & Systems Engr - ISYE 3104 A,6,3,6,13,5,,,,,4 1.76 37
Industrial & Systems Engr - ISYE 3133 A,12,23,14,2,1,,,,,4 2.83 56
Industrial & Systems Engr - ISYE 3133 QUP,3,4,2,,,,,,,1 3.11 10
Industrial & Systems Engr - ISYE 3232 A,17,20,8,3,2,,,,,2 2.94 52
Industrial & Systems Engr - ISYE 3770 A,20,24,13,6,1,,,,,8 2.88 72
Industrial & Systems Engr - ISYE 3770 QUP,15,5,10,2,,,,,,3 3.03 35
Industrial & Systems Engr - ISYE 3770 R1,19,6,5,2,,,,,,3.31 32
Industrial & Systems Engr - ISYE 3770 R2,19,8,8,,,,,,,3.31 35
Industrial & Systems Engr - ISYE 4031 A,16,8,3,2,4,,,,,1 2.91 34
Industrial & Systems Engr - ISYE 4311 A,2,5,4,4,,,,,,4 2.33 19
Industrial & Systems Engr - ISYE 4311 R,7,8,10,,,,,,,1 2.88 26
Industrial & Systems Engr - ISYE 4698 MEI,,,,,,,,,1,1
Industrial & Systems Engr - ISYE 4699 LEE,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 4699 NAZ,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 4699 SOK,1,,,,,,,,,4.00 1
Industrial & Systems Engr - ISYE 4699 XIE,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 4800 A,,,,,,,,,169,1 170
Industrial & Systems Engr - ISYE 4800 R,,,,,,,,,9,9
Industrial & Systems Engr - ISYE 4803 R,14,8,4,,,,,,,3.38 26
Industrial & Systems Engr - ISYE 4813 R,4,,,,,,,,,4.00 4
Industrial & Systems Engr - ISYE 6225 A,4,3,6,1,,,,,,1 2.71 15
Industrial & Systems Engr - ISYE 6225 A,A,B,C,D,F,I,S,U,V,W Aver. Total
Industrial & Systems Engr - ISYE 6227 Q,3,12,1,,,,,,,1 3.13 17
Industrial & Systems Engr - ISYE 6227 RSZ,6,4,,,,,,,,3.60 10
Industrial & Systems Engr - ISYE 6341 A,42,1,,,,,,,,3.98 43
Industrial & Systems Engr - ISYE 6342 A,21,22,,,,,,,,3.49 43
Industrial & Systems Engr - ISYE 6414 A,22,1,,,,,,,,3 3.96 26
Industrial & Systems Engr - ISYE 6414 Q,17,1,,,,,,,,3.94 18
Industrial & Systems Engr - ISYE 6739 Q,12,4,,,,,,,,1 3.75 17
Industrial & Systems Engr - ISYE 6785 RSZ,5,,,,,,,,,1 4.00 6
Industrial & Systems Engr - ISYE 8803 AP1,6,,,,,,,,,4.00 6
Industrial & Systems Engr - ISYE 8803 AP2,6,,,,,,,,,4.00 6
Industrial & Systems Engr - ISYE 8900 HAA,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 8900 KES,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 8900 MCG,1,,,,,,,,,4.00 1
Industrial & Systems Engr - ISYE 8900 XIE,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 8901 LEE,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 8901 POK,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 AHM,,,,,,,3,,,3
Industrial & Systems Engr - ISYE 9000 AYE,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 AYH,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 DEY,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 DIA,,,,,,,,1,,1
Industrial & Systems Engr - ISYE 9000 ERE,,,,,,,3,,,3
Industrial & Systems Engr - ISYE 9000 GD1,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 GD2,,,,,,,3,,,3
Industrial & Systems Engr - ISYE 9000 GEB,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 HAA,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 KES,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 KIM,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 KLE,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 LEE,,,,,,,6,,,6
Industrial & Systems Engr - ISYE 9000 MCG,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 MEI,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 NM1,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 NM2,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 PAY,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 REV,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 SAV,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 SER,,,,,,,3,,,3
Industrial & Systems Engr - ISYE 9000 SHI,,,,,,,3,,,3
Industrial & Systems Engr - ISYE 9000 SOK,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 SUN,,,,,,,,1,,1
Industrial & Systems Engr - ISYE 9000 SWA,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 THO,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 TOR,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 TOV,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 VEN,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 WHI,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 WUC,,,,,,,3,,,3
Industrial & Systems Engr - ISYE 9000 ZHA,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 ZOE,,,,,,,3,,,3
Industrial Design - ID 2202 A,73,19,1,,,,1,,,3.77 94
Industrial Design - ID 2202 QUP,44,11,4,1,1,,4,,,3 3.57 68
Industrial Design - ID 2401 A,13,,,,,,1,,,2 4.00 16
Industrial Design - ID 2401 B,,,,,,,,,1,1
Industrial Design - ID 2699 GK,,,,,,,1,,,1
Industrial Design - ID 4833 ATD,4,4,1,,,,,,,2 3.33 11
Industrial Design - ID 4901 OZA,1,,,,,,,,,4.00 1
Industrial Design - ID 6400 JSC,1,,,,,,,,,4.00 1
Industrial Design - ID 6400 JSC,A,B,C,D,F,I,S,U,V,W Aver. Total
Industrial Design - ID 6400 SHS,,1,,,,,,,,3.00 1
Industrial Design - ID 7000 JAS,,,,,,,1,,,1
Industrial Design - ID 7000 SHS,,,,,,,2,,,2
Int'l Plan Intern Abroad - IPIN 3011 RM,,,,,,,,,1,1
Int'l Plan-Study Abroad - IPSA 3012 A,,,,,,,,,19,19
Int'l Plan-Study Abroad - IPSA 3012 B,,,,,,,,,3,3
International Affairs - INTA 1200 LS,2,3,,,,,,,,1 3.40 6
International Affairs - INTA 1200 SF,41,10,1,,,,,,,3.77 52
International Affairs - INTA 2100 A,110,17,3,,,,5,,,4 3.82 139
International Affairs - INTA 2220 A,33,9,5,,,,,,,1 3.60 48
International Affairs - INTA 2803 RBE,8,,,,,,,,,4.00 8
International Affairs - INTA 2903 GH,1,,,,,,,,,4.00 1
International Affairs - INTA 3101 R,5,3,,,,,,,,3.63 8
International Affairs - INTA 3110 A,19,2,,,,,,,,3.90 21
International Affairs - INTA 3131 R,8,,,,,,,,,4.00 8
International Affairs - INTA 3203 A,18,,,,,,1,,,4.00 19
International Affairs - INTA 3203 R,7,15,3,,,,,,,3.16 25
International Affairs - INTA 3242 RAR,12,,,,,,,,,4.00 12
International Affairs - INTA 3303 RAR,9,,,,,,,,,4.00 9
International Affairs - INTA 4040 R,20,5,,,,,,,,3.80 25
International Affairs - INTA 4050 R,6,2,,,,,,,,3.75 8
International Affairs - INTA 4121 R,22,,,,,,,,,4.00 22
International Affairs - INTA 4230 R,22,,,,,,,,,4.00 22
International Affairs - INTA 4340 RAR,7,,,,,,,,,4.00 7
International Affairs - INTA 4803 RAR,10,2,,,,,,,,3.83 12
International Affairs - INTA 4803 RBE,14,,,,,,,,,4.00 14
International Affairs - INTA 4833 R,22,,,,,,,,,4.00 22
International Affairs - INTA 4901 SJ,2,1,,,,,,,,3.67 3
International Affairs - INTA 4903 AH,1,,,,,,,,,4.00 1
International Affairs - INTA 6121 R,2,,,,,,,,,4.00 2
International Affairs - INTA 6320 R,2,,,,,,,,,4.00 2
International Affairs - INTA 8803 RBE,1,,,,,,,,,4.00 1
International Affairs - INTA 8813 MS,6,,,,,,,,,4.00 6
International Affairs - INTA 8813 R,1,,,,,,,,,4.00 1
International Affairs - INTA 8997 JS,,,,,,,,,1,1
International Affairs - INTA 8998 A,,,,,,,,,2,2
International Affairs - INTA 9000 AS,,,,,,,1,,,1
International Affairs - INTA 9000 DB,,,,,,,1,,,1
International Affairs - INTA 9000 KB,,,,,,,1,,,1
International Affairs - INTA 9000 PB,,,,,,,1,,,1
International Logistics - IL 6464 A,11,,,,,,,,,4.00 11
International Logistics - IL 6466 A,11,,,,,,,,,4.00 11
International Logistics - IL 6468 A,9,2,,,,,,,,3.82 11
International Logistics - IL 6476 A,11,,,,,,,,,4.00 11
International Logistics - IL 6484 A,11,,,,,,,,,4.00 11
Internship - INTN 2000 DL,,,,,,,,,2,2
Internship - INTN 2000 ED,,,,,,,,,11,11
Internship - INTN 2000 KH,,,,,,,,,18,18
Internship - INTN 2000 RR,,,,,,,,,6,6
Internship - INTN 2000 SA,,,,,,,,,5,5
Internship - INTN 2000 TP,,,,,,,,,13,13
Internship - INTN 2000 WT,,,,,,,,,2,2
Internship - INTN 2006 ED,,,,,,,,,1,1
Internship - INTN 2006 RR,,,,,,,,,1,1
Internship - INTN 2006 SA,,,,,,,,,1,1
Internship - INTN 2006 TP,,,,,,,,,1,1
Internship - INTN 2009 KH,,,,,,,,,2,2
Internship - INTN 2009 WT,,,,,,,,,1,1
Internship - INTN 2009 WT,A,B,C,D,F,I,S,U,V,W Aver. Total
Internship - INTN 3011 JE,,,,,,,,,33,33
Internship - INTN 3016 JE,,,,,,,,,5,5
Internship - INTN 3019 JE,,,,,,,,,9,9
Internship - INTN 4000 DL,,,,,,,,,52,52
Internship - INTN 4000 ED,,,,,,,,,59,1 60
Internship - INTN 4000 KH,,,,,,,,,99,99
Internship - INTN 4000 RR,,,,,,,,,96,96
Internship - INTN 4000 SA,,,,,,,,,64,64
Internship - INTN 4000 TP,,,,,,,,,76,76
Internship - INTN 4000 WT,,,,,,,,,24,24
Internship - INTN 4006 DL,,,,,,,,,15,15
Internship - INTN 4006 ED,,,,,,,,,4,4
Internship - INTN 4006 KH,,,,,,,,,5,5
Internship - INTN 4006 RR,,,,,,,,,6,6
Internship - INTN 4006 SA,,,,,,,,,7,7
Internship - INTN 4006 TP,,,,,,,,,2,2
Internship - INTN 4006 WT,,,,,,,,,5,5
Internship - INTN 4009 DL,,,,,,,,,1,1
Internship - INTN 4009 KH,,,,,,,,,2,2
Internship - INTN 4009 TP,,,,,,,,,2,2
Internship - INTN 4009 WT,,,,,,,,,3,3
Intl Executive MBA - IMBA 6061 A,42,13,3,,,,,,,3.67 58
Intl Executive MBA - IMBA 6061 B,54,7,,,,,,,,3.89 61
Intl Executive MBA - IMBA 6081 B,50,10,1,,,,,,,3.80 61
Intl Executive MBA - IMBA 6250 A,44,14,,,,,,,,3.76 58
Intl Executive MBA - IMBA 6401 A,,,,,,,58,,,58
Intl Executive MBA - IMBA 6411 A,58,,,,,,,,,4.00 58
Japanese - JAPN 1001 UA,1,1,,,,,1,,1,3.50 4
Japanese - JAPN 1001 UAA,4,2,,,,,,,,3.67 6
Japanese - JAPN 1002 UAA,4,1,,,,,,,,1 3.80 6
Japanese - JAPN 1002 UU,,1,,,,,,,,3.00 1
Japanese - JAPN 2001 UA,4,,,,,,,,1,4.00 5
Japanese - JAPN 2001 UAA,3,1,,,,,,,,3.75 4
Japanese - JAPN 2001 UU,,1,,,,,,,,3.00 1
Japanese - JAPN 2002 UAA,2,,,,,,,,,1 4.00 3
Japanese - JAPN 3691 RJP,13,2,2,,,,,,,3.65 17
Japanese - JAPN 3692 RJP,11,5,1,,,,,,,3.59 17
Japanese - JAPN 3693 RJP,17,,,,,,,,,4.00 17
Japanese - JAPN 3813 RJP,10,,,,,,,,,4.00 10
Korean - KOR 1001 B,4,1,,,,,,,,3.80 5
Korean - KOR 1002 B,2,,,1,,,1,,,3.00 4
Korean - KOR 2813 A,4,,,,,,,,,4.00 4
Korean - KOR 2813 B,4,,,,,,,,,4.00 4
Korean - KOR 3691 RKO,4,1,,,,,,,,3.80 5
Korean - KOR 3692 RKO,2,1,,,,,,,,3.67 3
Korean - KOR 3693 RKO,9,,,,,,,,,4.00 9
Linguistics - LING 2100 E,4,3,,,,,,1,,3.57 8
"Literature, Media & Comm - LMC 2200 LS",21,7,1,1,,,,,,2 3.60 32
"Literature, Media & Comm - LMC 2400 LS1",10,17,,,,,,,,2 3.37 29
"Literature, Media & Comm - LMC 2500 LS",17,14,,,,,,,,1 3.55 32
"Literature, Media & Comm - LMC 2661 A",,,,,,,7,,,7
"Literature, Media & Comm - LMC 2662 A",,,,,,,2,,,2
"Literature, Media & Comm - LMC 2699 A",1,,,,,,,,,4.00 1
"Literature, Media & Comm - LMC 3110 LS",12,5,2,1,1,,,,,2 3.24 23
"Literature, Media & Comm - LMC 3204 LS",7,,,,,,,,,4.00 7
"Literature, Media & Comm - LMC 3214 LS",23,6,1,,,,,,,2 3.73 32
"Literature, Media & Comm - LMC 3214 LS1",10,,,1,,,,,,3.73 11
"Literature, Media & Comm - LMC 3214 QUP",20,4,,,,,,,,3.83 24
"Literature, Media & Comm - LMC 3214 QUP",A,B,C,D,F,I,S,U,V,W Aver. Total
"Literature, Media & Comm - LMC 3234 LS",7,2,1,,,,,,,3.60 10
"Literature, Media & Comm - LMC 3257 LS1",7,13,2,,1,,,,,1 3.09 24
"Literature, Media & Comm - LMC 3314 LS",5,4,,,,,,,,2 3.56 11
"Literature, Media & Comm - LMC 3318 LS",16,4,1,,,,,,,3 3.71 24
"Literature, Media & Comm - LMC 3318 RCH",19,1,,,,,,,,3.95 20
"Literature, Media & Comm - LMC 3403 LS",5,12,4,,1,,,,,1 2.91 23
"Literature, Media & Comm - LMC 3403 SS2",4,14,2,,,,,,,2 3.10 22
"Literature, Media & Comm - LMC 3406 LS",11,,1,,,,,,,3.83 12
"Literature, Media & Comm - LMC 3431 JIA",3,2,,,,,,,,1 3.60 6
"Literature, Media & Comm - LMC 3432 JDA",18,6,,,,,,,,3.75 24
"Literature, Media & Comm - LMC 3506 LS",15,,,,,,,,,3 4.00 18
"Literature, Media & Comm - LMC 4102 A",1,,,,,,,,,4.00 1
"Literature, Media & Comm - LMC 4701 A",6,,,,,,,,,4.00 6
"Literature, Media & Comm - LMC 4702 B",2,,,,,,,,,4.00 2
"Literature, Media & Comm - LMC 4731 LS",2,,,,,,,,,4.00 2
"Literature, Media & Comm - LMC 4904 A",,,,,,,1,,,1
"Literature, Media & Comm - LMC 4904 QUP",,,,,,,1,,,1
"Literature, Media & Comm - LMC 7000 MN",,,,,,,1,,,1
"Literature, Media & Comm - LMC 7999 MN",,,,,,,2,,,2
"Literature, Media & Comm - LMC 8910 IB",1,,,,,,,,,4.00 1
"Literature, Media & Comm - LMC 8910 LY",2,,,,,,,,,4.00 2
"Literature, Media & Comm - LMC 8910 MN",2,3,,,,,,,,3.40 5
"Literature, Media & Comm - LMC 8998 MN",,,,,,,,,10,10
"Literature, Media & Comm - LMC 8999 MN",,,,,,,1,,,1
"Literature, Media & Comm - LMC 9000 MN",,,,,,,4,,,4
Management - MGT 2106 ES,8,1,,,,,,,1,1 3.89 11
Management - MGT 2200 LS,10,4,1,,,,,,1,3 3.60 19
Management - MGT 2250 A,19,10,,,,,,,,3 3.66 32
Management - MGT 2251 ES,14,11,3,,,,,,,3.39 28
Management - MGT 2599 TSA,,,,,,,1,,,1
Management - MGT 3062 ES,28,16,5,,,,,,,3.47 49
Management - MGT 3076 LS,6,2,,,,,,,,1 3.75 9
Management - MGT 3101 ES,8,11,1,,,,,,,3.35 20
Management - MGT 3102 LS,22,15,7,3,,,,,,1 3.19 48
Management - MGT 3150 R,20,6,,,,,,,,3.77 26
Management - MGT 3150 TSA,19,9,6,,,,,,,1 3.38 35
Management - MGT 3300 A,15,19,10,,,,,,,2 3.11 46
Management - MGT 3310 ES,9,7,,,,,,,,3.56 16
Management - MGT 3501 ES,22,6,,,,,,,,3.79 28
Management - MGT 3599 LS,29,2,1,,,,,,,2 3.88 34
Management - MGT 3660 ES,31,16,6,4,,,2,,,2 3.30 61
Management - MGT 3660 R1,25,5,,,,,,,,3.83 30
Management - MGT 3660 R2,23,5,,,,,,,,3.82 28
Management - MGT 3660 R3,8,8,,,,,,,,3.50 16
Management - MGT 3662 R,25,,,,,,,,,4.00 25
Management - MGT 4047 A,12,2,,1,,,,,,3.67 15
Management - MGT 4056 R,11,,,,,,,,,4.00 11
Management - MGT 4102 A,5,6,,,,,1,,,3.45 12
Management - MGT 4191 R,12,,,,,,,,,4.00 12
Management - MGT 4192 R,2,,,,,,,,,4.00 2
Management - MGT 4195 A,16,20,,,,,,,,1 3.44 37
Management - MGT 4311 A,4,11,2,2,,,,1,,1 2.89 21
