"",A,B,C,D,F,I,S,U,V,W Aver. Total
Mathematics - MATH 8900 SHO,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 TET,2,,,,,,,,,4.00 2
Mathematics - MATH 8900 TRO,2,,,,,,,,,4.00 2
Mathematics - MATH 8900 WIC,5,,,,,,,,,4.00 5
Mathematics - MATH 8900 YI,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 YU,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 ZEN,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 ZHO,2,,,,,,,,,4.00 2
Mathematics - MATH 8901 VH,1,,,,,,,,,4.00 1
Mathematics - MATH 8997 A,,,,,,,,,28,28
Mathematics - MATH 8998 A,,,,,,,,,9,9
Mathematics - MATH 9000 BAN,,,,,,,1,,,1
Mathematics - MATH 9000 BAR,,,,,,,1,,,1
Mathematics - MATH 9000 BON,,,,,,,1,,,1
Mathematics - MATH 9000 BUN,,,,,,,1,,,1
Mathematics - MATH 9000 DIE,,,,,,,1,,,1
Mathematics - MATH 9000 ETN,,,,,,,3,,,3
Mathematics - MATH 9000 GAN,,,,,,,1,,,1
Mathematics - MATH 9000 GAR,,,,,,,1,,,1
Mathematics - MATH 9000 HOU,,,,,,,1,,,1
Mathematics - MATH 9000 KOL,,,,,,,1,,,1
Mathematics - MATH 9000 LEY,,,,,,,1,,,1
Mathematics - MATH 9000 LLA,,,,,,,1,,,1
Mathematics - MATH 9000 LOS,,,,,,,1,,,1
Mathematics - MATH 9000 SHO,,,,,,,1,,,1
Mathematics - MATH 9000 THO,,,,,,,1,,,1
Mathematics - MATH 9000 WIC,,,,,,,2,,,2
Mechanical Engineering - ME 1770 A,23,1,,,,,,,,3.96 24
Mechanical Engineering - ME 1770 B,21,2,,,,,,,,3.91 23
Mechanical Engineering - ME 2016 A,26,22,8,7,1,,,,,2 3.02 66
Mechanical Engineering - ME 2110 A,12,4,3,,,,,,,3.47 19
Mechanical Engineering - ME 2110 B,10,7,2,,,,,,,3.42 19
Mechanical Engineering - ME 2110 C,12,6,1,1,,,,,,3.45 20
Mechanical Engineering - ME 2110 D,11,5,3,,,,,,,3.42 19
Mechanical Engineering - ME 2202 A,4,21,28,1,,,,,,3 2.52 57
Mechanical Engineering - ME 2698 PUC,,,,,,,,,1,1
Mechanical Engineering - ME 2699 ANT,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 2699 CHE,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 2699 HU,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 2699 KAL,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 2699 LIE,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 2699 SAB,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 2699 SU6,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 2699 SUL,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 2699 YCH,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 2699 ZIN,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 3017 A,21,13,6,6,3,,,,,6 2.88 55
Mechanical Engineering - ME 3057 A,13,2,,,,,,,,3.87 15
Mechanical Engineering - ME 3057 B,8,5,,1,,,,,,3.43 14
Mechanical Engineering - ME 3057 C,9,2,1,,1,,,,,3.38 13
Mechanical Engineering - ME 3057 D,9,2,1,,,,,,,3.67 12
Mechanical Engineering - ME 3057 D,A,B,C,D,F,I,S,U,V,W Aver. Total
Mechanical Engineering - ME 3180 A,19,17,11,3,6,,,,,1 2.71 57
Mechanical Engineering - ME 3210 A,29,27,20,8,,,,,,2 2.92 86
Mechanical Engineering - ME 3322 C,14,8,9,13,5,,,,,5 2.27 54
Mechanical Engineering - ME 3322 QUP,8,,5,3,1,,,,,1 2.65 18
Mechanical Engineering - ME 3322 RMZ,3,5,9,1,,,,,,2.56 18
Mechanical Engineering - ME 3322 TBD,20,7,8,,,,,,,3.34 35
Mechanical Engineering - ME 3340 B,20,23,20,8,4,,,,,2.63 75
Mechanical Engineering - ME 3340 R,7,3,2,,,,,,,3.42 12
Mechanical Engineering - ME 3345 A,10,18,12,2,,,,,,2.86 42
Mechanical Engineering - ME 3345 B,9,8,7,2,1,,,,,3 2.81 30
Mechanical Engineering - ME 3345 QUP,1,3,3,1,,,,,,2.50 8
Mechanical Engineering - ME 4041 A,9,3,2,,,,,,,3.50 14
Mechanical Engineering - ME 4041 B,3,2,,1,1,,,,,2.71 7
Mechanical Engineering - ME 4056 A1,6,6,,,,,,,,3.50 12
Mechanical Engineering - ME 4056 A2,5,7,,,,,,,,3.42 12
Mechanical Engineering - ME 4056 A3,9,1,,,,,,,,1 3.90 11
Mechanical Engineering - ME 4056 A4,7,3,,,,,,,,3.70 10
Mechanical Engineering - ME 4056 A5,4,8,,,,,,,,3.33 12
Mechanical Engineering - ME 4056 A6,7,,,,,,,,,4.00 7
Mechanical Engineering - ME 4182 A,17,6,,,,,,,,3.74 23
Mechanical Engineering - ME 4182 B,20,10,,,,,,,,3.67 30
Mechanical Engineering - ME 4189 A,4,1,2,,3,,,,,5 2.30 15
Mechanical Engineering - ME 4189 Q,,3,2,,,,,,,2.60 5
Mechanical Engineering - ME 4189 Q3,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 4189 QSH,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 4698 BC9,,,,,,,,,1,1
Mechanical Engineering - ME 4698 FER,,,,,,,,,1,1
Mechanical Engineering - ME 4698 GAR,,,,,,,,,1,1
Mechanical Engineering - ME 4698 HU,,,,,,,,,3,3
Mechanical Engineering - ME 4698 LEA,,,,,,,,,2,2
Mechanical Engineering - ME 4698 LEE,,,,,,,,,1,1
Mechanical Engineering - ME 4698 QI,,,,,,,,,2,2
Mechanical Engineering - ME 4698 SUL,,,,,,,,,1,1
Mechanical Engineering - ME 4699 ALE,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 CHO,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 ERT,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 FED,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 4699 FOR,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 4699 GUL,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 HE6,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 HU,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 4699 KIM,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 KLE,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 LEA,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 LEE,3,,,,,,,,,4.00 3
Mechanical Engineering - ME 4699 LI2,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 LIE,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 MA1,,1,,,,,,,,3.00 1
Mechanical Engineering - ME 4699 MAY,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 PUC,3,,,,,,,,,4.00 3
Mechanical Engineering - ME 4699 RHY,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 SA1,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 SAB,3,,,,,,,,,4.00 3
Mechanical Engineering - ME 4699 SUL,2,,,,1,,,,,2.67 3
Mechanical Engineering - ME 4699 YWA,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4903 SIN,,,,,1,,,,,0.00 1
Mechanical Engineering - ME 6243 Q,2,1,,,,,,,,1 3.67 4
Mechanical Engineering - ME 6244 Q,1,1,,,1,,,,,2.33 3
Mechanical Engineering - ME 6244 Q,A,B,C,D,F,I,S,U,V,W Aver. Total
Mechanical Engineering - ME 6769 R,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 7000 ABD,,,,,,,2,,,2
Mechanical Engineering - ME 7000 ANT,,,,,,,2,,,2
Mechanical Engineering - ME 7000 BOO,,,,,,,1,,,1
Mechanical Engineering - ME 7000 BRA,,,,,,,3,,,3
Mechanical Engineering - ME 7000 CH,,,,,,,2,,,2
Mechanical Engineering - ME 7000 CUN,,,,,,,1,,,1
Mechanical Engineering - ME 7000 FED,,,,,,,1,,,1
Mechanical Engineering - ME 7000 GA1,,,,,,,2,,,2
Mechanical Engineering - ME 7000 GEN,,,,,,,1,,,1
Mechanical Engineering - ME 7000 GLE,,,,,,,1,,,1
Mechanical Engineering - ME 7000 HAS,,,,,,,1,,,1
Mechanical Engineering - ME 7000 HAY,,,,,,,1,,,1
Mechanical Engineering - ME 7000 HEN,,,,,,,3,,,3
Mechanical Engineering - ME 7000 JET,,,,,,,2,,,2
Mechanical Engineering - ME 7000 JOS,,,,,,,2,,,2
Mechanical Engineering - ME 7000 KU,,,,,,,1,,,1
Mechanical Engineering - ME 7000 KUM,,,,,,,1,,,1
Mechanical Engineering - ME 7000 KUR,,,,,,,1,,,1
Mechanical Engineering - ME 7000 LIA,,,,,,,1,,,1
Mechanical Engineering - ME 7000 LIN,,,,,,,1,,,1
Mechanical Engineering - ME 7000 LIP,,,,,,,,1,,1
Mechanical Engineering - ME 7000 MAY,,,,,,,2,,,2
Mechanical Engineering - ME 7000 MCD,,,,,,,1,,,1
Mechanical Engineering - ME 7000 MEA,,,,,,,1,,,1
Mechanical Engineering - ME 7000 MEL,,,,,,,2,,,2
Mechanical Engineering - ME 7000 NEI,,,,,,,1,,,1
Mechanical Engineering - ME 7000 NEU,,,,,,,1,,,1
Mechanical Engineering - ME 7000 QCH,,,,,,,1,,,1
Mechanical Engineering - ME 7000 RHY,,,,,,,1,,,1
Mechanical Engineering - ME 7000 RJI,,,,,,,1,,,1
Mechanical Engineering - ME 7000 ROS,,,,,,,1,,,1
Mechanical Engineering - ME 7000 SIN,,,,,,,1,,,1
Mechanical Engineering - ME 7000 THO,,,,,,,1,,,1
Mechanical Engineering - ME 7000 TIN,,,,,,,1,,,1
Mechanical Engineering - ME 7000 UED,,,,,,,2,,,2
Mechanical Engineering - ME 7000 WHI,,,,,,,3,,,3
Mechanical Engineering - ME 7000 XIA,,,,,,,1,,,1
Mechanical Engineering - ME 7000 YWA,,,,,,,1,,,1
Mechanical Engineering - ME 7000 ZHU,,,,,,,1,,,1
Mechanical Engineering - ME 8011 A,,,,,,,17,,,17
Mechanical Engineering - ME 8012 A,,,,,,,13,,,13
Mechanical Engineering - ME 8750 A,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8833 JET,15,1,,,,,,,,3.94 16
Mechanical Engineering - ME 8833 QJE,4,10,,,,,,,,3.29 14
Mechanical Engineering - ME 8833 QSA,9,,,,,,,,,4.00 9
Mechanical Engineering - ME 8903 WHI,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8933 JET,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8933 LIE,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8941 UME,,1,,,,,,,,3.00 1
Mechanical Engineering - ME 8943 SIN,1,,,,1,,,,,2.00 2
Mechanical Engineering - ME 8943 UME,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8946 UME,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8953 HAS,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8963 ALE,4,,,,,,,,,4.00 4
Mechanical Engineering - ME 8983 BAS,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8983 CAP,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8997 WWH,,,,,,,,,2,2
Mechanical Engineering - ME 8997 WWH,A,B,C,D,F,I,S,U,V,W Aver. Total
Mechanical Engineering - ME 8998 HES,,,,,,,,,1,1
Mechanical Engineering - ME 9000 ABD,,,,,,,3,,,3
Mechanical Engineering - ME 9000 ACH,,,,,,,1,,,1
Mechanical Engineering - ME 9000 AID,,,,,,,5,,,5
Mechanical Engineering - ME 9000 ALE,,,,,,,3,,,3
Mechanical Engineering - ME 9000 ANT,,,,,,,2,,,2
Mechanical Engineering - ME 9000 BAS,,,,,,,2,,,2
Mechanical Engineering - ME 9000 BCO,,,,,,,1,,,1
Mechanical Engineering - ME 9000 BOO,,,,,,,2,,,2
Mechanical Engineering - ME 9000 BRA,,,,,,,2,,,2
Mechanical Engineering - ME 9000 CAP,,,,,,,5,,,5
Mechanical Engineering - ME 9000 CO,,,,,,,3,,,3
Mechanical Engineering - ME 9000 COS,,,,,,,3,,,3
Mechanical Engineering - ME 9000 CUN,,,,,,,3,,,3
Mechanical Engineering - ME 9000 DAN,,,,,,,1,,,1
Mechanical Engineering - ME 9000 DAS,,,,,,,2,,,2
Mechanical Engineering - ME 9000 DEC,,,,,,,2,,,2
Mechanical Engineering - ME 9000 DEG,,,,,,,2,,,2
Mechanical Engineering - ME 9000 DIX,,,,,,,4,,,4
Mechanical Engineering - ME 9000 ERT,,,,,,,3,,,3
Mechanical Engineering - ME 9000 FED,,,,,,,5,,,5
Mechanical Engineering - ME 9000 FER,,,,,,,2,,,2
Mechanical Engineering - ME 9000 FOR,,,,,,,3,,,3
Mechanical Engineering - ME 9000 GA1,,,,,,,12,,,12
Mechanical Engineering - ME 9000 GAL,,,,,,,2,,,2
Mechanical Engineering - ME 9000 GAR,,,,,,,5,1,,6
Mechanical Engineering - ME 9000 GEN,,,,,,,2,,,2
Mechanical Engineering - ME 9000 GHI,,,,,,,2,,,2
Mechanical Engineering - ME 9000 GL,,,,,,,1,,,1
Mechanical Engineering - ME 9000 GLE,,,,,,,9,,,9
Mechanical Engineering - ME 9000 GRA,,,,,,,5,,,5
Mechanical Engineering - ME 9000 GRE,,,,,,,2,,,2
Mechanical Engineering - ME 9000 GTL,,,,,,,1,,,1
Mechanical Engineering - ME 9000 GUL,,,,,,,2,,,2
Mechanical Engineering - ME 9000 HAR,,,,,,,2,,,2
Mechanical Engineering - ME 9000 HCH,,,,,,,1,,,1
Mechanical Engineering - ME 9000 HEN,,,,,,,4,,,4
Mechanical Engineering - ME 9000 HES,,,,,,,3,,,3
Mechanical Engineering - ME 9000 HU,,,,,,,3,,,3
Mechanical Engineering - ME 9000 JAC,,,,,,,1,,,1
Mechanical Engineering - ME 9000 JET,,,,,,,2,,,2
Mechanical Engineering - ME 9000 JOH,,,,,,,1,,,1
Mechanical Engineering - ME 9000 JOS,,,,,,,6,,,6
Mechanical Engineering - ME 9000 JRO,,,,,,,5,,,5
Mechanical Engineering - ME 9000 KAL,,,,,,,1,,,1
Mechanical Engineering - ME 9000 KU,,,,,,,4,,,4
Mechanical Engineering - ME 9000 KUM,,,,,,,4,,,4
Mechanical Engineering - ME 9000 KUR,,,,,,,2,,,2
Mechanical Engineering - ME 9000 LEA,,,,,,,4,,,4
Mechanical Engineering - ME 9000 LIA,,,,,,,4,,,4
Mechanical Engineering - ME 9000 LIE,,,,,,,3,,,3
Mechanical Engineering - ME 9000 LIP,,,,,,,,2,,2
Mechanical Engineering - ME 9000 LOU,,,,,,,2,,,2
Mechanical Engineering - ME 9000 MCD,,,,,,,3,,,3
Mechanical Engineering - ME 9000 MEA,,,,,,,1,,,1
Mechanical Engineering - ME 9000 MEL,,,,,,,5,,,5
Mechanical Engineering - ME 9000 NEI,,,,,,,1,,,1
Mechanical Engineering - ME 9000 NEU,,,,,,,3,,,3
Mechanical Engineering - ME 9000 NEU,A,B,C,D,F,I,S,U,V,W Aver. Total
Mechanical Engineering - ME 9000 NTH,,,,,,,1,,,1
Mechanical Engineering - ME 9000 PAR,,,,,,,2,,,2
Mechanical Engineering - ME 9000 PET,,,,,,,1,,,1
Mechanical Engineering - ME 9000 PIE,,,,,,,1,,,1
Mechanical Engineering - ME 9000 QI,,,,,,,2,,,2
Mechanical Engineering - ME 9000 RHY,,,,,,,1,,,1
Mechanical Engineering - ME 9000 RJI,,,,,,,2,,,2
Mechanical Engineering - ME 9000 ROG,,,,,,,1,,,1
Mechanical Engineering - ME 9000 ROS,,,,,,,7,,,7
Mechanical Engineering - ME 9000 RUZ,,,,,,,2,,,2
Mechanical Engineering - ME 9000 SAB,,,,,,,4,,,4
Mechanical Engineering - ME 9000 SAD,,,,,,,1,,,1
Mechanical Engineering - ME 9000 SAL,,,,,,,1,,,1
Mechanical Engineering - ME 9000 SIN,,,,,,,2,,,2
Mechanical Engineering - ME 9000 SIT,,,,,,,6,1,,7
Mechanical Engineering - ME 9000 SKA,,,,,,,7,,,7
Mechanical Engineering - ME 9000 SLE,,,,,,,2,,,2
Mechanical Engineering - ME 9000 STR,,,,,,,1,,,1
Mechanical Engineering - ME 9000 SUL,,,,,,,4,,,4
Mechanical Engineering - ME 9000 THO,,,,,,,2,,,2
Mechanical Engineering - ME 9000 TIN,,,,,,,2,,,2
Mechanical Engineering - ME 9000 UED,,,,,,,4,,,4
Mechanical Engineering - ME 9000 UME,,,,,,,1,,,1
Mechanical Engineering - ME 9000 WHI,,,,,,,8,,,8
Mechanical Engineering - ME 9000 XIA,,,,,,,2,,,2
Mechanical Engineering - ME 9000 YEE,,,,,,,2,,,2
Mechanical Engineering - ME 9000 YKI,,,,,,,2,,,2
Mechanical Engineering - ME 9000 YOD,,,,,,,4,1,,5
Mechanical Engineering - ME 9000 YOG,,,,,,,2,1,,3
Mechanical Engineering - ME 9000 YWA,,,,,,,2,,,2
Mechanical Engineering - ME 9000 ZH,,,,,,,2,,,2
Mechanical Engineering - ME 9000 ZHA,,,,,,,4,,,4
Mechanical Engineering - ME 9000 ZHO,,,,,,,6,,,6
Mechanical Engineering - ME 9000 ZHU,,,,,,,3,,,3
Mechanical Engineering - ME 9000 ZIN,,,,,,,2,,,2
Medical Physics - MP 7000 WAN,,,,,,,1,,,1
Medical Physics - MP 7000 ZHU,,,,,,,1,,,1
Medical Physics - MP 8104 A,5,,,,,,,,,4.00 5
Medical Physics - MP 8104 B,3,,,,,,,,,4.00 3
Medical Physics - MP 8104 Q,3,,,,,,,,,4.00 3
Medical Physics - MP 8903 ELD,1,,,,,,,,,4.00 1
Medical Physics - MP 8903 WAN,2,,,,,,,,,4.00 2
Medical Physics - MP 9000 BAO,,,,,,,1,,,1
Medical Physics - MP 9000 CHO,,,,,,,1,,,1
Medical Physics - MP 9000 QER,,,,,,,1,,,1
Medical Physics - MP 9000 WAN,,,,,,,2,,,2
Music - MUSI 2010 SUM,22,1,,,,,,,,3 3.96 26
Music - MUSI 3450 A1,16,,,,,,,,,4.00 16
Music - MUSI 3630 BD,33,19,1,,1,,,,,3.54 54
Music - MUSI 3630 SF,12,8,1,,,,,,,5 3.52 26
Music - MUSI 3710 BD,1,,,,,,,,,4.00 1
Music - MUSI 4450 A,17,,,,,,,,,2 4.00 19
Music - MUSI 4630 CM,28,2,2,2,,,,,,3.65 34
Music - MUSI 4699 TH,1,,,,,,,,,4.00 1
Music - MUSI 4813 R01,41,13,,,,,,,,3.76 54
Music - MUSI 4813 R02,42,12,,,,,,,,3.78 54
Music - MUSI 4813 R03,53,,,,,,,,,4.00 53
Nuclear & Radiological Engr - NRE 7000 DEO,,,,,,,1,,,1
Nuclear & Radiological Engr - NRE 7000 DEO,A,B,C,D,F,I,S,U,V,W Aver. Total
Nuclear & Radiological Engr - NRE 7000 ERI,,,,,,,2,1,,3
Nuclear & Radiological Engr - NRE 7000 HER,,,,,,,2,,,2
Nuclear & Radiological Engr - NRE 7000 PET,,,,,,,3,,,3
Nuclear & Radiological Engr - NRE 7000 RAH,,,,,,,3,,,3
Nuclear & Radiological Engr - NRE 7000 STA,,,,,,,2,,,2
Nuclear & Radiological Engr - NRE 7000 WA.,,,,,,,1,,,1
Nuclear & Radiological Engr - NRE 8903 WA.,1,,,,,,,,,4.00 1
Nuclear & Radiological Engr - NRE 9000 ABD,,,,,,,1,,,1
Nuclear & Radiological Engr - NRE 9000 DEO,,,,,,,2,,,2
Nuclear & Radiological Engr - NRE 9000 ERI,,,,,,,1,,,1
Nuclear & Radiological Engr - NRE 9000 GAR,,,,,,,2,,,2
Nuclear & Radiological Engr - NRE 9000 HER,,,,,,,1,,,1
Nuclear & Radiological Engr - NRE 9000 PET,,,,,,,4,,,4
Nuclear & Radiological Engr - NRE 9000 RAH,,,,,,,4,,,4
Nuclear & Radiological Engr - NRE 9000 STA,,,,,,,2,,,2
Philosophy - PHIL 3109 RK,17,14,1,,,,1,,,1 3.50 34
Philosophy - PHIL 3109 RR,20,20,9,,,,1,,,3.22 50
Philosophy - PHIL 3127 BH,13,34,3,1,,,2,,1,3.16 54
Philosophy - PHIL 3127 R1,15,8,,,,,,,,3.65 23
Philosophy - PHIL 4176 RK,13,18,,,1,,,,,3.31 32
Philosophy - PHIL 6000 C1,,,,,,,27,,,27
Philosophy - PHIL 6000 C2,,,,,,,26,,,26
Philosophy - PHIL 6000 C3,,,,,,,35,,,35
Philosophy - PHIL 6000 E1,,,,,,,20,,,20
Philosophy - PHIL 6000 E2,,,,,,,28,,,28
Philosophy - PHIL 6000 E3,,,,,,,28,,,28
Philosophy - PHIL 6000 P1,,,,,,,10,,,10
Philosophy - PHIL 6000 P2,,,,,,,26,,,1 27
Philosophy - PHIL 6000 P3,,,,,,,19,,,19
Physics - PHYS 2211 M,29,33,38,20,9,,,,,3 2.41 132
Physics - PHYS 2212 K,35,48,40,18,4,,,,,5 2.63 150
Physics - PHYS 2213 R,4,1,1,,,,,,,3.50 6
Physics - PHYS 2699 DG,1,,,,,,,,,4.00 1
Physics - PHYS 4321 A,8,7,1,,,,,,,3.44 16
Physics - PHYS 4322 A,2,,,,,,,,,4.00 2
Physics - PHYS 4698 DG,,,,,,,,,1,1
Physics - PHYS 4698 FF,,,,,,,,,1,1
Physics - PHYS 4698 TB,,,,,,,,,1,1
Physics - PHYS 4699 IT,1,,,,,,,,,4.00 1
Physics - PHYS 4699 JG,1,,,,,,,,,4.00 1
Physics - PHYS 4699 JS,1,,,,,,,,,4.00 1
Physics - PHYS 4699 KB,,1,,,,,,,,3.00 1
Physics - PHYS 4699 MSC,1,,,,,,,,,4.00 1
Physics - PHYS 4699 RT,1,,,,,,,,,4.00 1
Physics - PHYS 4699 TO,1,,,,,,,,,4.00 1
Physics - PHYS 4751 A,7,1,,,,,,,,3.88 8
Physics - PHYS 8901 DB,1,,,,,,,,,4.00 1
Physics - PHYS 8901 DD,1,,,,,,,,,4.00 1
Physics - PHYS 8901 DEH,2,,,,,,,,,4.00 2
Physics - PHYS 8901 EC,1,,,,,,,,,4.00 1
Physics - PHYS 8901 FN,1,,,,,,,,,4.00 1
Physics - PHYS 8901 JG,1,,,,,,,,,4.00 1
Physics - PHYS 8901 JGU,2,,,,,,,,,4.00 2
Physics - PHYS 8901 JW,1,,,,,,,,,4.00 1
Physics - PHYS 8901 KIN,1,,,,,,,,,4.00 1
Physics - PHYS 8901 KW,1,,,,,,,,,4.00 1
Physics - PHYS 8901 MP,,1,,,,,,,,3.00 1
Physics - PHYS 8901 MSC,3,,,,,,,,,4.00 3
Physics - PHYS 8901 MSC,A,B,C,D,F,I,S,U,V,W Aver. Total
Physics - PHYS 8901 PF,,1,,,,,,,,3.00 1
Physics - PHYS 8901 SCH,1,,,,,,,,,4.00 1
Physics - PHYS 8901 TB,2,,,,,,,,,4.00 2
Physics - PHYS 8901 TU,1,,,,,,,,,4.00 1
Physics - PHYS 8901 UZI,1,,,,,,,,,4.00 1
Physics - PHYS 8997 AS,,,,,,,,,37,37
Physics - PHYS 8998 AZ,,,,,,,,,71,71
Physics - PHYS 9000 BK,,,,,,,2,,,2
Physics - PHYS 9000 CR,,,,,,,1,,,1
Physics - PHYS 9000 CUR,,,,,,,4,,,4
Physics - PHYS 9000 DD,,,,,,,2,,,2
Physics - PHYS 9000 DEH,,,,,,,4,,,4
Physics - PHYS 9000 DS,,,,,,,2,,,2
Physics - PHYS 9000 EC,,,,,,,2,,,2
Physics - PHYS 9000 ER,,,,,,,2,,,2
Physics - PHYS 9000 FF,,,,,,,4,,,4
Physics - PHYS 9000 FN,,,,,,,3,,,3
Physics - PHYS 9000 GLD,,,,,,,3,,,3
Physics - PHYS 9000 HK,,,,,,,5,,,5
Physics - PHYS 9000 IT,,,,,,,2,,,2
Physics - PHYS 9000 JA,,,,,,,1,,,1
Physics - PHYS 9000 JG,,,,,,,2,,,2
Physics - PHYS 9000 JGU,,,,,,,3,,,3
Physics - PHYS 9000 JW,,,,,,,2,,,2
Physics - PHYS 9000 KB,,,,,,,1,,,1
Physics - PHYS 9000 KIN,,,,,,,1,,,1
Physics - PHYS 9000 MC,,,,,,,1,,,1
Physics - PHYS 9000 MSC,,,,,,,2,,,2
Physics - PHYS 9000 ON,,,,,,,2,,,2
Physics - PHYS 9000 PC,,,,,,,2,,,2
Physics - PHYS 9000 PF,,,,,,,3,,,3
Physics - PHYS 9000 PG,,,,,,,3,,,3
Physics - PHYS 9000 PL,,,,,,,2,,,2
Physics - PHYS 9000 RG,,,,,,,3,,,3
Physics - PHYS 9000 RT,,,,,,,2,,,2
Physics - PHYS 9000 SCH,,,,,,,5,,,5
Physics - PHYS 9000 SDM,,,,,,,2,,,2
Physics - PHYS 9000 ST,,,,,,,2,,,2
Physics - PHYS 9000 TB,,,,,,,1,,,1
Physics - PHYS 9000 TU,,,,,,,1,,,1
Physics - PHYS 9000 WJ,,,,,,,1,,,1
Physics - PHYS 9000 ZJ,,,,,,,5,,,5
"Polymer, Textile and Fiber Eng - PTFE 3720 .",5,6,5,1,,,,,,1 2.88 18
"Polymer, Textile and Fiber Eng - PTFE 4698 .",,,,,,,,,1,1
"Polymer, Textile and Fiber Eng - PTFE 6999 .",,,,,,,1,,,1
"Polymer, Textile and Fiber Eng - PTFE 8998 .",,,,,,,,,1,1
"Polymer, Textile and Fiber Eng - PTFE 9000 .",,,,,,,1,,,1
"Polymer, Textile and Fiber Eng - PTFE 9000 .",,,,,,,1,,,1
"Polymer, Textile and Fiber Eng - PTFE 9000 .",,,,,,,1,,,1
"Polymer, Textile and Fiber Eng - PTFE 9000 .",,,,,,,1,,,1
"Polymer, Textile and Fiber Eng - PTFE 9000 .",,,,,,,1,,,1
"Polymer, Textile and Fiber Eng - PTFE 9000 .",,,,,,,2,,,2
"Polymer, Textile and Fiber Eng - PTFE 9000 .",,,,,,,1,,,1
"Polymer, Textile and Fiber Eng - PTFE 9000 .",,,,,,,2,,,2
"Polymer, Textile and Fiber Eng - PTFE 9000 .",,,,,,,1,,,1
"Polymer, Textile and Fiber Eng - PTFE 9000 .",,,,,,,1,,,1
"Polymer, Textile and Fiber Eng - PTFE 9000 .",,,,,,,2,,,2
"Polymer, Textile and Fiber Eng - PTFE 9000 .",,,,,,,2,,,2
"Polymer, Textile and Fiber Eng - PTFE 9000 .",A,B,C,D,F,I,S,U,V,W Aver. Total
Psychology - PSYC 1101 SF,39,33,4,1,,,,,,3.43 77
Psychology - PSYC 1101 SS,5,7,3,1,,,,,,3 3.00 19
Psychology - PSYC 1101 Y,33,3,3,,1,,,,,3.68 40
Psychology - PSYC 1101 Z,18,27,6,3,,,1,,,3 3.11 58
Psychology - PSYC 2103 A,5,7,1,3,,,3,,,1 2.88 20
Psychology - PSYC 2210 A,27,2,,,1,,1,,,1 3.80 32
Psychology - PSYC 2230 A,16,11,9,2,2,,1,,,1 2.93 42
Psychology - PSYC 2230 R,22,5,,,,,,,,3.81 27
Psychology - PSYC 2699 ES,2,,,,,,,,,4.00 2
Psychology - PSYC 2699 WR,1,,,,,,,,,4.00 1
Psychology - PSYC 3040 R,9,14,6,,,,,,,3.10 29
Psychology - PSYC 3750 R,4,3,1,,,,,,,3.38 8
Psychology - PSYC 4600 CH,1,,,,,,,,,4.00 1
Psychology - PSYC 4601 FD,1,,,,,,,,,4.00 1
Psychology - PSYC 4601 RC,1,,,,,,,,,4.00 1
Psychology - PSYC 4601 WR,,1,,,,,,,,3.00 1
