"",A,B,C,D,F,I,S,U,V,W Aver. Tota
Architecture - ARCH 4804 R,9,,,,,,,,,4.00 9
Architecture - ARCH 4821 R,3,6,,,,,,,,3.33 9
Architecture - ARCH 4833 CE,1,,,,,,,,,4.00 1
Architecture - ARCH 4833 RV,7,1,,,,,1,,,3.88 9
Architecture - ARCH 4833 SG,1,1,,,,,,,,3.50 2
Architecture - ARCH 4901 LD,1,,,,,,,,,4.00 1
Architecture - ARCH 4903 DK,,1,,,,,,,,3.00 1
Architecture - ARCH 4903 SK,1,,,,,,,,,4.00 1
Architecture - ARCH 6026 GJ,3,5,,,,,,,,1 3.38 9
Architecture - ARCH 6026 TA,4,4,1,,,,,,,3.33 9
Architecture - ARCH 6051 BB,5,4,1,,,,,,,3.40 10
Architecture - ARCH 6051 CR,7,1,1,,,,,,,3.67 9
Architecture - ARCH 6051 SK,8,1,,,,,,,,3.89 9
Architecture - ARCH 6051 SR,8,,,,,,,,,4.00 8
Architecture - ARCH 6071 AE,5,2,2,,,,,,,3.33 9
Architecture - ARCH 6071 ME,7,4,,,,,,,,3.64 11
Architecture - ARCH 6071 MG,9,1,,,,,,,,3.90 10
Architecture - ARCH 6071 MS,13,,,,,,,,,4.00 13
Architecture - ARCH 6071 RD,4,3,,,,,,,,3.57 7
Architecture - ARCH 6071 RD,A,B,C,D,F,I,S,U,V,W Aver. Tota
Architecture - ARCH 6105 LH,2,5,6,,,,2,,,2 2.69 17
Architecture - ARCH 6107 LS,1,1,,,,,1,,,3.50 3
Architecture - ARCH 6151 EDJ,8,4,1,,,,,,,3.54 13
Architecture - ARCH 6226 AG,14,6,,,,,2,,,3.70 22
Architecture - ARCH 6228 JP,6,,,,,,,,1,4.00 7
Architecture - ARCH 6229 CR,14,3,1,,,,,,,3.72 18
Architecture - ARCH 6242 JB,5,4,,1,,,,1,1,3.30 12
Architecture - ARCH 6271 CZ,4,2,,,,,,,,2 3.67 8
Architecture - ARCH 6303 MD,4,4,,,,,,,,1 3.50 9
Architecture - ARCH 6315 SR,16,12,,,,,,,,3.57 28
Architecture - ARCH 6350 BF,12,1,,,,,,,,3.92 13
Architecture - ARCH 6350 EDJ,5,6,,,,,,,,3.45 11
Architecture - ARCH 6350 JP,8,1,,,,,,,,3.89 9
Architecture - ARCH 6350 SB,3,4,2,,,,,,,3.11 9
Architecture - ARCH 6352 LA,5,1,,,,,,,,3.83 6
Architecture - ARCH 6426 RV,16,,1,1,,,,,,3.72 18
Architecture - ARCH 6472 CI,20,,,,,,,,,4.00 20
Architecture - ARCH 6503 CE,13,6,,,,,,,,3.68 19
Architecture - ARCH 6506 RG,17,,,,,,,,,4.00 17
Architecture - ARCH 6507 SG,16,1,,,,,,,,3.94 17
Architecture - ARCH 6508 TE,10,,,,,,,,,1 4.00 11
Architecture - ARCH 7000 CZ,,,,,,,1,,,1
Architecture - ARCH 7000 LH,,,,,,,,1,,1
Architecture - ARCH 7042 RD,2,,,,,,,,,4.00 2
Architecture - ARCH 8102 JP,12,,,,,,,,,4.00 12
Architecture - ARCH 8801 RG,21,9,3,,,,,,,3.55 33
Architecture - ARCH 8803 DR,9,,,,,,,,1,4.00 10
Architecture - ARCH 8803 FP,1,,,,,,,,,4.00 1
Architecture - ARCH 8803 GA,4,1,1,1,,,,,,1 3.14 8
Architecture - ARCH 8803 LS,2,,,,,,1,,2,4.00 5
Architecture - ARCH 8803 MMU,,1,,,,,,,,3.00 1
Architecture - ARCH 8803 MS,20,,,,1,,,,,3.81 21
Architecture - ARCH 8833 LD,3,2,,1,,,,,,3.17 6
Architecture - ARCH 8843 JS,1,1,,,,,,,,3.50 2
Architecture - ARCH 8903 AE1,1,,,,,,,,,4.00 1
Architecture - ARCH 8903 BB,1,,,,,,,,,4.00 1
Architecture - ARCH 8903 CE,,,,,,,,,1,1
Architecture - ARCH 8903 CE1,2,,,,,,,,,4.00 2
Architecture - ARCH 8903 GA1,1,,,,,,,,,4.00 1
Architecture - ARCH 8903 GA2,3,,,,,,,,,4.00 3
Architecture - ARCH 8903 JP,1,,,,,,,,,4.00 1
Architecture - ARCH 8903 JS,1,,,,,,,,,4.00 1
Architecture - ARCH 8903 LH,1,,,,,,,,,4.00 1
Architecture - ARCH 8903 MS,1,,,,,,,,,4.00 1
Architecture - ARCH 8903 TH,1,,,,,,,,,4.00 1
Biology - BIOL 1510 A,95,121,26,10,5,,1,,1,6 3.13 265
Biology - BIOL 1511 BIO,26,19,5,1,1,,,,,3.31 52
Biology - BIOL 1511 HP,8,2,,,,,,,,3.80 10
Biology - BIOL 1520 L,40,35,13,4,,,1,,,5 3.21 98
Biology - BIOL 2335 A,14,17,6,4,,,,,,2 3.00 43
Biology - BIOL 2336 A,4,4,,,,,,,,3.50 8
Biology - BIOL 2336 B,5,2,1,,,,,,,3.50 8
Biology - BIOL 2336 D,10,1,,,,,,,,1 3.91 12
Biology - BIOL 2344 A,14,25,14,3,2,,,,,5 2.79 63
Biology - BIOL 2345 A,10,9,,,,,,,,3.53 19
Biology - BIOL 2345 C,11,8,,,,,,,,2 3.58 21
Biology - BIOL 2354 HP,11,8,3,2,,,,,,1 3.17 25
Biology - BIOL 2355 HP1,15,1,,,,,,,,3.94 16
Biology - BIOL 2355 HP1,A,B,C,D,F,I,S,U,V,W Aver. Tota
Biology - BIOL 2355 HP2,6,3,,,,,,,,3.67 9
Biology - BIOL 2699 FAN,3,,,,,,,,,4.00 3
Biology - BIOL 2699 FIN,1,,,,,,,,,4.00 1
Biology - BIOL 2699 GOO,2,,,,,,,,,4.00 2
Biology - BIOL 2699 MCG,1,,,,,,,,,4.00 1
Biology - BIOL 2699 NIE,,,,,,,,,,1 1
Biology - BIOL 2699 SNE,1,,,,,,,,,4.00 1
Biology - BIOL 2699 STR,2,,,,,,,,,4.00 2
Biology - BIOL 2699 VAN,1,,,,,,,,,4.00 1
Biology - BIOL 2699 YEN,1,,,,,,,,,4.00 1
Biology - BIOL 3380 A,13,33,10,2,3,,1,,,1 2.84 63
Biology - BIOL 3381 A,10,4,1,,,,,,,3.60 15
Biology - BIOL 3381 B,7,1,,,,,,,,1 3.88 9
Biology - BIOL 3450 A,44,30,8,3,2,,,,,2 3.28 89
Biology - BIOL 3600 A,12,15,5,1,,,,,,1 3.15 34
Biology - BIOL 3753 A,7,6,3,,,,,,,3.25 16
Biology - BIOL 4015 A,52,7,,,,,2,,,3.88 61
Biology - BIOL 4150 A,18,2,,,,,,,,3.90 20
Biology - BIOL 4225 A,8,,,,,,,,,4.00 8
Biology - BIOL 4401 A,21,10,6,2,,,,,,1 3.28 40
Biology - BIOL 4446 A,4,5,2,,,,,,,3 3.18 14
Biology - BIOL 4460 A,12,,,,,,,,,4.00 12
Biology - BIOL 4460 B,9,,,,,,,,,4.00 9
Biology - BIOL 4460 C,8,1,,,,,,,,3.89 9
Biology - BIOL 4464 A,10,2,,,1,,,,,3.54 13
Biology - BIOL 4471 A,10,10,3,,,,,,,1 3.30 24
Biology - BIOL 4545 A,17,4,,,,,,,,3.81 21
Biology - BIOL 4590 A,7,,,,,,,,,4.00 7
Biology - BIOL 4590 C,8,1,,,,,,,,3.89 9
Biology - BIOL 4607 A,3,2,1,,,,1,,,3.33 7
Biology - BIOL 4650 B,16,2,,,,,1,,,3.89 19
Biology - BIOL 4690 A,11,,,,,,,,,4.00 11
Biology - BIOL 4694 A,,,,,,,,,2,2
Biology - BIOL 4695 A,4,,,,1,,,,,3.20 5
Biology - BIOL 4695 Z,5,,,,,,,,,4.00 5
Biology - BIOL 4696 A,,,,,,,,,1,1
Biology - BIOL 4697 A,7,,,,,,,,,4.00 7
Biology - BIOL 4697 B,6,,,,,,,,,4.00 6
Biology - BIOL 4697 C,4,,,,,,,,,4.00 4
Biology - BIOL 4698 HAM,,,,,,,,,1,1
Biology - BIOL 4698 HU,,,,,,,,,1,1
Biology - BIOL 4698 KUB,,,,,,,,,1,1
Biology - BIOL 4698 RAT,,,,,,,,,1,1
Biology - BIOL 4698 YEN,,,,,,,,,1,1
Biology - BIOL 4699 CHE,1,,,,,,1,,,4.00 2
Biology - BIOL 4699 CHO,2,,,,,,,,,4.00 2
Biology - BIOL 4699 FAN,1,,,,,,,,,4.00 1
Biology - BIOL 4699 GAU,3,,,,,,,,,4.00 3
Biology - BIOL 4699 GIB,1,,,,,,,,,4.00 1
Biology - BIOL 4699 GOL,1,,,,,,,,,4.00 1
Biology - BIOL 4699 GOO,4,1,,,,,,,,3.80 5
Biology - BIOL 4699 HAM,1,,,,,,,,,4.00 1
Biology - BIOL 4699 HU,1,,,,,,,,,4.00 1
Biology - BIOL 4699 JIA,2,,,,,,,,,4.00 2
Biology - BIOL 4699 KUB,2,1,,,,,,,,3.67 3
Biology - BIOL 4699 LAC,1,,,,,,,,,4.00 1
Biology - BIOL 4699 MCG,1,,,,,,1,,,4.00 2
Biology - BIOL 4699 MGU,,,1,,,,,,,2.00 1
Biology - BIOL 4699 MGU,A,B,C,D,F,I,S,U,V,W Aver. Tota
Biology - BIOL 4699 MON,1,,,,,,,,,4.00 1
Biology - BIOL 4699 NIE,2,,,,,,,,,4.00 2
Biology - BIOL 4699 RAT,2,,,,,,,,,4.00 2
Biology - BIOL 4699 SHI,1,,,,,,,,,4.00 1
Biology - BIOL 4699 SKO,2,,,,,,,,,4.00 2
Biology - BIOL 4699 STE,2,,,,,,,,,4.00 2
Biology - BIOL 4699 STO,1,,,,,,,,,4.00 1
Biology - BIOL 4699 STR,3,,,,,,,,,4.00 3
Biology - BIOL 4699 TOR,1,,,,,,,,,4.00 1
Biology - BIOL 4699 VAN,1,,,,,,,,,4.00 1
Biology - BIOL 4699 WAR,1,,,,,,,,,4.00 1
Biology - BIOL 4699 YEN,4,,,,,,,,,4.00 4
Biology - BIOL 4740 A,1,,,,,,,,,4.00 1
Biology - BIOL 4801 A,11,2,,,,,,,,1 3.85 14
Biology - BIOL 4803 G,5,3,,,,,,,,1 3.63 9
Biology - BIOL 4803 H,4,,1,,,,,,,1 3.60 6
Biology - BIOL 4910 A,4,,,,,,,,,4.00 4
Biology - BIOL 6150 A,26,5,,,,,,,,1 3.84 32
Biology - BIOL 6608 A,8,1,,,,,,,,3.89 9
Biology - BIOL 6765 A,4,4,,,,,,,,3.50 8
Biology - BIOL 7000 JIA,,,,,,,2,,,2
Biology - BIOL 7000 SNE,,,,,,,1,,,1
Biology - BIOL 7000 YEN,,,,,,,1,,,1
Biology - BIOL 7015 A,19,2,,,,,,,1,3.90 22
Biology - BIOL 7111 A,9,,,,,,,,,2 4.00 11
Biology - BIOL 8002 A,,,,,,,25,2,,27
Biology - BIOL 8802 B,11,,,,,,,,,4.00 11
Biology - BIOL 8803 A,,,,,,,7,,,7
Biology - BIOL 8803 B,29,4,,,,,,,,3.88 33
Biology - BIOL 8803 C,7,1,,,,,,,,3.88 8
Biology - BIOL 8803 D,5,,,,,,,,,4.00 5
Biology - BIOL 8803 E,10,1,,1,,,,,1,1 3.67 14
Biology - BIOL 8803 F,15,,,,,,,,,4.00 15
Biology - BIOL 8803 G,5,,,,,,,,,4.00 5
Biology - BIOL 8901 FAN,3,,,,,,,,,4.00 3
Biology - BIOL 8901 GAU,2,,,,,,,,,4.00 2
Biology - BIOL 8901 GIB,1,1,,,,,,,,3.50 2
Biology - BIOL 8901 HAM,1,,,,,,,,,4.00 1
Biology - BIOL 8901 HAY,1,,,,,,,,,4.00 1
Biology - BIOL 8901 JIA,1,,,,,,,,,4.00 1
Biology - BIOL 8901 JOR,4,,,,,,,,,4.00 4
Biology - BIOL 8901 KON,2,,,,,,,,,4.00 2
Biology - BIOL 8901 KOS,2,,,,,,,,,4.00 2
Biology - BIOL 8901 KUB,1,,,,,,,,,4.00 1
Biology - BIOL 8901 LAC,1,,,,,,,,,4.00 1
Biology - BIOL 8901 LEE,1,1,1,,,,,,,3.00 3
Biology - BIOL 8901 LOB,1,,,,,,,,,4.00 1
Biology - BIOL 8901 MCD,2,,,,,,,,,4.00 2
Biology - BIOL 8901 MCG,4,,,,,,,,,4.00 4
Biology - BIOL 8901 NIE,1,,,,,,,,,4.00 1
Biology - BIOL 8901 STO,2,,,,,,,,,4.00 2
Biology - BIOL 8901 TOR,1,,,,,,,,,4.00 1
Biology - BIOL 8901 VAN,3,,,,,,,,,4.00 3
Biology - BIOL 8901 WAR,1,,,,,,,,,4.00 1
Biology - BIOL 8901 WEI,1,,,,,,,,,4.00 1
Biology - BIOL 8901 WIL,1,,,,,,,,,4.00 1
Biology - BIOL 8901 WTZ,4,,,,,,,,,4.00 4
Biology - BIOL 8902 GIB,1,,1,,,,,,,3.00 2
Biology - BIOL 8902 GIB,A,B,C,D,F,I,S,U,V,W Aver. Tota
Biology - BIOL 8902 JOR,2,,,,,,,,,4.00 2
Biology - BIOL 8902 LAC,1,,,,,,,,,4.00 1
Biology - BIOL 8902 LEE,1,,,,,,,,,4.00 1
Biology - BIOL 8902 MCG,2,,,,,,,,,4.00 2
Biology - BIOL 8902 MON,1,,,,,,,,,4.00 1
Biology - BIOL 8902 SHI,1,,,,,,,,,4.00 1
Biology - BIOL 8902 VAN,3,,,,,,,,,4.00 3
Biology - BIOL 8902 YI,1,,,,,,,,,4.00 1
Biology - BIOL 8997 A,,,,,,,,,27,27
Biology - BIOL 8997 B,,,,,,,,,6,6
Biology - BIOL 8997 C,,,,,,,,,1,1
Biology - BIOL 8998 CHE,,,,,,,,,3,3
Biology - BIOL 8998 CHO,,,,,,,,,1,1
Biology - BIOL 8998 DIC,,,,,,,,,1,1
Biology - BIOL 8998 GIB,,,,,,,,,3,3
Biology - BIOL 8998 GLA,,,,,,,,,1,1
Biology - BIOL 8998 GOO,,,,,,,,,1,1
Biology - BIOL 8998 HAM,,,,,,,,,1,1
Biology - BIOL 8998 HAR,,,,,,,,,1,1
Biology - BIOL 8998 HAY,,,,,,,,,1,1
Biology - BIOL 8998 JIA,,,,,,,,,1,1
Biology - BIOL 8998 JOR,,,,,,,,,5,5
Biology - BIOL 8998 KON,,,,,,,,,3,3
Biology - BIOL 8998 KOS,,,,,,,,,1,1
Biology - BIOL 8998 LAC,,,,,,,,,2,2
Biology - BIOL 8998 LOB,,,,,,,,,1,1
Biology - BIOL 8998 MCD,,,,,,,,,1,1
Biology - BIOL 8998 MCG,,,,,,,,,2,2
Biology - BIOL 8998 MON,,,,,,,,,1,1
Biology - BIOL 8998 RAT,,,,,,,,,1,1
Biology - BIOL 8998 SHI,,,,,,,,,1,1
Biology - BIOL 8998 STE,,,,,,,,,2,2
Biology - BIOL 8998 STO,,,,,,,,,2,2
Biology - BIOL 8998 TOR,,,,,,,,,2,2
Biology - BIOL 8998 VAN,,,,,,,,,4,4
Biology - BIOL 8998 WTZ,,,,,,,,,1,1
Biology - BIOL 8998 YI,,,,,,,,,2,2
Biology - BIOL 9000 BOR,,,,,,,1,,,1
Biology - BIOL 9000 CHE,,,,,,,4,,,4
Biology - BIOL 9000 DIC,,,,,,,1,,,1
Biology - BIOL 9000 FAN,,,,,,,4,,,4
Biology - BIOL 9000 GIB,,,,,,,4,,,4
Biology - BIOL 9000 GLA,,,,,,,1,,,1
Biology - BIOL 9000 GOO,,,,,,,2,,,2
Biology - BIOL 9000 HAM,,,,,,,2,,,2
Biology - BIOL 9000 HAR,,,,,,,1,,,1
Biology - BIOL 9000 HAY,,,,,,,4,,,4
Biology - BIOL 9000 JIA,,,,,,,1,,,1
Biology - BIOL 9000 JOR,,,,,,,4,,,4
Biology - BIOL 9000 KON,,,,,,,5,,,5
Biology - BIOL 9000 KOS,,,,,,,2,,,2
Biology - BIOL 9000 KRE,,,,,,,2,,,2
Biology - BIOL 9000 LAC,,,,,,,1,,,1
Biology - BIOL 9000 LEE,,,,,,,1,,,1
Biology - BIOL 9000 LOB,,,,,,,1,,,1
Biology - BIOL 9000 MCD,,,,,,,2,,,2
Biology - BIOL 9000 MCG,,,,,,,2,,,2
Biology - BIOL 9000 MON,,,,,,,1,,,1
Biology - BIOL 9000 MON,A,B,C,D,F,I,S,U,V,W Aver. Tota
Biology - BIOL 9000 RAT,,,,,,,2,,,2
Biology - BIOL 9000 SHI,,,,,,,2,,,2
Biology - BIOL 9000 STE,,,,,,,4,,,4
Biology - BIOL 9000 STO,,,,,,,4,,,4
Biology - BIOL 9000 STR,,,,,,,1,,,1
Biology - BIOL 9000 TOR,,,,,,,2,,,2
Biology - BIOL 9000 VAN,,,,,,,3,,,3
Biology - BIOL 9000 WEI,,,,,,,1,,,1
Biology - BIOL 9000 WTZ,,,,,,,4,,,4
Biology - BIOL 9000 YI,,,,,,,1,,,1
Biomed Engr/Joint Emory PKU - BMEJ 999.,,,,,,,,,16,16
Biomedical Engineering - BMED 2210 A,20,16,6,,3,,,,,2 3.11 47
Biomedical Engineering - BMED 2210 B,25,11,4,1,3,,,,,4 3.23 48
Biomedical Engineering - BMED 2210 C,7,16,5,1,1,,,,,2 2.90 32
Biomedical Engineering - BMED 2210 D,13,10,8,,,,,,,3.16 31
Biomedical Engineering - BMED 2210 E,9,13,9,,,,,,,1 3.00 32
Biomedical Engineering - BMED 2210 F,21,8,3,,1,,,,,1 3.45 34
Biomedical Engineering - BMED 2210 G,22,8,,1,,,,,,1 3.65 32
Biomedical Engineering - BMED 2210 H,15,10,5,2,1,,,,,3.09 33
Biomedical Engineering - BMED 2310 B,12,14,5,,,,,,,1 3.23 32
Biomedical Engineering - BMED 2310 D,2,9,1,1,,,,,,1 2.92 14
Biomedical Engineering - BMED 2310 E,4,1,,,,,,,,3.80 5
Biomedical Engineering - BMED 2400 A,32,35,11,1,1,,,,,15 3.20 95
Biomedical Engineering - BMED 2698 BOR,,,,,,,,,1,1
Biomedical Engineering - BMED 2698 ETH,,,,,,,,,1,1
Biomedical Engineering - BMED 2699 BAB,,1,,,,,,,,3.00 1
Biomedical Engineering - BMED 2699 BEL,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 2699 BOR,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 2699 BUT,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 2699 KE,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 2699 KEM,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 2699 KWO,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 2699 LAM,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 2699 MIT,7,1,,,1,,,,,3.44 9
Biomedical Engineering - BMED 2699 SUN,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 2699 WAN,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 2699 YOG,3,,,,,,,,,4.00 3
Biomedical Engineering - BMED 2803 A,5,,,,,,,,,4.00 5
Biomedical Engineering - BMED 2803 B,11,1,,,,,,,,3.92 12
Biomedical Engineering - BMED 2803 C,10,3,,,,,,,,3.77 13
Biomedical Engineering - BMED 2803 D,7,2,1,,,,,,,3.60 10
Biomedical Engineering - BMED 3100 A,12,25,11,1,1,,,,,3 2.92 53
Biomedical Engineering - BMED 3100 B,24,22,6,,1,,,,,4 3.28 57
Biomedical Engineering - BMED 3100 C,11,16,7,1,,,,,,3 3.06 38
Biomedical Engineering - BMED 3110 A,19,3,,,,,,,,1 3.86 23
Biomedical Engineering - BMED 3110 B,11,7,1,,,,,,,1 3.53 20
Biomedical Engineering - BMED 3110 C,11,4,3,,,,,,,3.44 18
Biomedical Engineering - BMED 3110 D,16,4,,,,,,,,3.80 20
Biomedical Engineering - BMED 3110 E,20,1,,,,,,,,3.95 21
Biomedical Engineering - BMED 3110 F,13,3,1,,,,,,,1 3.71 18
Biomedical Engineering - BMED 3310 A,9,15,12,5,3,,,,,3 2.50 47
Biomedical Engineering - BMED 3310 B,14,9,10,5,2,,,,,7 2.70 47
Biomedical Engineering - BMED 3400 A,4,5,7,,,,,,,6 2.81 22
Biomedical Engineering - BMED 3400 B,4,6,7,1,,,,,,1 2.72 19
Biomedical Engineering - BMED 3400 C,5,13,2,1,,,,,,3 3.05 24
Biomedical Engineering - BMED 3400 D,5,10,7,2,,,,,,2 2.75 26
Biomedical Engineering - BMED 3400 E,5,12,6,1,,,,,,2.88 24
Biomedical Engineering - BMED 3400 F,7,17,2,,,,,,,3.19 26
Biomedical Engineering - BMED 3400 F,A,B,C,D,F,I,S,U,V,W Aver. Tota
Biomedical Engineering - BMED 3520 A,12,8,10,4,,,,,,4 2.82 38
Biomedical Engineering - BMED 3520 B,15,17,6,5,1,,,,,2.91 44
Biomedical Engineering - BMED 3520 C,17,10,7,5,,,,,,1 3.00 40
Biomedical Engineering - BMED 3600 A,12,17,7,5,1,,,,,4 2.81 46
Biomedical Engineering - BMED 3600 B,3,19,15,5,1,,,,,3 2.42 46
Biomedical Engineering - BMED 3600 C,8,25,14,,,,,,,2.87 47
Biomedical Engineering - BMED 3610 A,15,,2,,,,,,,3.76 17
Biomedical Engineering - BMED 3610 B,17,,,,,,,,,4.00 17
Biomedical Engineering - BMED 3610 C,17,1,,,,,,,,3.94 18
Biomedical Engineering - BMED 3610 D,10,6,,,,,,,,3.63 16
Biomedical Engineering - BMED 3610 E,14,2,,,,,,,,3.88 16
Biomedical Engineering - BMED 3610 F,11,3,,,,,,,,3.79 14
Biomedical Engineering - BMED 4477 A,8,1,,,,,,,,1 3.89 10
Biomedical Engineering - BMED 4602 A,3,15,2,,,,,,,3.05 20
Biomedical Engineering - BMED 4602 B,6,17,,,,,,,,3.26 23
Biomedical Engineering - BMED 4602 C,12,7,2,,,,,,,3.48 21
Biomedical Engineering - BMED 4602 ID,21,11,,,,,,,,3.66 32
Biomedical Engineering - BMED 4602 IP,,2,,,,,,,,3.00 2
Biomedical Engineering - BMED 4698 BAR,,,,,,,,,2,2
Biomedical Engineering - BMED 4698 BEL,,,,,,,,,2,2
Biomedical Engineering - BMED 4698 CHR,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 DAV,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 GUL,,,,,,,,,3,3
Biomedical Engineering - BMED 4698 KEM,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 KMP,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 LAM,,,,,,,,,2,2
Biomedical Engineering - BMED 4698 LED,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 MAY,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 MIT,,,,,,,,,4,4
Biomedical Engineering - BMED 4698 OSH,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 SAN,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 SUN,,,,,,,,,2,2
Biomedical Engineering - BMED 4698 TEM,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 THO,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 TIN,,,,,,,,,1,1
Biomedical Engineering - BMED 4698 YOG,,,,,,,,,1,1
Biomedical Engineering - BMED 4699 BAB,4,1,,,,,,,,3.80 5
Biomedical Engineering - BMED 4699 BAR,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 4699 BEL,4,,,,,,,,,4.00 4
Biomedical Engineering - BMED 4699 BOT,4,,,,,,,,,4.00 4
Biomedical Engineering - BMED 4699 BUT,3,,,,,,,,,4.00 3
Biomedical Engineering - BMED 4699 DAV,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 DEW,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 ENG,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 ETH,5,,,,,,,,,4.00 5
Biomedical Engineering - BMED 4699 FAU,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 GUL,3,,,,,,,,,4.00 3
Biomedical Engineering - BMED 4699 GUP,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 HAR,3,,,,,,,,,4.00 3
Biomedical Engineering - BMED 4699 I2P,4,,,,,,,,,4.00 4
Biomedical Engineering - BMED 4699 I22,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 IPD,,,1,,,,,,,2.00 1
Biomedical Engineering - BMED 4699 JO,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 JOV,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 KE,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 4699 KEM,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 4699 KES,3,,,,,,,,,4.00 3
Biomedical Engineering - BMED 4699 KMP,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 KMP,A,B,C,D,F,I,S,U,V,W Aver. Tota
Biomedical Engineering - BMED 4699 LAM,14,,,,,,,,,4.00 14
Biomedical Engineering - BMED 4699 LAP,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 LEE,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 MAY,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 MCC,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 MIT,16,1,1,,,,,,,3.83 18
Biomedical Engineering - BMED 4699 MUR,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 OSH,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 PLA,5,,,,,,,,,4.00 5
Biomedical Engineering - BMED 4699 SUL,3,,,,,,,,,4.00 3
Biomedical Engineering - BMED 4699 SUN,5,,,,,,,,,4.00 5
Biomedical Engineering - BMED 4699 TEM,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 4699 THO,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 4699 TIN,3,,,,,,,,,4.00 3
Biomedical Engineering - BMED 4699 VOI,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 4699 XIA,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4699 YOG,8,,,,,,,,,4.00 8
Biomedical Engineering - BMED 4699 YOO,1,,,,,,,,,4.00 1
Biomedical Engineering - BMED 4740 A,5,1,,,,,,,,3.83 6
Biomedical Engineering - BMED 4751 A,11,13,8,5,1,,,,,4 2.74 42
Biomedical Engineering - BMED 4757 A,23,18,,,,,,,,3.56 41
Biomedical Engineering - BMED 4758 A,10,2,3,1,3,,,,,6 2.79 25
Biomedical Engineering - BMED 4781 A,10,6,1,,,,,,,3.53 17
Biomedical Engineering - BMED 4784 A,23,4,1,,,,,,,1 3.79 29
Biomedical Engineering - BMED 4803 A,14,7,2,2,2,,,,,4 3.07 31
Biomedical Engineering - BMED 4803 LEE,14,1,1,,,,,,,3 3.81 19
Biomedical Engineering - BMED 4813 A,45,12,1,,,,,,,3.76 58
Biomedical Engineering - BMED 4823 A,3,,,,,,,,,4.00 3
Biomedical Engineering - BMED 4843 A,16,,,,,,,,,4.00 16
Biomedical Engineering - BMED 4901 VEN,2,,,,,,,,,4.00 2
Biomedical Engineering - BMED 6501 A,16,15,,,,,,,,3.52 31
Biomedical Engineering - BMED 6502 A,31,,,,,,,,,4.00 31
Biomedical Engineering - BMED 6503 A,17,14,,,,,,,,3.55 31
Biomedical Engineering - BMED 6505 A,29,2,,,,,,,,3.94 31
Biomedical Engineering - BMED 6710 0,7,4,1,,,,,,,3.50 12
Biomedical Engineering - BMED 6743 A,2,2,,,,,,,,3.50 4
Biomedical Engineering - BMED 6753 A,1,2,,,,,,,,3.33 3
Biomedical Engineering - BMED 6782 A,6,3,1,,,,,,,3.50 10
Biomedical Engineering - BMED 6789 A,3,1,,,,,,,,3.75 4
Biomedical Engineering - BMED 6794 A,13,4,,,,,,,,3.76 17
Biomedical Engineering - BMED 7000 AYO,,,,,,,1,,,1
Biomedical Engineering - BMED 7000 SUN,,,,,,,1,,,1
Biomedical Engineering - BMED 7001 A,,,,,,,69,1,,1 71
Biomedical Engineering - BMED 7004 0,,,,,,,35,,,1 36
